Metric_Code,Base Year,Value
MLCON000010534,2008,4.14584E+12
MLCON000010535,2008,3.90709E+12
MLCON000010536,2008,3.60403E+12
MLCON000010537,2008,3.32205E+12
MLCON000010538,2008,3.18903E+12
MLCON000014404,2008,3.15986E+12
MLCON000014406,2008,3.06513E+12
MLCON000014408,2008,2.96706E+12
MLCON000014410,2008,3.02819E+12
MLCON000014412,2008,2.8603E+12
MLCON000014414,2008,2.71326E+12
MLCON000014416,2008,2.59588E+12
MLCON000014418,2008,2.99512E+12
MLCON000014420,2008,2.82071E+12
MLCON000014422,2008,2.71994E+12
MLCON000014424,2008,2.4488E+12
MLCON000014426,2008,2.37269E+12
MLCON000014428,2008,2.18565E+12
MLCON000014430,2008,2.27989E+12
MLCON000014432,2008,2.30633E+12
MLCON000014434,2008,2.3967E+12
MLCON000014436,2008,2.14659E+12
MLCON000014438,2008,2.06343E+12
MLCON000014440,2008,1.86718E+12
MLCON000014442,2008,1.49569E+12
MLCON000014444,2008,1.1902E+12
MLCON000014446,2008,1.82484E+12
MLCON000014447,2008,1.65407E+12
MLCON000014448,2008,1.6679E+12
MLCON000014449,2008,1.47191E+12
MLCON000014450,2008,1.33878E+12
MLCON000014451,2008,1.20015E+12
MLCON000014452,2008,1.18154E+12
MLCON000014453,2008,1.05757E+12
MLCON000014454,2008,1.00046E+12
MLCON000014455,2008,1.24189E+12
MLCON000014456,2008,1.11399E+12
MLCON000014457,2008,1.05034E+12
MLCON000014458,2008,1.4493E+12
MLCON000014459,2008,1.92046E+12
MLCON000014460,2008,1.67252E+12
MLCON000014461,2008,1.3709E+12
MLCON000014462,2008,1.16574E+12
MLCON000014463,2008,1.04146E+12
MLCON000014464,2008,1.04471E+12
MLCON000014465,2008,1.06919E+12
MLCON000014466,2008,1.01793E+12
MLCON000014467,2008,8.6702E+11
MLCON000014468,2008,7.52347E+11
MLCON000014469,2008,6.80718E+11
MLCON000014470,2008,7.1555E+11
MLCON000018319,2008,4.9411E+12
MLCON000018321,2008,4.54812E+12
MLCON000018323,2008,4.29185E+12
MLCON000018325,2008,4.18384E+12
MLCON000018327,2008,3.96699E+12
MLCON000018329,2008,3.67145E+12
MLCON000018331,2008,3.04783E+12
MLCON000018333,2008,3.69825E+12
MLCON000018335,2008,3.54226E+12
MLCON000018337,2008,3.34401E+12
MLCON000018339,2008,3.0347E+12
MLCON000018341,2008,2.81749E+12
MLCON000018343,2008,2.56813E+12
MLCON000018345,2008,2.55046E+12
MLCON000018347,2008,2.51369E+12
MLCON000018349,2008,2.55538E+12
MLCON000018351,2008,2.1036E+12
MLCON000018353,2008,1.8441E+12
MLCON000018355,2008,1.58211E+12
MLCON000018357,2008,1.28893E+12
MLCON000018359,2008,1.0489E+12
MLCON000018361,2008,1.2346E+12
MLCON000018362,2008,1.0182E+12
MLCON000018363,2008,9.99615E+11
MLCON000018364,2008,8.35685E+11
MLCON000018365,2008,7.25562E+11
MLCON000018366,2008,6.05926E+11
MLCON000018367,2008,5.13639E+11
MLCON000018368,2008,3.75702E+11
MLCON000018369,2008,3.57315E+11
MLCON000018370,2008,3.86637E+11
MLCON000018371,2008,3.4837E+11
MLCON000018372,2008,2.95697E+11
MLCON000018373,2008,4.46638E+11
MLCON000018374,2008,7.18674E+11
MLCON000018375,2008,6.10498E+11
MLCON000018376,2008,4.62907E+11
MLCON000018377,2008,3.56394E+11
MLCON000018378,2008,2.9248E+11
MLCON000018379,2008,3.25677E+11
MLCON000018380,2008,3.22486E+11
MLCON000018381,2008,3.21106E+11
MLCON000018382,2008,2.66966E+11
MLCON000018383,2008,2.28784E+11
MLCON000018384,2008,2.07573E+11
MLCON000018385,2008,2.17561E+11
MLCON000002238,2009,7.61E+11
MLCON000002239,2009,7.63E+11
MLCON000002240,2009,7.34E+11
MLCON000002241,2009,7.82E+11
MLCON000002242,2009,8.00E+11
MLCON000002243,2009,7.53E+11
MLCON000002244,2009,6.83E+11
MLCON000002245,2009,6.79E+11
MLCON000002246,2009,6.82E+11
MLCON000002247,2009,6.24E+11
MLCON000002248,2009,5.74E+11
MLCON000002249,2009,6.05E+11
MLCON000002250,2009,5.91E+11
MLCON000002251,2009,5.57E+11
MLCON000002709,2009,72672000000
MLCON000002710,2009,72853000000
MLCON000002711,2009,70846000000
MLCON000002712,2009,68416000000
MLCON000002713,2009,67368000000
MLCON000002714,2009,63410000000
MLCON000002715,2009,60592000000
MLCON000002716,2009,60510000000
MLCON000002717,2009,58724000000
MLCON000002718,2009,57407000000
MLCON000002719,2009,55832000000
MLCON000002720,2009,53666000000
MLCON000002721,2009,55147000000
MLCON000002722,2009,53065000000
MLCON000002723,2009,51286000000
MLCON000002724,2009,51514000000
MLCON000002725,2009,49930000000
MLCON000002726,2009,48626000000
MLCON000002727,2009,45220000000
MLCON000002728,2009,43781000000
MLCON000002729,2009,41280000000
MLCON000002730,2009,38115000000
MLCON000002731,2009,36856000000
MLCON000002732,2009,35640000000
MLCON000002733,2009,34203000000
MLCON000003714,2009,3.83E+11
MLCON000003715,2009,4.53E+11
MLCON000003716,2009,4.32E+11
MLCON000003717,2009,3.96E+11
MLCON000003718,2009,3.53E+11
MLCON000003719,2009,3.59E+11
MLCON000003720,2009,3.48E+11
MLCON000003721,2009,3.25E+11
MLCON000003722,2009,3.09E+11
MLCON000003723,2009,2.70E+11
MLCON000003724,2009,2.39E+11
MLCON000003725,2009,2.35E+11
MLCON000003726,2009,2.44E+11
MLCON000003727,2009,2.35E+11
MLCON000003728,2009,2.20E+11
MLCON000003729,2009,2.08E+11
MLCON000003730,2009,1.92E+11
MLCON000003731,2009,1.71E+11
MLCON000003732,2009,1.59E+11
MLCON000003733,2009,1.47E+11
MLCON000003734,2009,1.40E+11
MLCON000003735,2009,1.18E+11
MLCON000003736,2009,1.31E+11
MLCON000003737,2009,1.17E+11
MLCON000003738,2009,98479064000
MLCON000003739,2009,80747589000
MLCON000003908,2009,2.45E+12
MLCON000003910,2009,2.38E+12
MLCON000003912,2009,2.38E+12
MLCON000003914,2009,2.37E+12
MLCON000003916,2009,2.27E+12
MLCON000003918,2009,2.19E+12
MLCON000003920,2009,2.12E+12
MLCON000003922,2009,1.98E+12
MLCON000003924,2009,1.76E+12
MLCON000003926,2009,1.93E+12
MLCON000003928,2009,1.82E+12
MLCON000003930,2009,1.68E+12
MLCON000003932,2009,1.53E+12
MLCON000003934,2009,1.43E+12
MLCON000003936,2009,1.31E+12
MLCON000003938,2009,1.28E+12
MLCON000003940,2009,1.30E+12
MLCON000003942,2009,1.38E+12
MLCON000003944,2009,1.27E+12
MLCON000003946,2009,1.21E+12
MLCON000003948,2009,1.19E+12
MLCON000003950,2009,1.06E+12
MLCON000003952,2009,9.79E+11
MLCON000003954,2009,8.22E+11
MLCON000003955,2009,7.55E+11
MLCON000003956,2009,7.31E+11
MLCON000003957,2009,6.84E+11
MLCON000003958,2009,6.41E+11
MLCON000003959,2009,5.89E+11
MLCON000003960,2009,5.28E+11
MLCON000003961,2009,4.54E+11
MLCON000003962,2009,4.10E+11
MLCON000003963,2009,3.81E+11
MLCON000003964,2009,3.68E+11
MLCON000003965,2009,3.40E+11
MLCON000003966,2009,3.49E+11
MLCON000003967,2009,3.78E+11
MLCON000003968,2009,3.74E+11
MLCON000003969,2009,3.37E+11
MLCON000003970,2009,3.07E+11
MLCON000003971,2009,2.78E+11
MLCON000003972,2009,2.71E+11
MLCON000003973,2009,2.60E+11
MLCON000003974,2009,2.62E+11
MLCON000003975,2009,2.42E+11
MLCON000003976,2009,2.04E+11
MLCON000003977,2009,1.90E+11
MLCON000003978,2009,1.87E+11
MLCON000006220,2009,4.67721E+12
MLCON000006221,2009,4.4547E+12
MLCON000006222,2009,4.18847E+12
MLCON000006223,2009,3.92041E+12
MLCON000006224,2009,3.73807E+12
MLCON000006225,2009,3.52182E+12
MLCON000006226,2009,3.39208E+12
MLCON000006227,2009,3.14204E+12
MLCON000006228,2009,2.96422E+12
MLCON000006229,2009,2.79856E+12
MLCON000006230,2009,2.61929E+12
MLCON000006231,2009,2.48875E+12
MLCON000006232,2009,2.48937E+12
MLCON000006233,2009,2.35492E+12
MLCON000006692,2009,2.13562E+11
MLCON000006693,2009,2.06178E+11
MLCON000006694,2009,1.97794E+11
MLCON000006695,2009,1.89097E+11
MLCON000006696,2009,1.7929E+11
MLCON000006697,2009,1.72816E+11
MLCON000006698,2009,1.67271E+11
MLCON000006699,2009,1.61705E+11
MLCON000006700,2009,1.59021E+11
MLCON000006701,2009,1.54675E+11
MLCON000006702,2009,1.51448E+11
MLCON000006703,2009,1.49912E+11
MLCON000006704,2009,1.49309E+11
MLCON000006705,2009,1.43513E+11
MLCON000006706,2009,1.39105E+11
MLCON000006707,2009,1.32193E+11
MLCON000006708,2009,1.25631E+11
MLCON000006709,2009,1.18702E+11
MLCON000006710,2009,1.13959E+11
MLCON000006711,2009,1.1061E+11
MLCON000006712,2009,1.09116E+11
MLCON000006713,2009,1.06237E+11
MLCON000006714,2009,1.03523E+11
MLCON000006715,2009,1.00713E+11
MLCON000006716,2009,96759000000
MLCON000007684,2009,1.29791E+12
MLCON000007685,2009,1.27111E+12
MLCON000007686,2009,1.25065E+12
MLCON000007687,2009,1.18257E+12
MLCON000007688,2009,1.12839E+12
MLCON000007689,2009,1.07411E+12
MLCON000007690,2009,1.04154E+12
MLCON000007691,2009,9.67728E+11
MLCON000007692,2009,9.32517E+11
MLCON000007693,2009,8.46953E+11
MLCON000007694,2009,7.77225E+11
MLCON000007695,2009,7.88898E+11
MLCON000007696,2009,7.82134E+11
MLCON000007697,2009,7.40794E+11
MLCON000007698,2009,7.07111E+11
MLCON000007699,2009,6.68079E+11
MLCON000007700,2009,6.12699E+11
MLCON000007701,2009,5.74268E+11
MLCON000007702,2009,5.50673E+11
MLCON000007703,2009,5.8253E+11
MLCON000007704,2009,5.57286E+11
MLCON000007705,2009,5.54338E+11
MLCON000007874,2009,1.50782E+13
MLCON000007876,2009,1.4771E+13
MLCON000007878,2009,1.44085E+13
MLCON000007880,2009,1.39408E+13
MLCON000007882,2009,1.36347E+13
MLCON000007884,2009,1.35228E+13
MLCON000007886,2009,1.33971E+13
MLCON000007888,2009,1.32756E+13
MLCON000007890,2009,1.30894E+13
MLCON000007892,2009,1.31193E+13
MLCON000007894,2009,1.30843E+13
MLCON000007896,2009,1.28142E+13
MLCON000007898,2009,1.24744E+13
MLCON000007900,2009,1.21045E+13
MLCON000007902,2009,1.17131E+13
MLCON000007904,2009,1.13796E+13
MLCON000007906,2009,1.10699E+13
MLCON000007908,2009,1.07796E+13
MLCON000007910,2009,1.03205E+13
MLCON000007912,2009,9.84644E+12
MLCON000007914,2009,9.40557E+12
MLCON000007916,2009,9.09518E+12
MLCON000007918,2009,8.83843E+12
MLCON000007920,2009,8.1268E+12
MLCON000007921,2009,7.8723E+12
MLCON000007922,2009,7.6605E+12
MLCON000007923,2009,7.4306E+12
MLCON000007924,2009,7.3908E+12
MLCON000007925,2009,7.2318E+12
MLCON000007926,2009,7.024E+12
MLCON000007927,2009,6.7696E+12
MLCON000007928,2009,6.566E+12
MLCON000007929,2009,6.2958E+12
MLCON000007930,2009,5.9851E+12
MLCON000007931,2009,5.7273E+12
MLCON000007932,2009,5.4469E+12
MLCON000007933,2009,5.3598E+12
MLCON000007934,2009,5.2798E+12
MLCON000007935,2009,5.2761E+12
MLCON000007936,2009,5.1696E+12
MLCON000007937,2009,4.9773E+12
MLCON000007938,2009,4.8002E+12
MLCON000007939,2009,4.6005E+12
MLCON000007940,2009,4.496E+12
MLCON000007941,2009,4.5032E+12
MLCON000007942,2009,4.3453E+12
MLCON000007943,2009,4.1469E+12
MLCON000007944,2009,4.028E+12
MLCON000010205,2009,5.04931E+12
MLCON000010206,2009,4.79217E+12
MLCON000010207,2009,4.50738E+12
MLCON000010208,2009,4.3007E+12
MLCON000010209,2009,4.0619E+12
MLCON000010210,2009,3.84203E+12
MLCON000010211,2009,3.64686E+12
MLCON000010212,2009,3.44407E+12
MLCON000010213,2009,3.29403E+12
MLCON000010214,2009,3.1043E+12
MLCON000010215,2009,2.86369E+12
MLCON000010216,2009,2.77202E+12
MLCON000010217,2009,2.7656E+12
MLCON000010218,2009,2.58828E+12
MLCON000010677,2009,2.59833E+11
MLCON000010678,2009,2.62838E+11
MLCON000010679,2009,2.57566E+11
MLCON000010680,2009,2.47336E+11
MLCON000010681,2009,2.36903E+11
MLCON000010682,2009,2.2824E+11
MLCON000010683,2009,2.18546E+11
MLCON000010684,2009,2.10804E+11
MLCON000010685,2009,2.06507E+11
MLCON000010686,2009,2.01268E+11
MLCON000010687,2009,1.96063E+11
MLCON000010688,2009,1.94306E+11
MLCON000010689,2009,1.90383E+11
MLCON000010690,2009,1.93633E+11
MLCON000010691,2009,1.86505E+11
MLCON000010692,2009,1.81946E+11
MLCON000010693,2009,1.76059E+11
MLCON000010694,2009,1.70494E+11
MLCON000010695,2009,1.63066E+11
MLCON000010696,2009,1.55214E+11
MLCON000010697,2009,1.49488E+11
MLCON000010698,2009,1.46168E+11
MLCON000010699,2009,1.38943E+11
MLCON000010700,2009,1.37474E+11
MLCON000010701,2009,1.33475E+11
MLCON000010702,2009,1.2915E+11
MLCON000011672,2009,1.80336E+12
MLCON000011673,2009,1.77223E+12
MLCON000011674,2009,1.75614E+12
MLCON000011675,2009,1.70567E+12
MLCON000011676,2009,1.58664E+12
MLCON000011677,2009,1.53561E+12
MLCON000011678,2009,1.44753E+12
MLCON000011679,2009,1.37939E+12
MLCON000011680,2009,1.2715E+12
MLCON000011681,2009,1.21339E+12
MLCON000011682,2009,1.09118E+12
MLCON000011683,2009,1.00637E+12
MLCON000011684,2009,1.05737E+12
MLCON000011685,2009,1.04882E+12
MLCON000011686,2009,9.98465E+11
MLCON000011687,2009,9.33599E+11
MLCON000011688,2009,8.56573E+11
MLCON000011689,2009,7.8015E+11
MLCON000011690,2009,7.37639E+11
MLCON000011691,2009,6.92959E+11
MLCON000011692,2009,7.35235E+11
MLCON000011693,2009,6.87564E+11
MLCON000011694,2009,7.10757E+11
MLCON000011695,2009,6.89441E+11
MLCON000011696,2009,6.41168E+11
MLCON000011697,2009,5.99193E+11
MLCON000011866,2009,1.85664E+13
MLCON000011868,2009,1.80507E+13
MLCON000011870,2009,1.76592E+13
MLCON000011872,2009,1.73867E+13
MLCON000011874,2009,1.68998E+13
MLCON000011876,2009,1.64954E+13
MLCON000011878,2009,1.6197E+13
MLCON000011880,2009,1.58407E+13
MLCON000011882,2009,1.55988E+13
MLCON000011884,2009,1.52088E+13
MLCON000011886,2009,1.56047E+13
MLCON000011888,2009,1.5626E+13
MLCON000011890,2009,1.53383E+13
MLCON000011892,2009,1.49125E+13
MLCON000011894,2009,1.44064E+13
MLCON000011896,2009,1.38791E+13
MLCON000011898,2009,1.34931E+13
MLCON000011900,2009,1.32621E+13
MLCON000011902,2009,1.3131E+13
MLCON000011904,2009,1.26105E+13
MLCON000011906,2009,1.20383E+13
MLCON000011908,2009,1.15219E+13
MLCON000011910,2009,1.10314E+13
MLCON000011912,2009,1.06303E+13
MLCON000011914,2009,9.8947E+12
MLCON000011915,2009,9.5108E+12
MLCON000011916,2009,9.2567E+12
MLCON000011917,2009,8.9389E+12
MLCON000011918,2009,8.9454E+12
MLCON000011919,2009,8.777E+12
MLCON000011920,2009,8.4654E+12
MLCON000011921,2009,8.1239E+12
MLCON000011922,2009,7.8521E+12
MLCON000011923,2009,7.5857E+12
MLCON000011924,2009,7.2772E+12
MLCON000011925,2009,6.7847E+12
MLCON000011926,2009,6.4843E+12
MLCON000011927,2009,6.6106E+12
MLCON000011928,2009,6.4434E+12
MLCON000011929,2009,6.4592E+12
MLCON000011930,2009,6.2604E+12
MLCON000011931,2009,5.9306E+12
MLCON000011932,2009,5.6693E+12
MLCON000011933,2009,5.3795E+12
MLCON000011934,2009,5.3902E+12
MLCON000011935,2009,5.4182E+12
MLCON000011936,2009,5.1288E+12
MLCON000011937,2009,4.873E+12
MLCON000011938,2009,4.7177E+12
MLCON000014155,2009,9.12375E+11
MLCON000014156,2009,8.90521E+11
MLCON000014157,2009,8.86835E+11
MLCON000014158,2009,7.97035E+11
MLCON000014159,2009,8.34133E+11
MLCON000014160,2009,7.94356E+11
MLCON000014161,2009,7.16598E+11
MLCON000014162,2009,7.2112E+11
MLCON000014163,2009,6.56281E+11
MLCON000014164,2009,6.14032E+11
MLCON000014165,2009,5.53626E+11
MLCON000014166,2009,4.98345E+11
MLCON000014167,2009,4.36623E+11
MLCON000014168,2009,4.03688E+11
MLCON000014612,2009,64013000000
MLCON000014613,2009,64816000000
MLCON000014614,2009,61690000000
MLCON000014615,2009,56888000000
MLCON000014616,2009,55189000000
MLCON000014617,2009,53960000000
MLCON000014618,2009,49752000000
MLCON000014619,2009,46163000000
MLCON000014620,2009,44526000000
MLCON000014621,2009,41199000000
MLCON000014622,2009,38347000000
MLCON000014623,2009,44219000000
MLCON000014624,2009,48349000000
MLCON000014625,2009,43358000000
MLCON000014626,2009,45825000000
MLCON000014627,2009,44035000000
MLCON000014628,2009,40371000000
MLCON000014629,2009,35343000000
MLCON000014630,2009,33003000000
MLCON000014631,2009,30484000000
MLCON000014632,2009,30910000000
MLCON000014633,2009,26778000000
MLCON000014634,2009,28115000000
MLCON000014635,2009,27900000000
MLCON000014636,2009,27070000000
MLCON000015742,2009,3.80349E+12
MLCON000015744,2009,3.65726E+12
MLCON000015746,2009,3.69154E+12
MLCON000015748,2009,3.53556E+12
MLCON000015750,2009,3.39409E+12
MLCON000015752,2009,3.24279E+12
MLCON000015754,2009,3.01198E+12
MLCON000015756,2009,2.89007E+12
MLCON000015758,2009,2.61646E+12
MLCON000015760,2009,3.13708E+12
MLCON000015762,2009,3.34493E+12
MLCON000015764,2009,3.39999E+12
MLCON000015766,2009,3.29913E+12
MLCON000015768,2009,3.1239E+12
MLCON000015770,2009,2.8972E+12
MLCON000015772,2009,2.78225E+12
MLCON000015774,2009,2.76917E+12
MLCON000015776,2009,2.88432E+12
MLCON000015778,2009,2.71855E+12
MLCON000015780,2009,2.51831E+12
MLCON000015782,2009,2.3176E+12
MLCON000015784,2009,2.11688E+12
MLCON000015786,2009,1.96751E+12
MLCON000015788,2009,1.9142E+12
MLCON000015789,2009,1.7555E+12
MLCON000015790,2009,1.6657E+12
MLCON000015791,2009,1.5782E+12
MLCON000015792,2009,1.666E+12
MLCON000015793,2009,1.6832E+12
MLCON000015794,2009,1.6242E+12
MLCON000015795,2009,1.5965E+12
MLCON000015796,2009,1.5423E+12
MLCON000015797,2009,1.5154E+12
MLCON000015798,2009,1.4798E+12
MLCON000015799,2009,1.1955E+12
MLCON000015800,2009,1.0996E+12
MLCON000015801,2009,1.2296E+12
MLCON000015802,2009,1.1518E+12
MLCON000015803,2009,1.2478E+12
MLCON000015804,2009,1.2016E+12
MLCON000015805,2009,1.0855E+12
MLCON000015806,2009,9.78E+11
MLCON000015807,2009,8.511E+11
MLCON000015808,2009,9.723E+11
MLCON000015809,2009,1.0214E+12
MLCON000015810,2009,9.374E+11
MLCON000015811,2009,8.694E+11
MLCON000015812,2009,8.245E+11
MLCON000018055,2009,1.33144E+12
MLCON000018056,2009,1.35893E+12
MLCON000018057,2009,1.32603E+12
MLCON000018058,2009,1.22108E+12
MLCON000018059,2009,1.2642E+12
MLCON000018060,2009,1.24956E+12
MLCON000018061,2009,1.12988E+12
MLCON000018062,2009,1.1371E+12
MLCON000018063,2009,1.08224E+12
MLCON000018064,2009,9.54537E+11
MLCON000018065,2009,8.82904E+11
MLCON000018066,2009,8.1488E+11
MLCON000018067,2009,7.22772E+11
MLCON000018068,2009,6.92272E+11
MLCON000018527,2009,86943000000
MLCON000018528,2009,86052000000
MLCON000018529,2009,82791000000
MLCON000018530,2009,77211000000
MLCON000018531,2009,73400000000
MLCON000018532,2009,71768000000
MLCON000018533,2009,66811000000
MLCON000018534,2009,61789000000
MLCON000018535,2009,60980000000
MLCON000018536,2009,57219000000
MLCON000018537,2009,51320000000
MLCON000018538,2009,56619000000
MLCON000018539,2009,58470000000
MLCON000018540,2009,52892000000
MLCON000018541,2009,53791000000
MLCON000018542,2009,51293000000
MLCON000018543,2009,45246000000
MLCON000018544,2009,39982000000
MLCON000018545,2009,37242000000
MLCON000018546,2009,35716000000
MLCON000018547,2009,35321000000
MLCON000018548,2009,32332000000
MLCON000018549,2009,31348000000
MLCON000018550,2009,31058000000
MLCON000018551,2009,29210000000
MLCON000019532,2009,3.9548E+11
MLCON000019533,2009,3.68081E+11
MLCON000019534,2009,3.88805E+11
MLCON000019535,2009,4.15287E+11
MLCON000019536,2009,3.75366E+11
MLCON000019537,2009,3.64447E+11
MLCON000019538,2009,3.62049E+11
MLCON000019539,2009,3.60969E+11
MLCON000019540,2009,3.25429E+11
MLCON000019541,2009,3.23429E+11
MLCON000019542,2009,2.81297E+11
MLCON000019543,2009,2.35661E+11
MLCON000019544,2009,2.76149E+11
MLCON000019545,2009,2.83988E+11
MLCON000019546,2009,2.59015E+11
MLCON000019547,2009,2.4153E+11
MLCON000019548,2009,2.15379E+11
MLCON000019549,2009,1.77659E+11
MLCON000019550,2009,1.44146E+11
MLCON000019551,2009,1.19001E+11
MLCON000019552,2009,1.56643E+11
MLCON000019553,2009,1.28702E+11
MLCON000019554,2009,1.33243E+11
MLCON000019555,2009,1.30204E+11
MLCON000019556,2009,1.06343E+11
MLCON000019557,2009,88233634000
MLCON000019726,2009,3.30874E+12
MLCON000019728,2009,3.16437E+12
MLCON000019730,2009,3.10545E+12
MLCON000019732,2009,2.94475E+12
MLCON000019734,2009,2.80245E+12
MLCON000019736,2009,2.75985E+12
MLCON000019738,2009,2.68712E+12
MLCON000019740,2009,2.54376E+12
MLCON000019742,2009,2.24858E+12
MLCON000019744,2009,2.58705E+12
MLCON000019746,2009,2.64597E+12
MLCON000019748,2009,2.58149E+12
MLCON000019750,2009,2.42096E+12
MLCON000019752,2009,2.27259E+12
MLCON000019754,2009,2.04005E+12
MLCON000019756,2009,1.94443E+12
MLCON000019758,2009,1.8762E+12
MLCON000019760,2009,1.9303E+12
MLCON000019762,2009,1.70997E+12
MLCON000019764,2009,1.53638E+12
MLCON000019766,2009,1.37559E+12
MLCON000019768,2009,1.21233E+12
MLCON000019770,2009,1.11533E+12
MLCON000019772,2009,9.395E+11
MLCON000019773,2009,8.393E+11
MLCON000019774,2009,7.725E+11
MLCON000019775,2009,7.219E+11
MLCON000019776,2009,7.23E+11
MLCON000019777,2009,6.98E+11
MLCON000019778,2009,6.686E+11
MLCON000019779,2009,6.433E+11
MLCON000019780,2009,6.073E+11
MLCON000019781,2009,5.595E+11
MLCON000019782,2009,5.254E+11
MLCON000019783,2009,4.226E+11
MLCON000019784,2009,3.752E+11
MLCON000019785,2009,3.8E+11
MLCON000019786,2009,3.703E+11
MLCON000019787,2009,3.966E+11
MLCON000019788,2009,3.901E+11
MLCON000019789,2009,3.59E+11
MLCON000019790,2009,3.236E+11
MLCON000019791,2009,2.707E+11
MLCON000019792,2009,3.046E+11
MLCON000019793,2009,3.116E+11
MLCON000019794,2009,2.978E+11
MLCON000019795,2009,2.677E+11
MLCON000019796,2009,2.541E+11
MLCON000000094,2010,3.11E+11
MLCON000000103,2010,2.97E+11
MLCON000000112,2010,2.97E+11
MLCON000000121,2010,2.82E+11
MLCON000000130,2010,2.78E+11
MLCON000000139,2010,2.68E+11
MLCON000000148,2010,2.57E+11
MLCON000000157,2010,2.51E+11
MLCON000000166,2010,2.42E+11
MLCON000000175,2010,2.39E+11
MLCON000000184,2010,2.39E+11
MLCON000000193,2010,2.41E+11
MLCON000000202,2010,2.22E+11
MLCON000000211,2010,2.03E+11
MLCON000000220,2010,1.99E+11
MLCON000000229,2010,1.90E+11
MLCON000000238,2010,1.71E+11
MLCON000000247,2010,1.56E+11
MLCON000000249,2010,1.49E+11
MLCON000000251,2010,1.36E+11
MLCON000000253,2010,1.27E+11
MLCON000000255,2010,1.16E+11
MLCON000000257,2010,1.04E+11
MLCON000000259,2010,99544200000
MLCON000000261,2010,98513000000
MLCON000000263,2010,90836600000
MLCON000000265,2010,82560300000
MLCON000000267,2010,79550100000
MLCON000000269,2010,68911100000
MLCON000000271,2010,64025400000
MLCON000000273,2010,63693900000
MLCON000000275,2010,62224800000
MLCON000000277,2010,65399600000
MLCON000000279,2010,61083200000
MLCON000000281,2010,57035900000
MLCON000000283,2010,55779500000
MLCON000000285,2010,52060300000
MLCON000000287,2010,50102700000
MLCON000000289,2010,45638200000
MLCON000000291,2010,48574300000
MLCON000000308,2010,1.96E+11
MLCON000000310,2010,1.88E+11
MLCON000000312,2010,1.79E+11
MLCON000000314,2010,1.75E+11
MLCON000000316,2010,1.69E+11
MLCON000000318,2010,1.64E+11
MLCON000000320,2010,1.63E+11
MLCON000000322,2010,1.61E+11
MLCON000000324,2010,1.52E+11
MLCON000000326,2010,1.34E+11
MLCON000000328,2010,1.57E+11
MLCON000000330,2010,1.53E+11
MLCON000000332,2010,1.42E+11
MLCON000000334,2010,1.32E+11
MLCON000000336,2010,1.24E+11
MLCON000000338,2010,1.14E+11
MLCON000000340,2010,1.14E+11
MLCON000000342,2010,1.09E+11
MLCON000000344,2010,1.03E+11
MLCON000000346,2010,90760480000
MLCON000000348,2010,85273990000
MLCON000000350,2010,79066120000
MLCON000000352,2010,71212890000
MLCON000000354,2010,68056110000
MLCON000000509,2010,11837043273
MLCON000000510,2010,10303755966
MLCON000000511,2010,9747672214
MLCON000000512,2010,10297094636
MLCON000000513,2010,10495587050
MLCON000000514,2010,11655142223
MLCON000000515,2010,11666540098
MLCON000000516,2010,12368775268
MLCON000000517,2010,12220525374
MLCON000000518,2010,12598456000
MLCON000000519,2010,55817900000
MLCON000000520,2010,62941800000
MLCON000000521,2010,60596700000
MLCON000000522,2010,59593500000
MLCON000000523,2010,56330000000
MLCON000000524,2010,51861500000
MLCON000000525,2010,48720000000
MLCON000000526,2010,47244700000
MLCON000000527,2010,43095900000
MLCON000000528,2010,42237900000
MLCON000000529,2010,37519400000
MLCON000000530,2010,33787200000
MLCON000000531,2010,38270800000
MLCON000000532,2010,37345500000
MLCON000000533,2010,31219400000
MLCON000000534,2010,28997300000
MLCON000000535,2010,26582000000
MLCON000000536,2010,21349600000
MLCON000000537,2010,20053700000
MLCON000000538,2010,18421900000
MLCON000000539,2010,18200800000
MLCON000000540,2010,21971200000
MLCON000000541,2010,26704000000
MLCON000000542,2010,32316900000
MLCON000000543,2010,30175400000
MLCON000000544,2010,23220400000
MLCON000000709,2010,4.09E+12
MLCON000000717,2010,4.04E+12
MLCON000000725,2010,3.89E+12
MLCON000000733,2010,3.33E+12
MLCON000000741,2010,3.71E+12
MLCON000000749,2010,3.61E+12
MLCON000000757,2010,3.33E+12
MLCON000000765,2010,3.05E+12
MLCON000000773,2010,2.76E+12
MLCON000000781,2010,2.39E+12
MLCON000000789,2010,2.12E+12
MLCON000000797,2010,1.95E+12
MLCON000000805,2010,1.98E+12
MLCON000000813,2010,1.71E+12
MLCON000000821,2010,1.64E+12
MLCON000000829,2010,1.73E+12
MLCON000000837,2010,1.62E+12
MLCON000000845,2010,1.54E+12
MLCON000000853,2010,1.40E+12
MLCON000000861,2010,1.28E+12
MLCON000000869,2010,1.13E+12
MLCON000000877,2010,9.62E+11
MLCON000000885,2010,8.36E+11
MLCON000000893,2010,7.71E+11
MLCON000000901,2010,7.08E+11
MLCON000000909,2010,5.76E+11
MLCON000000917,2010,4.45E+11
MLCON000000925,2010,3.88E+11
MLCON000000933,2010,3.67E+11
MLCON000000941,2010,3.09E+11
MLCON000000949,2010,2.75E+11
MLCON000000957,2010,2.77E+11
MLCON000000965,2010,2.44E+11
MLCON000000973,2010,2.15E+11
