Metric_id,Country or Area,M49 code,ISO-alpha3 code,Year_id,Year,Value_id,Value,category,Gender,Value_Type,Metric_Type,Is_Currency,Age_Group,Start_Age,End_Age
T000000001,Australia,36,AUS,2019,01/01/2019,1,416563.5328,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000002,Australia,36,AUS,2018,01/01/2018,2,415339.7085,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000003,Australia,36,AUS,2017,01/01/2017,3,414597.8181,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000004,Australia,36,AUS,2016,01/01/2016,4,410968.5195,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000005,Australia,36,AUS,2015,01/01/2015,5,401499.3057,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000006,Australia,36,AUS,2014,01/01/2014,6,393952.9802,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000007,Australia,36,AUS,2013,01/01/2013,7,397888.4484,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000008,Australia,36,AUS,2012,01/01/2012,8,406152.0115,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000009,Australia,36,AUS,2011,01/01/2011,9,403830.2011,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000010,Australia,36,AUS,2010,01/01/2010,10,405106.1656,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000011,Australia,36,AUS,2009,01/01/2009,11,407067.3419,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000012,Australia,36,AUS,2008,01/01/2008,12,404233.1517,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000013,Australia,36,AUS,2007,01/01/2007,13,399626.1952,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000014,Australia,36,AUS,2006,01/01/2006,14,392385.8713,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000015,Australia,36,AUS,2005,01/01/2005,15,386155.0335,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000016,Australia,36,AUS,2004,01/01/2004,16,382821.9799,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000017,Australia,36,AUS,2003,01/01/2003,17,369279.9808,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000018,Australia,36,AUS,2002,01/01/2002,18,361540.4463,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000019,Australia,36,AUS,2001,01/01/2001,19,357131.9339,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000020,Australia,36,AUS,2000,01/01/2000,20,349635.0606,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000021,Australia,36,AUS,1999,01/01/1999,21,343488.2175,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000022,Australia,36,AUS,1998,01/01/1998,22,334074.4518,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000023,Australia,36,AUS,1997,01/01/1997,23,320282.2131,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000024,Australia,36,AUS,1996,01/01/1996,24,311885.7174,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000025,Australia,36,AUS,1995,01/01/1995,25,305002.5879,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000026,Australia,36,AUS,1994,01/01/1994,26,293696.1536,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000027,Australia,36,AUS,1993,01/01/1993,27,288871.3497,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000028,Australia,36,AUS,1992,01/01/1992,28,284524.9587,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000029,Australia,36,AUS,1991,01/01/1991,29,279529.9316,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000030,Australia,36,AUS,1990,01/01/1990,30,278155.4039,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000031,Austria,40,AUT,2019,01/01/2019,31,67962.41562,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000032,Austria,40,AUT,2018,01/01/2018,32,66565.40834,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000033,Austria,40,AUT,2017,01/01/2017,33,69598.85362,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000034,Austria,40,AUT,2016,01/01/2016,34,67215.45666,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000035,Austria,40,AUT,2015,01/01/2015,35,66351.61894,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000036,Austria,40,AUT,2014,01/01/2014,36,64160.93737,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000037,Austria,40,AUT,2013,01/01/2013,37,67758.60622,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000038,Austria,40,AUT,2012,01/01/2012,38,67263.27372,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000039,Austria,40,AUT,2011,01/01/2011,39,69888.73867,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000040,Austria,40,AUT,2010,01/01/2010,40,72000.28958,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000041,Austria,40,AUT,2009,01/01/2009,41,67290.76025,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000042,Austria,40,AUT,2008,01/01/2008,42,73472.26694,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000043,Austria,40,AUT,2007,01/01/2007,43,74096.97318,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000044,Austria,40,AUT,2006,01/01/2006,44,76796.49115,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000045,Austria,40,AUT,2005,01/01/2005,45,79067.96122,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000046,Austria,40,AUT,2004,01/01/2004,46,77667.97035,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000047,Austria,40,AUT,2003,01/01/2003,47,77450.503,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000048,Austria,40,AUT,2002,01/01/2002,48,71942.9597,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000049,Austria,40,AUT,2001,01/01/2001,49,70138.68787,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000050,Austria,40,AUT,2000,01/01/2000,50,66138.78958,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000051,Austria,40,AUT,1999,01/01/1999,51,65639.8805,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000052,Austria,40,AUT,1998,01/01/1998,52,66886.98561,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000053,Austria,40,AUT,1997,01/01/1997,53,67252.09679,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000054,Austria,40,AUT,1996,01/01/1996,54,67355.34296,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000055,Austria,40,AUT,1995,01/01/1995,55,64011.23056,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000056,Austria,40,AUT,1994,01/01/1994,56,61034.43724,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000057,Austria,40,AUT,1993,01/01/1993,57,60660.78079,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000058,Austria,40,AUT,1992,01/01/1992,58,60236.45598,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000059,Austria,40,AUT,1991,01/01/1991,59,65738.19178,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000060,Austria,40,AUT,1990,01/01/1990,60,62140.06267,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000061,Belarus,112,BLR,2019,01/01/2019,61,61022.45526,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000062,Belarus,112,BLR,2018,01/01/2018,62,60961.75982,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000063,Belarus,112,BLR,2017,01/01/2017,63,60115.68932,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000064,Belarus,112,BLR,2016,01/01/2016,64,59851.41712,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000065,Belarus,112,BLR,2015,01/01/2015,65,58037.50222,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000066,Belarus,112,BLR,2014,01/01/2014,66,62608.7744,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000067,Belarus,112,BLR,2013,01/01/2013,67,63237.29978,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000068,Belarus,112,BLR,2012,01/01/2012,68,62674.22093,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000069,Belarus,112,BLR,2011,01/01/2011,69,61628.92064,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000070,Belarus,112,BLR,2010,01/01/2010,70,62774.83785,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000071,Belarus,112,BLR,2009,01/01/2009,71,61044.57892,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000072,Belarus,112,BLR,2008,01/01/2008,72,65439.25329,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000073,Belarus,112,BLR,2007,01/01/2007,73,63302.92594,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000074,Belarus,112,BLR,2006,01/01/2006,74,63934.08523,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000075,Belarus,112,BLR,2005,01/01/2005,75,61126.61643,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000076,Belarus,112,BLR,2004,01/01/2004,76,59800.55623,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000077,Belarus,112,BLR,2003,01/01/2003,77,56105.03223,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000078,Belarus,112,BLR,2002,01/01/2002,78,54583.38814,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000079,Belarus,112,BLR,2001,01/01/2001,79,54770.37088,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000080,Belarus,112,BLR,2000,01/01/2000,80,54706.2379,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000081,Belarus,112,BLR,1999,01/01/1999,81,54902.27071,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000082,Belarus,112,BLR,1998,01/01/1998,82,57396.42562,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000083,Belarus,112,BLR,1997,01/01/1997,83,58919.63796,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000084,Belarus,112,BLR,1996,01/01/1996,84,58376.63239,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000085,Belarus,112,BLR,1995,01/01/1995,85,57507.95587,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000086,Belarus,112,BLR,1994,01/01/1994,86,62505.1133,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000087,Belarus,112,BLR,1993,01/01/1993,87,76555.04104,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000088,Belarus,112,BLR,1992,01/01/1992,88,88858.78048,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000089,Belarus,112,BLR,1991,01/01/1991,89,96780.43496,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000090,Belarus,112,BLR,1990,01/01/1990,90,103757.5488,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000091,Belgium,56,BEL,2019,01/01/2019,91,99745.78183,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000092,Belgium,56,BEL,2018,01/01/2018,92,100227.1689,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000093,Belgium,56,BEL,2017,01/01/2017,93,99448.1353,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000094,Belgium,56,BEL,2016,01/01/2016,94,99872.13838,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000095,Belgium,56,BEL,2015,01/01/2015,95,101055.5139,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000096,Belgium,56,BEL,2014,01/01/2014,96,96867.69226,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000097,Belgium,56,BEL,2013,01/01/2013,97,102652.4548,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000098,Belgium,56,BEL,2012,01/01/2012,98,102385.92,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000099,Belgium,56,BEL,2011,01/01/2011,99,105025.6784,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000100,Belgium,56,BEL,2010,01/01/2010,100,114543.6967,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000101,Belgium,56,BEL,2009,01/01/2009,101,107711.7671,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000102,Belgium,56,BEL,2008,01/01/2008,102,120181.2462,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000103,Belgium,56,BEL,2007,01/01/2007,103,120479.5451,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000104,Belgium,56,BEL,2006,01/01/2006,104,123883.9883,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000105,Belgium,56,BEL,2005,01/01/2005,105,125640.8006,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000106,Belgium,56,BEL,2004,01/01/2004,106,128780.7681,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000107,Belgium,56,BEL,2003,01/01/2003,107,128250.3386,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000108,Belgium,56,BEL,2002,01/01/2002,108,126864.5278,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000109,Belgium,56,BEL,2001,01/01/2001,109,126065.433,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000110,Belgium,56,BEL,2000,01/01/2000,110,126720.2414,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000111,Belgium,56,BEL,1999,01/01/1999,111,124700.661,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000112,Belgium,56,BEL,1998,01/01/1998,112,130209.0289,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000113,Belgium,56,BEL,1997,01/01/1997,113,123983.4805,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000114,Belgium,56,BEL,1996,01/01/1996,114,129480.0029,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000115,Belgium,56,BEL,1995,01/01/1995,115,125941.7184,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000116,Belgium,56,BEL,1994,01/01/1994,116,124807.7557,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000117,Belgium,56,BEL,1993,01/01/1993,117,121438.7801,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000118,Belgium,56,BEL,1992,01/01/1992,118,122504.8841,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000119,Belgium,56,BEL,1991,01/01/1991,119,123378.4181,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000120,Belgium,56,BEL,1990,01/01/1990,120,120307.9107,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000121,Bulgaria,100,BGR,2019,01/01/2019,121,42222.5192,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000122,Bulgaria,100,BGR,2018,01/01/2018,122,43637.52895,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000123,Bulgaria,100,BGR,2017,01/01/2017,123,47582.29403,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000124,Bulgaria,100,BGR,2016,01/01/2016,124,45502.39799,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000125,Bulgaria,100,BGR,2015,01/01/2015,125,48275.61926,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000126,Bulgaria,100,BGR,2014,01/01/2014,126,45216.88485,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000127,Bulgaria,100,BGR,2013,01/01/2013,127,42680.42926,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000128,Bulgaria,100,BGR,2012,01/01/2012,128,48340.67671,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000129,Bulgaria,100,BGR,2011,01/01/2011,129,53176.4245,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000130,Bulgaria,100,BGR,2010,01/01/2010,130,47860.74576,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000131,Bulgaria,100,BGR,2009,01/01/2009,131,45814.69835,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000132,Bulgaria,100,BGR,2008,01/01/2008,132,54079.06331,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000133,Bulgaria,100,BGR,2007,01/01/2007,133,55740.35945,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000134,Bulgaria,100,BGR,2006,01/01/2006,134,51894.23738,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000135,Bulgaria,100,BGR,2005,01/01/2005,135,50656.28662,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000136,Bulgaria,100,BGR,2004,01/01/2004,136,49585.12069,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000137,Bulgaria,100,BGR,2003,01/01/2003,137,50533.4389,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000138,Bulgaria,100,BGR,2002,01/01/2002,138,46156.42077,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000139,Bulgaria,100,BGR,2001,01/01/2001,139,48981.9243,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000140,Bulgaria,100,BGR,2000,01/01/2000,140,45465.68716,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000141,Bulgaria,100,BGR,1999,01/01/1999,141,46380.1434,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000142,Bulgaria,100,BGR,1998,01/01/1998,142,53174.88124,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000143,Bulgaria,100,BGR,1997,01/01/1997,143,55856.05043,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000144,Bulgaria,100,BGR,1996,01/01/1996,144,58500.87026,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000145,Bulgaria,100,BGR,1995,01/01/1995,145,57950.32615,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000146,Bulgaria,100,BGR,1994,01/01/1994,146,56403.94483,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000147,Bulgaria,100,BGR,1993,01/01/1993,147,58425.94281,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000148,Bulgaria,100,BGR,1992,01/01/1992,148,57365.19337,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000149,Bulgaria,100,BGR,1991,01/01/1991,149,61517.28446,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000150,Bulgaria,100,BGR,1990,01/01/1990,150,76698.69815,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000151,Canada,124,CAN,2019,01/01/2019,151,582389.6081,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000152,Canada,124,CAN,2018,01/01/2018,152,579470.3721,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000153,Canada,124,CAN,2017,01/01/2017,153,569360.4362,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000154,Canada,124,CAN,2016,01/01/2016,154,559566.9623,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000155,Canada,124,CAN,2015,01/01/2015,155,573061.3759,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000156,Canada,124,CAN,2014,01/01/2014,156,570563.4165,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000157,Canada,124,CAN,2013,01/01/2013,157,573698.7366,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000158,Canada,124,CAN,2012,01/01/2012,158,569262.7314,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000159,Canada,124,CAN,2011,01/01/2011,159,569870.1978,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000160,Canada,124,CAN,2010,01/01/2010,160,558804.0074,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000161,Canada,124,CAN,2009,01/01/2009,161,546610.4409,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000162,Canada,124,CAN,2008,01/01/2008,162,579367.1393,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000163,Canada,124,CAN,2007,01/01/2007,163,594665.3664,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000164,Canada,124,CAN,2006,01/01/2006,164,571409.7634,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000165,Canada,124,CAN,2005,01/01/2005,165,575852.4108,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000166,Canada,124,CAN,2004,01/01/2004,166,580758.7687,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000167,Canada,124,CAN,2003,01/01/2003,167,582343.5856,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000168,Canada,124,CAN,2002,01/01/2002,168,564669.1736,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000169,Canada,124,CAN,2001,01/01/2001,169,559042.1648,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000170,Canada,124,CAN,2000,01/01/2000,170,566552.294,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000171,Canada,124,CAN,1999,01/01/1999,171,543729.9985,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000172,Canada,124,CAN,1998,01/01/1998,172,528987.1039,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000173,Canada,124,CAN,1997,01/01/1997,173,521278.4464,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000174,Canada,124,CAN,1996,01/01/1996,174,506999.6203,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000175,Canada,124,CAN,1995,01/01/1995,175,490951.3802,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000176,Canada,124,CAN,1994,01/01/1994,176,478267.0705,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000177,Canada,124,CAN,1993,01/01/1993,177,463993.3034,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000178,Canada,124,CAN,1992,01/01/1992,178,463521.0375,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000179,Canada,124,CAN,1991,01/01/1991,179,449699.1732,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000180,Canada,124,CAN,1990,01/01/1990,180,458007.4077,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000181,Croatia,191,HRV,2019,01/01/2019,181,17778.83774,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000182,Croatia,191,HRV,2018,01/01/2018,182,17698.21509,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000183,Croatia,191,HRV,2017,01/01/2017,183,18718.06321,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000184,Croatia,191,HRV,2016,01/01/2016,184,18083.05691,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000185,Croatia,191,HRV,2015,01/01/2015,185,17817.23327,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000186,Croatia,191,HRV,2014,01/01/2014,186,17682.21557,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000187,Croatia,191,HRV,2013,01/01/2013,187,18435.62668,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000188,Croatia,191,HRV,2012,01/01/2012,188,19088.54386,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000189,Croatia,191,HRV,2011,01/01/2011,189,20651.98823,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000190,Croatia,191,HRV,2010,01/01/2010,190,21019.20109,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000191,Croatia,191,HRV,2009,01/01/2009,191,21808.54878,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000192,Croatia,191,HRV,2008,01/01/2008,192,23598.66871,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000193,Croatia,191,HRV,2007,01/01/2007,193,24866.34253,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000194,Croatia,191,HRV,2006,01/01/2006,194,23554.15767,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000195,Croatia,191,HRV,2005,01/01/2005,195,23345.54379,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000196,Croatia,191,HRV,2004,01/01/2004,196,22891.54703,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000197,Croatia,191,HRV,2003,01/01/2003,197,23214.31436,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000198,Croatia,191,HRV,2002,01/01/2002,198,21887.75795,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000199,Croatia,191,HRV,2001,01/01/2001,199,20783.24934,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000200,Croatia,191,HRV,2000,01/01/2000,200,19660.56501,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000201,Croatia,191,HRV,1999,01/01/1999,201,20022.95031,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000202,Croatia,191,HRV,1998,01/01/1998,202,19011.85046,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000203,Croatia,191,HRV,1997,01/01/1997,203,18557.19813,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000204,Croatia,191,HRV,1996,01/01/1996,204,17344.00599,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000205,Croatia,191,HRV,1995,01/01/1995,205,16816.44891,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000206,Croatia,191,HRV,1994,01/01/1994,206,16052.77658,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000207,Croatia,191,HRV,1993,01/01/1993,207,16807.97857,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000208,Croatia,191,HRV,1992,01/01/1992,208,16371.4315,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000209,Croatia,191,HRV,1991,01/01/1991,209,16986.18948,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000210,Croatia,191,HRV,1990,01/01/1990,210,22977.72572,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000211,Cyprus,196,CYP,2019,01/01/2019,211,7339.882161,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000212,Cyprus,196,CYP,2018,01/01/2018,212,7340.345899,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000213,Cyprus,196,CYP,2017,01/01/2017,213,7523.104064,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000214,Cyprus,196,CYP,2016,01/01/2016,214,7373.017542,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000215,Cyprus,196,CYP,2015,01/01/2015,215,6970.371373,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000216,Cyprus,196,CYP,2014,01/01/2014,216,6949.659018,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000217,Cyprus,196,CYP,2013,01/01/2013,217,6581.495279,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000218,Cyprus,196,CYP,2012,01/01/2012,218,7261.685653,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000219,Cyprus,196,CYP,2011,01/01/2011,219,7786.008556,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000220,Cyprus,196,CYP,2010,01/01/2010,220,8099.603769,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000221,Cyprus,196,CYP,2009,01/01/2009,221,8468.573299,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000222,Cyprus,196,CYP,2008,01/01/2008,222,8714.141158,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000223,Cyprus,196,CYP,2007,01/01/2007,223,8501.640325,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000224,Cyprus,196,CYP,2006,01/01/2006,224,8182.560575,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000225,Cyprus,196,CYP,2005,01/01/2005,225,7954.994239,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000226,Cyprus,196,CYP,2004,01/01/2004,226,7800.745042,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000227,Cyprus,196,CYP,2003,01/01/2003,227,7574.15812,CO2,None,Absolute,CO2,No,Not Specified,0,130
T000000228,Cyprus,196,CYP,2002,01/01/2002,228,7183.618855,CO2,None,Absolute,CO2,No,Not Specified,0,130
