Metric_id,Country or Area,M49 code,ISO-alpha3 code,Year_id,Year,Value_id,Value,category,Gender,Value_Type,Metric_Type,Is_Currency,Age_Group,Start_Age,End_Age
T000001616,France,250,FRA,2003,01/01/2003,1646,10585.16838,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001617,France,250,FRA,2002,01/01/2002,1647,9298.013413,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001618,France,250,FRA,2001,01/01/2001,1648,8094.60484,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001619,France,250,FRA,2000,01/01/2000,1649,6849.100016,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001620,France,250,FRA,1999,01/01/1999,1650,5682.431422,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001621,France,250,FRA,1998,01/01/1998,1651,4438.163338,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001622,France,250,FRA,1997,01/01/1997,1652,4086.52548,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001623,France,250,FRA,1996,01/01/1996,1653,3199.739261,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001624,France,250,FRA,1995,01/01/1995,1654,1818.707305,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001625,France,250,FRA,1994,01/01/1994,1655,1874.510607,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001626,France,250,FRA,1993,01/01/1993,1656,2912.895449,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001627,France,250,FRA,1992,01/01/1992,1657,4418.011354,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001628,France,250,FRA,1991,01/01/1991,1658,5124.376818,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001629,France,250,FRA,1990,01/01/1990,1659,4402.199943,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001630,Germany,276,DEU,2019,01/01/2019,1660,9611.811246,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001631,Germany,276,DEU,2018,01/01/2018,1661,10250.79739,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001632,Germany,276,DEU,2017,01/01/2017,1662,11175.74911,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001633,Germany,276,DEU,2016,01/01/2016,1663,11346.72234,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001634,Germany,276,DEU,2015,01/01/2015,1664,11377.71911,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001635,Germany,276,DEU,2014,01/01/2014,1665,11129.39287,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001636,Germany,276,DEU,2013,01/01/2013,1666,10979.93012,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001637,Germany,276,DEU,2012,01/01/2012,1667,10975.41467,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001638,Germany,276,DEU,2011,01/01/2011,1668,10786.31463,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001639,Germany,276,DEU,2010,01/01/2010,1669,10339.22293,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001640,Germany,276,DEU,2009,01/01/2009,1670,10031.48539,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001641,Germany,276,DEU,2008,01/01/2008,1671,9768.97189,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001642,Germany,276,DEU,2007,01/01/2007,1672,9805.142329,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001643,Germany,276,DEU,2006,01/01/2006,1673,9379.145564,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001644,Germany,276,DEU,2005,01/01/2005,1674,9009.547771,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001645,Germany,276,DEU,2004,01/01/2004,1675,8754.561511,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001646,Germany,276,DEU,2003,01/01/2003,1676,8303.514682,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001647,Germany,276,DEU,2002,01/01/2002,1677,8093.330203,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001648,Germany,276,DEU,2001,01/01/2001,1678,7456.575111,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001649,Germany,276,DEU,2000,01/01/2000,1679,6031.99117,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001650,Germany,276,DEU,1999,01/01/1999,1680,5200.825112,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001651,Germany,276,DEU,1998,01/01/1998,1681,4868.84223,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001652,Germany,276,DEU,1997,01/01/1997,1682,4157.372503,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001653,Germany,276,DEU,1996,01/01/1996,1683,3407.620115,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001654,Germany,276,DEU,1995,01/01/1995,1684,2614.282649,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001655,Germany,276,DEU,1994,01/01/1994,1685,2687.862682,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001656,Germany,276,DEU,1993,01/01/1993,1686,2495.766912,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001657,Germany,276,DEU,1992,01/01/1992,1687,287.5644591,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001658,Germany,276,DEU,1991,01/01/1991,1688,45.92200626,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001659,Germany,276,DEU,1990,01/01/1990,1689,50.32,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001660,Greece,300,GRC,2019,01/01/2019,1690,5447.168557,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001661,Greece,300,GRC,2018,01/01/2018,1691,5907.581964,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001662,Greece,300,GRC,2017,01/01/2017,1692,6177.932472,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001663,Greece,300,GRC,2016,01/01/2016,1693,6223.861869,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001664,Greece,300,GRC,2015,01/01/2015,1694,5999.844554,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001665,Greece,300,GRC,2014,01/01/2014,1695,5842.95097,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001666,Greece,300,GRC,2013,01/01/2013,1696,5741.476278,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001667,Greece,300,GRC,2012,01/01/2012,1697,5153.931052,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001668,Greece,300,GRC,2011,01/01/2011,1698,4747.224222,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001669,Greece,300,GRC,2010,01/01/2010,1699,4467.764123,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001670,Greece,300,GRC,2009,01/01/2009,1700,4036.015193,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001671,Greece,300,GRC,2008,01/01/2008,1701,3712.345592,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001672,Greece,300,GRC,2007,01/01/2007,1702,3246.633197,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001673,Greece,300,GRC,2006,01/01/2006,1703,2723.627927,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001674,Greece,300,GRC,2005,01/01/2005,1704,5078.025696,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001675,Greece,300,GRC,2004,01/01/2004,1705,4928.26925,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001676,Greece,300,GRC,2003,01/01/2003,1706,4733.64897,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001677,Greece,300,GRC,2002,01/01/2002,1707,5090.333007,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001678,Greece,300,GRC,2001,01/01/2001,1708,4781.51816,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001679,Greece,300,GRC,2000,01/01/2000,1709,5261.862319,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001680,Greece,300,GRC,1999,01/01/1999,1710,6721.129677,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001681,Greece,300,GRC,1998,01/01/1998,1711,5767.514295,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001682,Greece,300,GRC,1997,01/01/1997,1712,5166.488028,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001683,Greece,300,GRC,1996,01/01/1996,1713,4820.165372,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001684,Greece,300,GRC,1995,01/01/1995,1714,4157.37597,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001685,Greece,300,GRC,1994,01/01/1994,1715,2712.112463,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001686,Greece,300,GRC,1993,01/01/1993,1716,2032.439153,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001687,Greece,300,GRC,1992,01/01/1992,1717,1149.072,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001688,Greece,300,GRC,1991,01/01/1991,1718,1400.08,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001689,Greece,300,GRC,1990,01/01/1990,1719,1182.816,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001690,Hungary,348,HUN,2019,01/01/2019,1720,2133.83284,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001691,Hungary,348,HUN,2018,01/01/2018,1721,2033.05209,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001692,Hungary,348,HUN,2017,01/01/2017,1722,1951.542593,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001693,Hungary,348,HUN,2016,01/01/2016,1723,1887.88709,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001694,Hungary,348,HUN,2015,01/01/2015,1724,1821.30816,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001695,Hungary,348,HUN,2014,01/01/2014,1725,1829.359877,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001696,Hungary,348,HUN,2013,01/01/2013,1726,1552.027183,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001697,Hungary,348,HUN,2012,01/01/2012,1727,1458.61377,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001698,Hungary,348,HUN,2011,01/01/2011,1728,1387.326841,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001699,Hungary,348,HUN,2010,01/01/2010,1729,1249.52414,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001700,Hungary,348,HUN,2009,01/01/2009,1730,1167.963434,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001701,Hungary,348,HUN,2008,01/01/2008,1731,1113.085216,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001702,Hungary,348,HUN,2007,01/01/2007,1732,992.7713468,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001703,Hungary,348,HUN,2006,01/01/2006,1733,895.7842602,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001704,Hungary,348,HUN,2005,01/01/2005,1734,753.8460526,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001705,Hungary,348,HUN,2004,01/01/2004,1735,591.3326009,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001706,Hungary,348,HUN,2003,01/01/2003,1736,454.8379111,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001707,Hungary,348,HUN,2002,01/01/2002,1737,329.1394428,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001708,Hungary,348,HUN,2001,01/01/2001,1738,242.596623,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001709,Hungary,348,HUN,2000,01/01/2000,1739,203.8567573,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001710,Hungary,348,HUN,1999,01/01/1999,1740,163.4878843,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001711,Hungary,348,HUN,1998,01/01/1998,1741,90.52937761,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001712,Hungary,348,HUN,1997,01/01/1997,1742,66.0678066,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001713,Hungary,348,HUN,1996,01/01/1996,1743,42.06979192,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001714,Hungary,348,HUN,1995,01/01/1995,1744,36.05181684,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001715,Hungary,348,HUN,1994,01/01/1994,1745,30.73469731,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001716,Hungary,348,HUN,1993,01/01/1993,1746,26.27752755,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001717,Hungary,348,HUN,1992,01/01/1992,1747,25.51581596,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001718,Hungary,348,HUN,1991,01/01/1991,1748,15.13576442,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001719,Hungary,348,HUN,1990,01/01/1990,1749,0.002368006,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001720,Iceland,352,ISL,2019,01/01/2019,1750,207.2744313,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001721,Iceland,352,ISL,2018,01/01/2018,1751,163.4467848,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001722,Iceland,352,ISL,2017,01/01/2017,1752,188.8776737,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001723,Iceland,352,ISL,2016,01/01/2016,1753,203.8632453,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001724,Iceland,352,ISL,2015,01/01/2015,1754,179.6530032,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001725,Iceland,352,ISL,2014,01/01/2014,1755,169.5953872,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001726,Iceland,352,ISL,2013,01/01/2013,1756,163.3765014,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001727,Iceland,352,ISL,2012,01/01/2012,1757,140.7431013,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001728,Iceland,352,ISL,2011,01/01/2011,1758,130.4555636,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001729,Iceland,352,ISL,2010,01/01/2010,1759,105.106281,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001730,Iceland,352,ISL,2009,01/01/2009,1760,73.11496659,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001731,Iceland,352,ISL,2008,01/01/2008,1761,60.43457295,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001732,Iceland,352,ISL,2007,01/01/2007,1762,50.84930412,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001733,Iceland,352,ISL,2006,01/01/2006,1763,57.38968457,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001734,Iceland,352,ISL,2005,01/01/2005,1764,55.55759024,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001735,Iceland,352,ISL,2004,01/01/2004,1765,51.46130624,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001736,Iceland,352,ISL,2003,01/01/2003,1766,46.55141761,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001737,Iceland,352,ISL,2002,01/01/2002,1767,49.31845353,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001738,Iceland,352,ISL,2001,01/01/2001,1768,41.10078439,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001739,Iceland,352,ISL,2000,01/01/2000,1769,43.96197749,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001740,Iceland,352,ISL,1999,01/01/1999,1770,37.97797067,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001741,Iceland,352,ISL,1998,01/01/1998,1771,26.31494858,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001742,Iceland,352,ISL,1997,01/01/1997,1772,16.88695916,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001743,Iceland,352,ISL,1996,01/01/1996,1773,10.65062275,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001744,Iceland,352,ISL,1995,01/01/1995,1774,3.429686142,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001745,Iceland,352,ISL,1994,01/01/1994,1775,2.029498269,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001746,Iceland,352,ISL,1993,01/01/1993,1776,1.57854454,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001747,Iceland,352,ISL,1992,01/01/1992,1777,0.702552393,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001748,Iceland,352,ISL,1991,01/01/1991,1778,0.693548298,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001749,Iceland,352,ISL,1990,01/01/1990,1779,0.344146612,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001750,Ireland,372,IRL,2019,01/01/2019,1780,818.4687937,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001751,Ireland,372,IRL,2018,01/01/2018,1781,845.5108371,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001752,Ireland,372,IRL,2017,01/01/2017,1782,1158.651285,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001753,Ireland,372,IRL,2016,01/01/2016,1783,1242.926771,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001754,Ireland,372,IRL,2015,01/01/2015,1784,1169.494631,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001755,Ireland,372,IRL,2014,01/01/2014,1785,1190.002878,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001756,Ireland,372,IRL,2013,01/01/2013,1786,1106.323358,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001757,Ireland,372,IRL,2012,01/01/2012,1787,1074.95095,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001758,Ireland,372,IRL,2011,01/01/2011,1788,1084.269149,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001759,Ireland,372,IRL,2010,01/01/2010,1789,1048.138615,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001760,Ireland,372,IRL,2009,01/01/2009,1790,1028.459314,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001761,Ireland,372,IRL,2008,01/01/2008,1791,996.3800952,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001762,Ireland,372,IRL,2007,01/01/2007,1792,906.2561489,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001763,Ireland,372,IRL,2006,01/01/2006,1793,899.8137941,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001764,Ireland,372,IRL,2005,01/01/2005,1794,855.5398197,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001765,Ireland,372,IRL,2004,01/01/2004,1795,680.3650221,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001766,Ireland,372,IRL,2003,01/01/2003,1796,542.5642391,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001767,Ireland,372,IRL,2002,01/01/2002,1797,392.1663112,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001768,Ireland,372,IRL,2001,01/01/2001,1798,314.6819601,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001769,Ireland,372,IRL,2000,01/01/2000,1799,269.9700977,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001770,Ireland,372,IRL,1999,01/01/1999,1800,209.2704504,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001771,Ireland,372,IRL,1998,01/01/1998,1801,201.1532986,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001772,Ireland,372,IRL,1997,01/01/1997,1802,158.4772057,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001773,Ireland,372,IRL,1996,01/01/1996,1803,90.72339525,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001774,Ireland,372,IRL,1995,01/01/1995,1804,45.22982213,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001775,Ireland,372,IRL,1994,01/01/1994,1805,28.98802756,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001776,Ireland,372,IRL,1993,01/01/1993,1806,14.40635647,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001777,Ireland,372,IRL,1992,01/01/1992,1807,0.93536,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001778,Ireland,372,IRL,1991,01/01/1991,1808,0.76368,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001779,Ireland,372,IRL,1990,01/01/1990,1809,0.592,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001780,Italy,380,ITA,2019,01/01/2019,1810,16800.52412,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001781,Italy,380,ITA,2018,01/01/2018,1811,16445.45892,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001782,Italy,380,ITA,2017,01/01/2017,1812,16320.83331,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001783,Italy,380,ITA,2016,01/01/2016,1813,15941.17015,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001784,Italy,380,ITA,2015,01/01/2015,1814,15387.24135,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001785,Italy,380,ITA,2014,01/01/2014,1815,14918.10084,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001786,Italy,380,ITA,2013,01/01/2013,1816,14269.21663,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001787,Italy,380,ITA,2012,01/01/2012,1817,13596.64978,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001788,Italy,380,ITA,2011,01/01/2011,1818,12970.07836,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001789,Italy,380,ITA,2010,01/01/2010,1819,12053.95074,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001790,Italy,380,ITA,2009,01/01/2009,1820,11204.57582,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001791,Italy,380,ITA,2008,01/01/2008,1821,10397.59389,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001792,Italy,380,ITA,2007,01/01/2007,1822,9451.756281,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001793,Italy,380,ITA,2006,01/01/2006,1823,8740.050758,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001794,Italy,380,ITA,2005,01/01/2005,1824,7616.982119,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001795,Italy,380,ITA,2004,01/01/2004,1825,6458.863021,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001796,Italy,380,ITA,2003,01/01/2003,1826,5224.316628,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001797,Italy,380,ITA,2002,01/01/2002,1827,4208.939276,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001798,Italy,380,ITA,2001,01/01/2001,1828,3284.116496,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001799,Italy,380,ITA,2000,01/01/2000,1829,2488.952362,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001800,Italy,380,ITA,1999,01/01/1999,1830,1988.670332,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001801,Italy,380,ITA,1998,01/01/1998,1831,1525.701842,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001802,Italy,380,ITA,1997,01/01/1997,1832,1004.121303,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001803,Italy,380,ITA,1996,01/01/1996,1833,668.4154773,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001804,Italy,380,ITA,1995,01/01/1995,1834,926.652551,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001805,Italy,380,ITA,1994,01/01/1994,1835,664.0649803,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001806,Italy,380,ITA,1993,01/01/1993,1836,494.0985369,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001807,Italy,380,ITA,1992,01/01/1992,1837,471.9051344,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001808,Italy,380,ITA,1991,01/01/1991,1838,449.2973511,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001809,Italy,380,ITA,1990,01/01/1990,1839,444,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001810,Japan,392,JPN,2019,01/01/2019,1840,49715.18104,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001811,Japan,392,JPN,2018,01/01/2018,1841,47043.03983,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001812,Japan,392,JPN,2017,01/01/2017,1842,44954.20829,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001813,Japan,392,JPN,2016,01/01/2016,1843,42641.95175,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001814,Japan,392,JPN,2015,01/01/2015,1844,39280.54535,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001815,Japan,392,JPN,2014,01/01/2014,1845,35801.15194,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001816,Japan,392,JPN,2013,01/01/2013,1846,32120.72387,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001817,Japan,392,JPN,2012,01/01/2012,1847,29376.67278,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001818,Japan,392,JPN,2011,01/01/2011,1848,26118.6773,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001819,Japan,392,JPN,2010,01/01/2010,1849,23326.50886,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001820,Japan,392,JPN,2009,01/01/2009,1850,20942.66312,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001821,Japan,392,JPN,2008,01/01/2008,1851,19299.39876,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001822,Japan,392,JPN,2007,01/01/2007,1852,16715.61229,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001823,Japan,392,JPN,2006,01/01/2006,1853,14631.31908,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001824,Japan,392,JPN,2005,01/01/2005,1854,12783.61622,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001825,Japan,392,JPN,2004,01/01/2004,1855,12421.06932,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001826,Japan,392,JPN,2003,01/01/2003,1856,16227.34967,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001827,Japan,392,JPN,2002,01/01/2002,1857,16234.17558,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001828,Japan,392,JPN,2001,01/01/2001,1858,19460.87769,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001829,Japan,392,JPN,2000,01/01/2000,1859,22850.63267,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001830,Japan,392,JPN,1999,01/01/1999,1860,24367.37951,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001831,Japan,392,JPN,1998,01/01/1998,1861,23741.69311,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001832,Japan,392,JPN,1997,01/01/1997,1862,24436.42717,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001833,Japan,392,JPN,1996,01/01/1996,1863,24597.76625,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001834,Japan,392,JPN,1995,01/01/1995,1864,25212.86171,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
T000001835,Japan,392,JPN,1994,01/01/1994,1865,21051.64242,HFCs,None,Absolute,HFCs,No,Not Specified,0,130
