Uniq ID,Year,From Currency,To Currency,Average,Inv Avg
CURR_21772,2012,CNY,AMD,63.69068,0.015700884
CURR_21773,2011,CNY,AMD,57.639119,0.017349328
CURR_21774,2010,CNY,AMD,55.120337,0.018142124
CURR_21775,2009,CNY,AMD,53.071205,0.01884261
CURR_21776,2008,CNY,AMD,43.94234,0.022757095
CURR_21777,2007,CNY,AMD,47.419487,0.021088377
CURR_21778,2006,CNY,AMD,55.169136,0.018126077
CURR_21779,2005,CNY,AMD,55.423836,0.018042779
CURR_21780,2004,CNY,AMD,64.755563,0.015442689
CURR_21781,2003,CNY,AMD,67.801575,0.01474892
CURR_21782,2002,CNY,AMD,68.431232,0.014613211
CURR_21783,2001,CNY,AMD,69.522219,0.014383891
CURR_21784,2000,CNY,AMD,71.168723,0.014051116
CURR_21785,1999,CNY,AMD,70.918795,0.014100634
CURR_21786,1998,CNY,AMD,60.222903,0.016604978
CURR_21787,1997,CNY,AMD,65.629042,0.015237157
CURR_21788,1996,CNY,AMD,51.411209,0.019451011
CURR_21789,1995,CNY,AMD,45.626162,0.02191725
CURR_21790,1994,CNY,AMD,31.396599,0.031850584
CURR_21791,1993,CNY,AMD,1.629708,0.613606855
CURR_21792,2021,CNY,ANG,0.277573,3.602655878
CURR_21793,2020,CNY,ANG,0.2596,3.852080123
CURR_21794,2019,CNY,ANG,0.259114,3.859305171
CURR_21795,2018,CNY,ANG,0.270859,3.691957808
CURR_21796,2017,CNY,ANG,0.264937,3.774482235
CURR_21797,2016,CNY,ANG,0.269505,3.710506299
CURR_21798,2015,CNY,ANG,0.284843,3.510705898
CURR_21799,2014,CNY,ANG,0.290555,3.441689181
CURR_21800,2013,CNY,ANG,0.291171,3.43440796
CURR_21801,2012,CNY,ANG,0.28372,3.52460172
CURR_21802,2011,CNY,ANG,0.277038,3.609613122
CURR_21803,2010,CNY,ANG,0.264518,3.780461065
CURR_21804,2009,CNY,ANG,0.262051,3.816051074
CURR_21805,2008,CNY,ANG,0.257711,3.880315547
