Gender,Year,Year_Date_Time,Count,EventID,Country_code,Crime_type,Country,Region,Subregion,Region Code,Subregion Code,Value_Type,Metric_Type,Is_Currency,Age_Group,Start_Age,End_Age
Male,2011,01/01/2011,42,J000001022,850,Homicide,United States Virgin Islands,Americas,Latin America and the Caribbean,19,419,Absolute,Homicide,No,Not Specified,0,130
Male,2011,01/01/2011,158,J000001023,858,Homicide,Uruguay,Americas,Latin America and the Caribbean,19,419,Absolute,Homicide,No,Not Specified,0,130
Male,2011,01/01/2011,13293,J000001024,862,Homicide,Venezuela (Bolivarian Republic of),Americas,Latin America and the Caribbean,19,419,Absolute,Homicide,No,Not Specified,0,130
Male,2011,01/01/2011,8,J000001025,344,Homicide,China- Hong Kong SAR,Asia,Eastern Asia,142,30,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,131,J000001026,8,Homicide,Albania,Europe,Southern Europe,150,39,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,195,J000001027,12,Homicide,Algeria,Africa,Northern Africa,2,15,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,0,J000001028,20,Homicide,Andorra,Europe,Southern Europe,150,39,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,144,J000001029,31,Homicide,Azerbaijan,Asia,Western Asia,142,145,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,160,J000001030,36,Homicide,Australia,Oceania,Australia and New Zealand,9,53,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,41,J000001031,40,Homicide,Austria,Europe,Western Europe,150,155,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,101,J000001032,44,Homicide,Bahamas,Americas,Latin America and the Caribbean,19,419,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,6,J000001033,48,Homicide,Bahrain,Asia,Western Asia,142,145,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,46,J000001034,51,Homicide,Armenia,Asia,Western Asia,142,145,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,20,J000001035,52,Homicide,Barbados,Americas,Latin America and the Caribbean,19,419,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,127,J000001036,56,Homicide,Belgium,Europe,Western Europe,150,155,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,6,J000001037,60,Homicide,Bermuda,Americas,Northern America,19,21,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,39,J000001038,70,Homicide,Bosnia and Herzegovina,Europe,Southern Europe,150,39,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,51544,J000001039,76,Homicide,Brazil,Americas,Latin America and the Caribbean,19,419,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,131,J000001040,84,Homicide,Belize,Americas,Latin America and the Caribbean,19,419,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,104,J000001041,100,Homicide,Bulgaria,Europe,Eastern Europe,150,151,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,1195,J000001042,104,Homicide,Myanmar,Asia,South-eastern Asia,142,35,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,214,J000001043,112,Homicide,Belarus,Europe,Eastern Europe,150,151,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,391,J000001044,124,Homicide,Canada,Americas,Northern America,19,21,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,45,J000001045,132,Homicide,Cabo Verde,Africa,Sub-Saharan Africa,2,202,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,505,J000001046,144,Homicide,Sri Lanka,Asia,Southern Asia,142,34,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,397,J000001047,152,Homicide,Chile,Americas,Latin America and the Caribbean,19,419,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,15053,J000001048,170,Homicide,Colombia,Americas,Latin America and the Caribbean,19,419,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,357,J000001049,188,Homicide,Costa Rica,Americas,Latin America and the Caribbean,19,419,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,33,J000001050,191,Homicide,Croatia,Europe,Southern Europe,150,39,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,483,J000001051,192,Homicide,Cuba,Americas,Latin America and the Caribbean,19,419,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,17,J000001052,196,Homicide,Cyprus,Asia,Western Asia,142,145,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,57,J000001053,203,Homicide,Czechia,Europe,Eastern Europe,150,151,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,31,J000001054,208,Homicide,Denmark,Europe,Northern Europe,150,154,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,2067,J000001055,214,Homicide,Dominican Republic,Americas,Latin America and the Caribbean,19,419,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,1690,J000001056,218,Homicide,Ecuador,Americas,Latin America and the Caribbean,19,419,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,2272,J000001057,222,Homicide,El Salvador,Americas,Latin America and the Caribbean,19,419,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,46,J000001058,233,Homicide,Estonia,Europe,Northern Europe,150,154,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,13,J000001059,242,Homicide,Fiji,Oceania,Melanesia,9,54,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,48,J000001060,246,Homicide,Finland,Europe,Northern Europe,150,154,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,22,J000001061,275,Homicide,State of Palestine,Asia,Western Asia,142,145,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,363,J000001062,276,Homicide,Germany,Europe,Western Europe,150,155,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,127,J000001063,300,Homicide,Greece,Europe,Southern Europe,150,39,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,9,J000001064,308,Homicide,Grenada,Americas,Latin America and the Caribbean,19,419,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,4582,J000001065,320,Homicide,Guatemala,Americas,Latin America and the Caribbean,19,419,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,112,J000001066,328,Homicide,Guyana,Americas,Latin America and the Caribbean,19,419,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,0,J000001067,336,Homicide,Holy See,Europe,Southern Europe,150,39,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,6566,J000001068,340,Homicide,Honduras,Americas,Latin America and the Caribbean,19,419,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,66,J000001069,348,Homicide,Hungary,Europe,Eastern Europe,150,151,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,0,J000001070,352,Homicide,Iceland,Europe,Northern Europe,150,154,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,29027,J000001071,356,Homicide,India,Asia,Southern Asia,142,34,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,39,J000001072,372,Homicide,Ireland,Europe,Northern Europe,150,154,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,104,J000001073,376,Homicide,Israel,Asia,Western Asia,142,145,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,367,J000001074,380,Homicide,Italy,Europe,Southern Europe,150,39,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,79,J000001075,383,Homicide,Kosovo under UNSCR 1244,Europe,Southern Europe,150,39,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,972,J000001076,388,Homicide,Jamaica,Americas,Latin America and the Caribbean,19,419,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,189,J000001077,392,Homicide,Japan,Asia,Eastern Asia,142,30,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,990,J000001078,398,Homicide,Kazakhstan,Asia,Central Asia,142,143,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,136,J000001079,400,Homicide,Jordan,Asia,Western Asia,142,145,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,216,J000001080,410,Homicide,Republic of Korea,Asia,Eastern Asia,142,30,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,51,J000001081,414,Homicide,Kuwait,Asia,Western Asia,142,145,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,33,J000001082,428,Homicide,Latvia,Europe,Northern Europe,150,154,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,0,J000001083,438,Homicide,Liechtenstein,Europe,Western Europe,150,155,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,149,J000001084,440,Homicide,Lithuania,Europe,Northern Europe,150,154,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,0,J000001085,442,Homicide,Luxembourg,Europe,Western Europe,150,155,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,3,J000001086,446,Homicide,China Macao SAR,Asia,Eastern Asia,142,30,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,9,J000001087,470,Homicide,Malta,Europe,Southern Europe,150,39,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,18,J000001088,480,Homicide,Mauritius,Africa,Sub-Saharan Africa,2,202,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,23179,J000001089,484,Homicide,Mexico,Americas,Latin America and the Caribbean,19,419,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,142,J000001090,496,Homicide,Mongolia,Asia,Eastern Asia,142,30,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,166,J000001091,498,Homicide,Republic of Moldova,Europe,Eastern Europe,150,151,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,14,J000001092,499,Homicide,Montenegro,Europe,Southern Europe,150,39,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,0,J000001093,500,Homicide,Montserrat,Americas,Latin America and the Caribbean,19,419,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,327,J000001094,504,Homicide,Morocco,Africa,Northern Africa,2,15,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,95,J000001095,528,Homicide,Netherlands,Europe,Western Europe,150,155,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,3,J000001096,533,Homicide,Aruba,Americas,Latin America and the Caribbean,19,419,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,20,J000001097,554,Homicide,New Zealand,Oceania,Australia and New Zealand,9,53,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,608,J000001098,558,Homicide,Nicaragua,Americas,Latin America and the Caribbean,19,419,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,18,J000001099,578,Homicide,Norway,Europe,Northern Europe,150,154,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,602,J000001100,591,Homicide,Panama,Americas,Latin America and the Caribbean,19,419,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,576,J000001101,600,Homicide,Paraguay,Americas,Latin America and the Caribbean,19,419,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,1650,J000001102,604,Homicide,Peru,Americas,Latin America and the Caribbean,19,419,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,7397,J000001103,608,Homicide,Philippines,Asia,South-eastern Asia,142,35,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,298,J000001104,616,Homicide,Poland,Europe,Eastern Europe,150,151,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,80,J000001105,620,Homicide,Portugal,Europe,Southern Europe,150,39,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,932,J000001106,630,Homicide,Puerto Rico,Americas,Latin America and the Caribbean,19,419,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,6,J000001107,634,Homicide,Qatar,Asia,Western Asia,142,145,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,129,J000001108,642,Homicide,Romania,Europe,Eastern Europe,150,151,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,128,J000001109,643,Homicide,Russian Federation,Europe,Eastern Europe,150,151,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,32,J000001110,662,Homicide,Saint Lucia,Americas,Latin America and the Caribbean,19,419,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,73,J000001111,688,Homicide,Serbia,Europe,Southern Europe,150,39,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,3,J000001112,690,Homicide,Seychelles,Africa,Sub-Saharan Africa,2,202,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,5,J000001113,702,Homicide,Singapore,Asia,South-eastern Asia,142,35,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,45,J000001114,703,Homicide,Slovakia,Europe,Eastern Europe,150,151,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,8,J000001115,705,Homicide,Slovenia,Europe,Southern Europe,150,39,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,239,J000001116,724,Homicide,Spain,Europe,Southern Europe,150,39,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,46,J000001117,752,Homicide,Sweden,Europe,Northern Europe,150,154,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,28,J000001118,756,Homicide,Switzerland,Europe,Western Europe,150,155,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,2848,J000001119,764,Homicide,Thailand,Asia,South-eastern Asia,142,35,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,0,J000001120,776,Homicide,Tonga,Oceania,Polynesia,9,61,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,335,J000001121,780,Homicide,Trinidad and Tobago,Americas,Latin America and the Caribbean,19,419,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,52,J000001122,784,Homicide,United Arab Emirates,Asia,Western Asia,142,145,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,2610,J000001123,792,Homicide,Turkey,Asia,Western Asia,142,145,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,3325,J000001124,800,Homicide,Uganda,Africa,Sub-Saharan Africa,2,202,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,18,J000001125,807,Homicide,North Macedonia,Europe,Southern Europe,150,39,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,1945,J000001126,818,Homicide,Egypt,Africa,Northern Africa,2,15,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,3571,J000001127,834,Homicide,United Republic of Tanzania,Africa,Sub-Saharan Africa,2,202,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,11555,J000001128,840,Homicide,United States of America,Americas,Northern America,19,21,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,50,J000001129,850,Homicide,United States Virgin Islands,Americas,Latin America and the Caribbean,19,419,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,229,J000001130,858,Homicide,Uruguay,Americas,Latin America and the Caribbean,19,419,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,15131,J000001131,862,Homicide,Venezuela (Bolivarian Republic of),Americas,Latin America and the Caribbean,19,419,Absolute,Homicide,No,Not Specified,0,130
Male,2012,01/01/2012,15,J000001132,344,Homicide,China- Hong Kong SAR,Asia,Eastern Asia,142,30,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,99,J000001133,8,Homicide,Albania,Europe,Southern Europe,150,39,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,170,J000001134,12,Homicide,Algeria,Africa,Northern Africa,2,15,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,0,J000001135,20,Homicide,Andorra,Europe,Southern Europe,150,39,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,151,J000001136,31,Homicide,Azerbaijan,Asia,Western Asia,142,145,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,151,J000001137,36,Homicide,Australia,Oceania,Australia and New Zealand,9,53,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,32,J000001138,40,Homicide,Austria,Europe,Western Europe,150,155,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,5,J000001139,48,Homicide,Bahrain,Asia,Western Asia,142,145,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,44,J000001140,51,Homicide,Armenia,Asia,Western Asia,142,145,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,17,J000001141,52,Homicide,Barbados,Americas,Latin America and the Caribbean,19,419,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,106,J000001142,56,Homicide,Belgium,Europe,Western Europe,150,155,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,5,J000001143,60,Homicide,Bermuda,Americas,Northern America,19,21,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,32,J000001144,70,Homicide,Bosnia and Herzegovina,Europe,Southern Europe,150,39,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,51937,J000001145,76,Homicide,Brazil,Americas,Latin America and the Caribbean,19,419,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,89,J000001146,84,Homicide,Belize,Americas,Latin America and the Caribbean,19,419,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,75,J000001147,100,Homicide,Bulgaria,Europe,Eastern Europe,150,151,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,1030,J000001148,104,Homicide,Myanmar,Asia,South-eastern Asia,142,35,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,423,J000001149,108,Homicide,Burundi,Africa,Sub-Saharan Africa,2,202,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,230,J000001150,112,Homicide,Belarus,Europe,Eastern Europe,150,151,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,358,J000001151,124,Homicide,Canada,Americas,Northern America,19,21,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,47,J000001152,132,Homicide,Cabo Verde,Africa,Sub-Saharan Africa,2,202,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,5,J000001153,136,Homicide,Cayman Islands,Americas,Latin America and the Caribbean,19,419,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,473,J000001154,144,Homicide,Sri Lanka,Asia,Southern Asia,142,34,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,448,J000001155,152,Homicide,Chile,Americas,Latin America and the Caribbean,19,419,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,14194,J000001156,170,Homicide,Colombia,Americas,Latin America and the Caribbean,19,419,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,375,J000001157,188,Homicide,Costa Rica,Americas,Latin America and the Caribbean,19,419,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,25,J000001158,191,Homicide,Croatia,Europe,Southern Europe,150,39,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,527,J000001159,192,Homicide,Cuba,Americas,Latin America and the Caribbean,19,419,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,9,J000001160,196,Homicide,Cyprus,Asia,Western Asia,142,145,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,39,J000001161,203,Homicide,Czechia,Europe,Eastern Europe,150,151,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,35,J000001162,208,Homicide,Denmark,Europe,Northern Europe,150,154,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,1472,J000001163,218,Homicide,Ecuador,Americas,Latin America and the Caribbean,19,419,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,2296,J000001164,222,Homicide,El Salvador,Americas,Latin America and the Caribbean,19,419,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,34,J000001165,233,Homicide,Estonia,Europe,Northern Europe,150,154,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,11,J000001166,242,Homicide,Fiji,Oceania,Melanesia,9,54,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,65,J000001167,246,Homicide,Finland,Europe,Northern Europe,150,154,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,354,J000001168,276,Homicide,Germany,Europe,Western Europe,150,155,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,103,J000001169,300,Homicide,Greece,Europe,Southern Europe,150,39,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,4,J000001170,308,Homicide,Grenada,Americas,Latin America and the Caribbean,19,419,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,4599,J000001171,320,Homicide,Guatemala,Americas,Latin America and the Caribbean,19,419,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,125,J000001172,328,Homicide,Guyana,Americas,Latin America and the Caribbean,19,419,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,969,J000001173,332,Homicide,Haiti,Americas,Latin America and the Caribbean,19,419,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,0,J000001174,336,Homicide,Holy See,Europe,Southern Europe,150,39,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,5941,J000001175,340,Homicide,Honduras,Americas,Latin America and the Caribbean,19,419,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,83,J000001176,348,Homicide,Hungary,Europe,Eastern Europe,150,151,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,1,J000001177,352,Homicide,Iceland,Europe,Northern Europe,150,154,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,27967,J000001178,356,Homicide,India,Asia,Southern Asia,142,34,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,1744,J000001179,364,Homicide,Iran (Islamic Republic of),Asia,Southern Asia,142,34,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,43,J000001180,372,Homicide,Ireland,Europe,Northern Europe,150,154,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,92,J000001181,376,Homicide,Israel,Asia,Western Asia,142,145,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,323,J000001182,380,Homicide,Italy,Europe,Southern Europe,150,39,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,37,J000001183,383,Homicide,Kosovo under UNSCR 1244,Europe,Southern Europe,150,39,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,1071,J000001184,388,Homicide,Jamaica,Americas,Latin America and the Caribbean,19,419,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,179,J000001185,392,Homicide,Japan,Asia,Eastern Asia,142,30,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,840,J000001186,398,Homicide,Kazakhstan,Asia,Central Asia,142,143,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,170,J000001187,410,Homicide,Republic of Korea,Asia,Eastern Asia,142,30,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,26,J000001188,428,Homicide,Latvia,Europe,Northern Europe,150,154,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,0,J000001189,438,Homicide,Liechtenstein,Europe,Western Europe,150,155,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,138,J000001190,440,Homicide,Lithuania,Europe,Northern Europe,150,154,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,0,J000001191,442,Homicide,Luxembourg,Europe,Western Europe,150,155,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,0,J000001192,446,Homicide,China Macao SAR,Asia,Eastern Asia,142,30,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,7,J000001193,470,Homicide,Malta,Europe,Southern Europe,150,39,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,24,J000001194,480,Homicide,Mauritius,Africa,Sub-Saharan Africa,2,202,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,20399,J000001195,484,Homicide,Mexico,Americas,Latin America and the Caribbean,19,419,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,0,J000001196,492,Homicide,Monaco,Europe,Western Europe,150,155,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,149,J000001197,496,Homicide,Mongolia,Asia,Eastern Asia,142,30,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,160,J000001198,498,Homicide,Republic of Moldova,Europe,Eastern Europe,150,151,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,9,J000001199,499,Homicide,Montenegro,Europe,Southern Europe,150,39,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,363,J000001200,504,Homicide,Morocco,Africa,Northern Africa,2,15,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,69,J000001201,528,Homicide,Netherlands,Europe,Western Europe,150,155,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,5,J000001202,533,Homicide,Aruba,Americas,Latin America and the Caribbean,19,419,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,34,J000001203,554,Homicide,New Zealand,Oceania,Australia and New Zealand,9,53,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,529,J000001204,558,Homicide,Nicaragua,Americas,Latin America and the Caribbean,19,419,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,26,J000001205,578,Homicide,Norway,Europe,Northern Europe,150,154,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,613,J000001206,591,Homicide,Panama,Americas,Latin America and the Caribbean,19,419,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,552,J000001207,600,Homicide,Paraguay,Americas,Latin America and the Caribbean,19,419,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,1702,J000001208,604,Homicide,Peru,Americas,Latin America and the Caribbean,19,419,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,219,J000001209,616,Homicide,Poland,Europe,Eastern Europe,150,151,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,92,J000001210,620,Homicide,Portugal,Europe,Southern Europe,150,39,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,871,J000001211,630,Homicide,Puerto Rico,Americas,Latin America and the Caribbean,19,419,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,8,J000001212,634,Homicide,Qatar,Asia,Western Asia,142,145,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,160,J000001213,642,Homicide,Romania,Europe,Eastern Europe,150,151,Absolute,Homicide,No,Not Specified,0,130
Male,2013,01/01/2013,12012,J000001214,643,Homicide,Russian Federation,Europe,Eastern Europe,150,151,Absolute,Homicide,No,Not Specified,0,130
