Metric_id,Country or Area,M49 code,ISO-alpha3 code,value_id,value,Year_id,Year,category,Gender,Value_Type,Metric_Type,Is_Currency,Age_Group,Start_Age,End_Age
B000000700,BRUNEI DARUSSALAM,96,BRN,896,840,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000701,BULGARIA,100,BGR,897,5104,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000702,CANADA,124,CAN,899,47147,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000703,CAYMAN ISLANDS,136,CYM,900,1549,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000704,CHAD,148,TCD,901,175,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000705,CHINA,156,CHN,903,89013,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000706,COLOMBIA,170,COL,904,788,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000707,COSTA RICA,188,CRI,906,1320,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000708,CROATIA,191,HRV,907,40129,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000709,CUBA,192,CUB,908,1775,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000710,CURA?AO,531,CUW,909,519,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000711,CYPRUS,196,CYP,910,2841,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000712,DOMINICA,212,DMA,912,276,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000713,DOMINICAN REPUBLIC,214,DOM,913,3090,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000714,ECUADOR,218,ECU,914,641,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000715,EGYPT,818,EGY,915,4648,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000716,EL SALVADOR,222,SLV,916,804,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000717,ERITREA,232,ERI,917,113,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000718,ESTONIA,233,EST,918,3230,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000719,ESWATINI,748,SWZ,919,1312,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000720,FIJI,242,FJI,920,446,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000721,FINLAND,246,FIN,921,4252,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000722,GABON,266,GAB,924,236,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000723,GEORGIA,268,GEO,926,302,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000724,GREECE,300,GRC,927,14678,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000725,GRENADA,308,GRD,928,277,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000726,GUADELOUPE,312,GLP,929,759,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000727,GUATEMALA,320,GTM,930,835,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000728,HAITI,332,HTI,932,499,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000729,HONDURAS,340,HND,933,672,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000730,HUNGARY,348,HUN,934,30679,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000731,ICELAND,352,ISL,935,329,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000732,INDIA,356,IND,936,2591,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000733,INDONESIA,360,IDN,937,5153,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000734,IRAQ,368,IRQ,938,127,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000735,ISRAEL,376,ISR,939,1219,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000736,ITALY,380,ITA,940,60960,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000737,JAMAICA,388,JAM,941,2117,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000738,JAPAN,392,JPN,942,4772,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000739,JORDAN,400,JOR,943,3034,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000740,KAZAKHSTAN,398,KAZ,944,2693,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000741,KENYA,404,KEN,945,994,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000742,KIRIBATI,296,KIR,946,14.5,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000743,KUWAIT,414,KWT,947,2072,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000744,KYRGYZSTAN,417,KGZ,948,199,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000745,LATVIA,428,LVA,949,2061,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000746,LESOTHO,426,LSO,950,295,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000747,LIBYA,434,LBY,951,953,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000748,LITHUANIA,440,LTU,952,4195,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000749,MALAYSIA,458,MYS,954,22995,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000750,MALTA,470,MLT,955,1439,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000751,MARTINIQUE,474,MTQ,957,663,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000752,MAURITIUS,480,MUS,958,675,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000753,MEXICO,484,MEX,959,100718,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000754,MONGOLIA,496,MNG,960,192,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000755,MONTSERRAT,500,MSR,961,15.6,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000756,MOROCCO,504,MAR,962,4596,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000757,MOZAMBIQUE,508,MOZ,963,404,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000758,NAMIBIA,516,NAM,964,700,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000759,NEW CALEDONIA,540,NCL,965,152,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000760,NEW ZEALAND,554,NZL,966,1909,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000761,NICARAGUA,558,NIC,967,584,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000762,NIGERIA,566,NGA,968,1753,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000763,NORTHERN MARIANA ISLANDS,580,MNP,970,444,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000764,NORWAY,578,NOR,971,5115,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000765,OMAN,512,OMN,972,1095,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000766,PANAMA,591,PAN,973,737,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000767,PARAGUAY,600,PRY,975,3550,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000768,POLAND,616,POL,977,61431,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000769,PORTUGAL,620,PRT,978,28150,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000770,PUERTO RICO,630,PRI,979,4908,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000771,ROMANIA,642,ROU,981,4938,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000772,RUSSIAN FEDERATION,643,RUS,982,21595,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000773,SAINT KITTS AND NEVIS,659,KNA,984,334,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000774,SAINT LUCIA,662,LCA,985,747,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000775,SAINT VINCENT AND THE GRENADINES,670,VCT,986,254,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000776,SAN MARINO,674,SMR,988,3036,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000777,SAO TOME AND PRINCIPE,678,STP,989,7.7,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000778,SEYCHELLES,690,SYC,992,138,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000779,SINGAPORE,702,SGP,994,7522,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000780,SINT MAARTEN (DUTCH PART),534,SXM,995,1271,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000781,SLOVENIA,705,SVN,997,61878,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000782,SOUTH AFRICA,710,ZAF,998,5908,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000783,SPAIN,724,ESP,999,75564,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000784,SRI LANKA,144,LKA,1000,397,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000785,SURINAME,740,SUR,1002,68,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000786,SWEDEN,752,SWE,1003,7432,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000787,SYRIAN ARAB REPUBLIC,760,SYR,1004,3671,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000788,TAJIKISTAN,762,TJK,1005,5.2,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000789,THAILAND,764,THA,1006,10751,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000790,TONGA,776,TON,1007,38,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000791,TRINIDAD AND TOBAGO,780,TTO,1008,468,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000792,TUNISIA,788,TUN,1009,5663,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000793,TURKEY,792,TUR,1010,11619,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000794,UKRAINE,804,UKR,1013,11877,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000795,United Kingdom of Great Britain and Northern Ireland,826,GBR,1014,22835,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000796,UNITED STATES OF AMERICA,840,USA,1015,70975,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000797,UNITED STATES VIRGIN ISLANDS,850,VIR,1016,2497,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000798,URUGUAY,858,URY,1017,2136,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000799,UZBEKISTAN,860,UZB,1018,345,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000800,VANUATU,548,VUT,1019,106,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000801,VIET NAM,704,VNM,1020,2330,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000802,ZIMBABWE,716,ZWE,1022,2217,2001,01/01/2001,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000803,ALBANIA,8,ALB,1023,470,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000804,ALGERIA,12,DZA,1024,988,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000805,ANDORRA,20,AND,1026,11507,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000806,ANGUILLA,660,AIA,1027,111,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000807,ANTIGUA AND BARBUDA,28,ATG,1028,528,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000808,ARUBA,533,ABW,1030,1225,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000809,AUSTRALIA,36,AUS,1031,4841,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000810,AZERBAIJAN,31,AZE,1032,834,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000811,BAHAMAS,44,BHS,1033,4406,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000812,BAHRAIN,48,BHR,1034,4831,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000813,BARBADOS,52,BRB,1035,1021,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000814,BELARUS,112,BLR,1036,1907,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000815,BELIZE,84,BLZ,1037,694,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000816,BENIN,204,BEN,1038,853,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000817,BERMUDA,60,BMU,1039,484,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000818,BOTSWANA,72,BWA,1040,1485,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000819,BRITISH VIRGIN ISLANDS,92,VGB,1041,544,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000820,BRUNEI DARUSSALAM,96,BRN,1042,891,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000821,BULGARIA,100,BGR,1043,5563,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000822,CANADA,124,CAN,1045,44896,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000823,CAYMAN ISLANDS,136,CYM,1046,1878,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000824,CHAD,148,TCD,1047,149,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000825,CHINA,156,CHN,1049,97908,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000826,COLOMBIA,170,COL,1050,661,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000827,COSTA RICA,188,CRI,1052,1335,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000828,CROATIA,191,HRV,1053,41737,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000829,CUBA,192,CUB,1054,1686,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000830,CURA?AO,531,CUW,1055,545,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000831,CYPRUS,196,CYP,1056,2495,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000832,DOMINICA,212,DMA,1058,208,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000833,DOMINICAN REPUBLIC,214,DOM,1059,3058,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000834,ECUADOR,218,ECU,1060,683,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000835,EGYPT,818,EGY,1061,5192,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000836,EL SALVADOR,222,SLV,1062,885,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000837,ERITREA,232,ERI,1063,101,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000838,ESTONIA,233,EST,1064,3253,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000839,ESWATINI,748,SWZ,1065,1371,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000840,FIJI,242,FJI,1066,461,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000841,FINLAND,246,FIN,1067,4687,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000842,GABON,266,GAB,1070,269,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000843,GEORGIA,268,GEO,1072,298,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000844,GREECE,300,GRC,1073,14918,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000845,GRENADA,308,GRD,1074,271,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000846,GUATEMALA,320,GTM,1076,884,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000847,HAITI,332,HTI,1078,482,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000848,HONDURAS,340,HND,1079,788,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000849,HUNGARY,348,HUN,1080,31739,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000850,ICELAND,352,ISL,1081,315,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000851,INDIA,356,IND,1082,2428,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000852,INDONESIA,360,IDN,1083,5033,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000853,ISRAEL,376,ISR,1085,862,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000854,ITALY,380,ITA,1086,63561,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000855,JAMAICA,388,JAM,1087,2131,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000856,JAPAN,392,JPN,1088,5239,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000857,JORDAN,400,JOR,1089,4677,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000858,KAZAKHSTAN,398,KAZ,1090,3678,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000859,KENYA,404,KEN,1091,1001,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000860,KIRIBATI,296,KIR,1092,119.5,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000861,KUWAIT,414,KWT,1093,2316,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000862,KYRGYZSTAN,417,KGZ,1094,183,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000863,LATVIA,428,LVA,1095,2297,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000864,LESOTHO,426,LSO,1096,287,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000865,LIBYA,434,LBY,1097,858,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000866,LITHUANIA,440,LTU,1098,3999,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000867,MALAYSIA,458,MYS,1100,20756,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000868,MALTA,470,MLT,1101,1483,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000869,MARTINIQUE,474,MTQ,1103,654,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000870,MAURITIUS,480,MUS,1104,709,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000871,MEXICO,484,MEX,1105,100153,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000872,MONGOLIA,496,MNG,1106,235,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000873,MONTSERRAT,500,MSR,1107,15,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000874,MOROCCO,504,MAR,1108,4709,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000875,MOZAMBIQUE,508,MOZ,1109,943,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000876,NAMIBIA,516,NAM,1110,799,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000877,NEW CALEDONIA,540,NCL,1111,158,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000878,NEW ZEALAND,554,NZL,1112,2045,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000879,NICARAGUA,558,NIC,1113,579,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000880,NIGERIA,566,NGA,1114,2046,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000881,NORTHERN MARIANA ISLANDS,580,MNP,1116,476,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000882,NORWAY,578,NOR,1117,4543,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000883,OMAN,512,OMN,1118,1112,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000884,PANAMA,591,PAN,1119,800,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000885,PARAGUAY,600,PRY,1121,3194,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000886,POLAND,616,POL,1123,50735,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000887,PORTUGAL,620,PRT,1124,27194,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000888,PUERTO RICO,630,PRI,1125,4364,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000889,ROMANIA,642,ROU,1127,4794,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000890,RUSSIAN FEDERATION,643,RUS,1128,23309,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000891,SAINT KITTS AND NEVIS,659,KNA,1130,240,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000892,SAINT LUCIA,662,LCA,1131,648,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000893,SAINT VINCENT AND THE GRENADINES,670,VCT,1132,247,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000894,SAN MARINO,674,SMR,1134,3102,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000895,SEYCHELLES,690,SYC,1138,135,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000896,SINGAPORE,702,SGP,1140,7567,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000897,SINT MAARTEN (DUTCH PART),534,SXM,1141,1436,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000898,SLOVENIA,705,SVN,1143,60031,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000899,SOUTH AFRICA,710,ZAF,1144,6550,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000900,SPAIN,724,ESP,1145,79313,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000901,SRI LANKA,144,LKA,1146,457,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000902,SWEDEN,752,SWE,1149,7457,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000903,SYRIAN ARAB REPUBLIC,760,SYR,1150,4678,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000904,TONGA,776,TON,1153,45,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000905,TRINIDAD AND TOBAGO,780,TTO,1154,451,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000906,TUNISIA,788,TUN,1155,5322,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000907,TURKEY,792,TUR,1156,13256,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000908,UKRAINE,804,UKR,1159,12793,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000909,United Kingdom of Great Britain and Northern Ireland,826,GBR,1160,24180,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000910,UNITED STATES OF AMERICA,840,USA,1161,64434,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000911,UNITED STATES VIRGIN ISLANDS,850,VIR,1162,2337,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000912,URUGUAY,858,URY,1163,1354,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000913,UZBEKISTAN,860,UZB,1164,332,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000914,VANUATU,548,VUT,1165,99,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000915,VIET NAM,704,VNM,1166,2628,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000916,ZIMBABWE,716,ZWE,1168,2041,2002,01/01/2002,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000917,ALBANIA,8,ALB,1169,557,2003,01/01/2003,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000918,ALGERIA,12,DZA,1170,1166,2003,01/01/2003,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000919,ANDORRA,20,AND,1172,11601,2003,01/01/2003,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000920,ANGUILLA,660,AIA,1173,109,2003,01/01/2003,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000921,ANTIGUA AND BARBUDA,28,ATG,1174,623,2003,01/01/2003,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000922,ARUBA,533,ABW,1176,1184,2003,01/01/2003,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000923,AUSTRALIA,36,AUS,1177,4746,2003,01/01/2003,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000924,AZERBAIJAN,31,AZE,1178,1038,2003,01/01/2003,inbound,All,Absolute,inbound,No,Not Specified,0,130
