Metric_id,Country or Area,M49 code,ISO-alpha3 code,value_id,value,Year_id,Year,category,Gender,Value_Type,Metric_Type,Is_Currency,Age_Group,Start_Age,End_Age
B000000001,ALBANIA,8,ALB,1,304,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000002,ALGERIA,12,DZA,2,520,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000003,ANGUILLA,660,AIA,5,107,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000004,ANTIGUA AND BARBUDA,28,ATG,6,447,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000005,ARUBA,533,ABW,8,912,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000006,AUSTRALIA,36,AUS,9,3726,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000007,AZERBAIJAN,31,AZE,10,93,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000008,BAHAMAS,44,BHS,11,3239,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000009,BAHRAIN,48,BHR,12,2311,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000010,BARBADOS,52,BRB,13,927,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000011,BELIZE,84,BLZ,15,342,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000012,BENIN,204,BEN,16,580,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000013,BERMUDA,60,BMU,17,557,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000014,BOTSWANA,72,BWA,18,636,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000015,BRITISH VIRGIN ISLANDS,92,VGB,19,365,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000016,BRUNEI DARUSSALAM,96,BRN,20,498,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000017,BULGARIA,100,BGR,21,8005,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000018,CANADA,124,CAN,23,41657,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000019,CAYMAN ISLANDS,136,CYM,24,1044,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000020,CHAD,148,TCD,25,58,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000021,CHINA,156,CHN,27,46387,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000022,COLOMBIA,170,COL,28,1433,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000023,COSTA RICA,188,CRI,30,924,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000024,CROATIA,191,HRV,31,16100,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000025,CUBA,192,CUB,32,745,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000026,CURA?AO,531,CUW,33,396,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000027,CYPRUS,196,CYP,34,2253,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000028,DOMINICA,212,DMA,36,203,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000029,DOMINICAN REPUBLIC,214,DOM,37,1806,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000030,ECUADOR,218,ECU,38,440,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000031,EGYPT,818,EGY,39,3133,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000032,ERITREA,232,ERI,41,315,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000033,ESTONIA,233,EST,42,2111,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000034,FIJI,242,FJI,44,476,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000035,FRENCH POLYNESIA,258,PYF,47,186,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000036,GABON,266,GAB,48,203,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000037,GEORGIA,268,GEO,50,85,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000038,GREECE,300,GRC,51,10712,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000039,GRENADA,308,GRD,52,369,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000040,GUADELOUPE,312,GLP,53,1059,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000041,GUATEMALA,320,GTM,54,563,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000042,HAITI,332,HTI,56,370,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000043,HUNGARY,348,HUN,58,39240,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000044,ICELAND,352,ISL,59,211,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000045,INDIA,356,IND,60,2143,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000046,INDONESIA,360,IDN,61,4324,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000047,IRAQ,368,IRQ,62,61,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000048,ISRAEL,376,ISR,63,2530,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000049,ITALY,380,ITA,64,55706,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000050,JAMAICA,388,JAM,65,1752,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000051,JAPAN,392,JPN,66,3345,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000052,JORDAN,400,JOR,67,3277,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000053,KENYA,404,KEN,69,974,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000054,KUWAIT,414,KWT,71,1443,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000055,LATVIA,428,LVA,73,1633,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000056,LESOTHO,426,LSO,74,209,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000057,LIBYA,434,LBY,75,1832,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000058,LITHUANIA,440,LTU,76,2600,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000059,MADAGASCAR,450,MDG,77,115,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000060,MALAYSIA,458,MYS,78,14885,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000061,MALTA,470,MLT,79,1193,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000062,MARTINIQUE,474,MTQ,81,885,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000063,MAURITIUS,480,MUS,82,437,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000064,MEXICO,484,MEX,83,85446,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000065,MONGOLIA,496,MNG,84,108,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000066,MONTSERRAT,500,MSR,85,19.3,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000067,MOROCCO,504,MAR,86,2752,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000068,NAMIBIA,516,NAM,88,421,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000069,NEW CALEDONIA,540,NCL,89,122,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000070,NEW ZEALAND,554,NZL,90,1409,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000071,NICARAGUA,558,NIC,91,341,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000072,NIGERIA,566,NGA,92,1031,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000073,NORTHERN MARIANA ISLANDS,580,MNP,94,676,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000074,PANAMA,591,PAN,97,417,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000075,PARAGUAY,600,PRY,99,15678,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000076,POLAND,616,POL,101,82244,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000077,PORTUGAL,620,PRT,102,23066,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000078,PUERTO RICO,630,PRI,103,4087,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000079,ROMANIA,642,ROU,105,5445,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000080,RUSSIAN FEDERATION,643,RUS,106,10290,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000081,SAINT KITTS AND NEVIS,659,KNA,108,203,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000082,SAINT LUCIA,662,LCA,109,407,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000083,SAINT VINCENT AND THE GRENADINES,670,VCT,110,218,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000084,SAN MARINO,674,SMR,112,3368,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000085,SAUDI ARABIA,682,SAU,114,4398,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000086,SEYCHELLES,690,SYC,116,127,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000087,SINGAPORE,702,SGP,118,7137,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000088,SINT MAARTEN (DUTCH PART),534,SXM,119,1024,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000089,SLOVENIA,705,SVN,121,63674,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000090,SOUTH AFRICA,710,ZAF,122,4684,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000091,SPAIN,724,ESP,123,52460,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000092,SRI LANKA,144,LKA,124,414,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000093,SURINAME,740,SUR,126,69,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000094,SYRIAN ARAB REPUBLIC,760,SYR,128,2253,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000095,TONGA,776,TON,131,33,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000096,TRINIDAD AND TOBAGO,780,TTO,132,282,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000097,TUNISIA,788,TUN,133,4186,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000098,TURKEY,792,TUR,134,7727,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000099,TURKMENISTAN,795,TKM,135,233,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000100,UKRAINE,804,UKR,137,6127,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000101,United Kingdom of Great Britain and Northern Ireland,826,GBR,138,23537,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000102,UNITED STATES OF AMERICA,840,USA,139,79732,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000103,UNITED STATES VIRGIN ISLANDS,850,VIR,140,1741,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000104,URUGUAY,858,URY,141,2177,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000105,UZBEKISTAN,860,UZB,142,92,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000106,VANUATU,548,VUT,143,82,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000107,VIET NAM,704,VNM,144,1351,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000108,ZIMBABWE,716,ZWE,146,1416,1995,01/01/1995,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000109,ALBANIA,8,ALB,147,287,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000110,ALGERIA,12,DZA,148,605,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000111,ANGUILLA,660,AIA,151,86,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000112,ANTIGUA AND BARBUDA,28,ATG,152,498,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000113,ARUBA,533,ABW,154,957,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000114,AUSTRALIA,36,AUS,155,4165,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000115,AZERBAIJAN,31,AZE,156,210,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000116,BAHAMAS,44,BHS,157,3416,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000117,BAHRAIN,48,BHR,158,1988,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000118,BARBADOS,52,BRB,159,957,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000119,BELIZE,84,BLZ,161,349,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000120,BENIN,204,BEN,162,516,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000121,BERMUDA,60,BMU,163,570,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000122,BOTSWANA,72,BWA,164,656,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000123,BRITISH VIRGIN ISLANDS,92,VGB,165,412,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000124,BRUNEI DARUSSALAM,96,BRN,166,837,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000125,BULGARIA,100,BGR,167,6811,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000126,CANADA,124,CAN,169,43256,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000127,CAYMAN ISLANDS,136,CYM,170,1173,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000128,CHAD,148,TCD,171,67,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000129,CHINA,156,CHN,173,51128,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000130,COLOMBIA,170,COL,174,751,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000131,COSTA RICA,188,CRI,176,940,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000132,CROATIA,191,HRV,177,19085,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000133,CUBA,192,CUB,178,1004,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000134,CURA?AO,531,CUW,179,387,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000135,CYPRUS,196,CYP,180,2089,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000136,DOMINICA,212,DMA,182,261,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000137,DOMINICAN REPUBLIC,214,DOM,183,2037,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000138,ECUADOR,218,ECU,184,494,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000139,EGYPT,818,EGY,185,3896,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000140,ERITREA,232,ERI,187,417,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000141,ESTONIA,233,EST,188,2444,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000142,ESWATINI,748,SWZ,189,1337,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000143,FIJI,242,FJI,190,534,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000144,FRANCE,250,FRA,192,148263,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000145,FRENCH POLYNESIA,258,PYF,193,184,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000146,GABON,266,GAB,194,217,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000147,GEORGIA,268,GEO,196,117,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000148,GREECE,300,GRC,197,9782,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000149,GRENADA,308,GRD,198,386,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000150,GUADELOUPE,312,GLP,199,1236,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000151,GUATEMALA,320,GTM,200,520,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000152,HAITI,332,HTI,202,400,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000153,HONDURAS,340,HND,203,271,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000154,HUNGARY,348,HUN,204,39833,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000155,ICELAND,352,ISL,205,223,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000156,INDIA,356,IND,206,2308,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000157,INDONESIA,360,IDN,207,5034,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000158,IRAQ,368,IRQ,208,51,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000159,ISRAEL,376,ISR,209,2360,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000160,ITALY,380,ITA,210,59805,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000161,JAMAICA,388,JAM,211,1821,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000162,JAPAN,392,JPN,212,3837,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000163,JORDAN,400,JOR,213,3164,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000164,KAZAKHSTAN,398,KAZ,214,202,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000165,KENYA,404,KEN,215,1003,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000166,KUWAIT,414,KWT,217,1565,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000167,LATVIA,428,LVA,219,1750,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000168,LESOTHO,426,LSO,220,312,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000169,LIBYA,434,LBY,221,1276,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000170,LITHUANIA,440,LTU,222,3497,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000171,MALAYSIA,458,MYS,224,14084,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000172,MALTA,470,MLT,225,1123,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000173,MARTINIQUE,474,MTQ,227,885,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000174,MAURITIUS,480,MUS,228,509,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000175,MEXICO,484,MEX,229,90394,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000176,MONGOLIA,496,MNG,230,71,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000177,MONTSERRAT,500,MSR,231,9,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000178,MOROCCO,504,MAR,232,2856,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000179,NAMIBIA,516,NAM,234,560,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000180,NEW CALEDONIA,540,NCL,235,138,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000181,NEW ZEALAND,554,NZL,236,1529,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000182,NICARAGUA,558,NIC,237,388,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000183,NIGERIA,566,NGA,238,1230,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000184,NORTHERN MARIANA ISLANDS,580,MNP,240,736,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000185,PANAMA,591,PAN,243,443,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000186,PARAGUAY,600,PRY,245,12868,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000187,POLAND,616,POL,247,87439,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000188,PORTUGAL,620,PRT,248,23252,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000189,PUERTO RICO,630,PRI,249,4110,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000190,ROMANIA,642,ROU,251,5205,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000191,RUSSIAN FEDERATION,643,RUS,252,16208,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000192,SAINT KITTS AND NEVIS,659,KNA,254,172,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000193,SAINT LUCIA,662,LCA,255,422,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000194,SAINT VINCENT AND THE GRENADINES,670,VCT,256,216,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000195,SAN MARINO,674,SMR,258,3345,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000196,SEYCHELLES,690,SYC,262,142,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000197,SINGAPORE,702,SGP,264,7292,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000198,SINT MAARTEN (DUTCH PART),534,SXM,265,1022,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000199,SLOVENIA,705,SVN,267,71876,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000200,SOUTH AFRICA,710,ZAF,268,5186,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000201,SPAIN,724,ESP,269,55077,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000202,SRI LANKA,144,LKA,270,315,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000203,STATE OF PALESTINE,275,PSE,271,795,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000204,SURINAME,740,SUR,272,74,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000205,SYRIAN ARAB REPUBLIC,760,SYR,274,2435,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000206,TAJIKISTAN,762,TJK,275,0.7,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000207,THAILAND,764,THA,276,7434,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000208,TONGA,776,TON,277,31,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000209,TRINIDAD AND TOBAGO,780,TTO,278,317,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000210,TUNISIA,788,TUN,279,3986,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000211,TURKEY,792,TUR,280,8614,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000212,TURKMENISTAN,795,TKM,281,282,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000213,UKRAINE,804,UKR,283,6750,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000214,United Kingdom of Great Britain and Northern Ireland,826,GBR,284,25163,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000215,UNITED STATES OF AMERICA,840,USA,285,82756,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000216,UNITED STATES VIRGIN ISLANDS,850,VIR,286,1779,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000217,URUGUAY,858,URY,287,2258,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000218,UZBEKISTAN,860,UZB,288,173,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000219,VANUATU,548,VUT,289,103,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000220,VIET NAM,704,VNM,290,1607,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000221,ZIMBABWE,716,ZWE,292,1597,1996,01/01/1996,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000222,ALBANIA,8,ALB,293,119,1997,01/01/1997,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000223,ALGERIA,12,DZA,294,635,1997,01/01/1997,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000224,ANGUILLA,660,AIA,297,114,1997,01/01/1997,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000225,ANTIGUA AND BARBUDA,28,ATG,298,526,1997,01/01/1997,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000226,ARUBA,533,ABW,300,947,1997,01/01/1997,inbound,All,Absolute,inbound,No,Not Specified,0,130
B000000227,AUSTRALIA,36,AUS,301,4318,1997,01/01/1997,inbound,All,Absolute,inbound,No,Not Specified,0,130
