Metric_Code,Base Year,Value,Value type,Metric name
MLCON000010270,2010,6.45E+13,Absolute,Exports of goods and services - Constant
MLCON000010271,2010,6.56E+13,Absolute,Exports of goods and services - Constant
MLCON000010272,2010,6.51E+13,Absolute,Exports of goods and services - Constant
MLCON000010273,2010,6.41E+13,Absolute,Exports of goods and services - Constant
MLCON000010274,2010,6.38E+13,Absolute,Exports of goods and services - Constant
MLCON000010275,2010,6.22E+13,Absolute,Exports of goods and services - Constant
MLCON000010276,2010,5.99E+13,Absolute,Exports of goods and services - Constant
MLCON000010277,2010,5.85E+13,Absolute,Exports of goods and services - Constant
MLCON000010278,2010,5.80E+13,Absolute,Exports of goods and services - Constant
MLCON000010279,2010,5.37E+13,Absolute,Exports of goods and services - Constant
MLCON000010280,2010,4.87E+13,Absolute,Exports of goods and services - Constant
MLCON000010281,2010,4.46E+13,Absolute,Exports of goods and services - Constant
MLCON000010282,2010,4.08E+13,Absolute,Exports of goods and services - Constant
MLCON000010283,2010,4.02E+13,Absolute,Exports of goods and services - Constant
MLCON000010284,2010,3.92E+13,Absolute,Exports of goods and services - Constant
MLCON000010287,2010,35959911413,Absolute,Exports of goods and services - Constant
MLCON000010289,2010,34530371757,Absolute,Exports of goods and services - Constant
MLCON000010291,2010,33736490957,Absolute,Exports of goods and services - Constant
MLCON000010293,2010,33068303587,Absolute,Exports of goods and services - Constant
MLCON000010295,2010,31938453389,Absolute,Exports of goods and services - Constant
MLCON000010297,2010,30858832229,Absolute,Exports of goods and services - Constant
MLCON000010299,2010,29721407578,Absolute,Exports of goods and services - Constant
MLCON000010301,2010,28027659465,Absolute,Exports of goods and services - Constant
MLCON000010303,2010,27575471541,Absolute,Exports of goods and services - Constant
MLCON000010305,2010,32370958050,Absolute,Exports of goods and services - Constant
MLCON000010307,2010,31542009502,Absolute,Exports of goods and services - Constant
MLCON000010309,2010,28393981709,Absolute,Exports of goods and services - Constant
MLCON000010311,2010,26436013121,Absolute,Exports of goods and services - Constant
MLCON000010313,2010,24539728221,Absolute,Exports of goods and services - Constant
MLCON000010314,2010,23031167648,Absolute,Exports of goods and services - Constant
MLCON000010315,2010,20835414003,Absolute,Exports of goods and services - Constant
MLCON000010316,2010,19515986997,Absolute,Exports of goods and services - Constant
MLCON000010317,2010,18320667706,Absolute,Exports of goods and services - Constant
MLCON000010318,2010,17644585929,Absolute,Exports of goods and services - Constant
MLCON000010319,2010,17847086574,Absolute,Exports of goods and services - Constant
MLCON000010320,2010,16607011846,Absolute,Exports of goods and services - Constant
MLCON000010321,2010,15335226439,Absolute,Exports of goods and services - Constant
MLCON000010322,2010,14584148775,Absolute,Exports of goods and services - Constant
MLCON000010323,2010,51300017000,Absolute,Exports of goods and services - Constant
MLCON000010324,2010,51982656000,Absolute,Exports of goods and services - Constant
MLCON000010325,2010,50815436000,Absolute,Exports of goods and services - Constant
MLCON000010326,2010,49282343000,Absolute,Exports of goods and services - Constant
MLCON000010327,2010,48410384000,Absolute,Exports of goods and services - Constant
MLCON000010328,2010,46292679000,Absolute,Exports of goods and services - Constant
MLCON000010330,2010,44381423000,Absolute,Exports of goods and services - Constant
MLCON000010332,2010,42553011000,Absolute,Exports of goods and services - Constant
MLCON000010334,2010,41052790000,Absolute,Exports of goods and services - Constant
MLCON000010336,2010,41198021000,Absolute,Exports of goods and services - Constant
MLCON000010338,2010,40177812000,Absolute,Exports of goods and services - Constant
MLCON000010340,2010,38313855000,Absolute,Exports of goods and services - Constant
MLCON000010342,2010,40059909000,Absolute,Exports of goods and services - Constant
MLCON000010344,2010,40579154000,Absolute,Exports of goods and services - Constant
MLCON000010346,2010,37450345000,Absolute,Exports of goods and services - Constant
MLCON000010348,2010,35606469000,Absolute,Exports of goods and services - Constant
MLCON000010350,2010,34511608000,Absolute,Exports of goods and services - Constant
MLCON000010352,2010,33308448000,Absolute,Exports of goods and services - Constant
MLCON000010354,2010,32774458000,Absolute,Exports of goods and services - Constant
MLCON000010356,2010,31568701000,Absolute,Exports of goods and services - Constant
MLCON000010358,2010,30789128000,Absolute,Exports of goods and services - Constant
MLCON000010360,2010,28445293000,Absolute,Exports of goods and services - Constant
MLCON000010362,2010,26221451000,Absolute,Exports of goods and services - Constant
MLCON000010364,2010,24726802000,Absolute,Exports of goods and services - Constant
MLCON000010366,2010,23391229000,Absolute,Exports of goods and services - Constant
MLCON000010368,2010,23070906000,Absolute,Exports of goods and services - Constant
MLCON000010372,2010,1.17E+12,Absolute,Exports of goods and services - Constant
MLCON000010374,2010,1.11E+12,Absolute,Exports of goods and services - Constant
MLCON000010376,2010,1.06E+12,Absolute,Exports of goods and services - Constant
MLCON000010378,2010,1.01E+12,Absolute,Exports of goods and services - Constant
MLCON000010379,2010,9.55E+11,Absolute,Exports of goods and services - Constant
MLCON000010380,2010,9.12E+11,Absolute,Exports of goods and services - Constant
MLCON000010381,2010,8.65E+11,Absolute,Exports of goods and services - Constant
MLCON000010382,2010,8.21E+11,Absolute,Exports of goods and services - Constant
MLCON000010390,2010,11044900000,Absolute,Exports of goods and services - Constant
MLCON000010392,2010,10552400000,Absolute,Exports of goods and services - Constant
MLCON000010394,2010,9831700000,Absolute,Exports of goods and services - Constant
MLCON000010396,2010,9230300000,Absolute,Exports of goods and services - Constant
MLCON000010398,2010,8722100000,Absolute,Exports of goods and services - Constant
MLCON000010400,2010,7863000000,Absolute,Exports of goods and services - Constant
MLCON000010402,2010,7215100000,Absolute,Exports of goods and services - Constant
MLCON000010404,2010,6881100000,Absolute,Exports of goods and services - Constant
MLCON000010406,2010,6692400000,Absolute,Exports of goods and services - Constant
MLCON000010408,2010,6599500000,Absolute,Exports of goods and services - Constant
MLCON000010410,2010,6373700000,Absolute,Exports of goods and services - Constant
MLCON000010412,2010,6534600000,Absolute,Exports of goods and services - Constant
MLCON000010414,2010,6323000000,Absolute,Exports of goods and services - Constant
MLCON000010416,2010,6080600000,Absolute,Exports of goods and services - Constant
MLCON000010418,2010,5971400000,Absolute,Exports of goods and services - Constant
MLCON000010420,2010,5753700000,Absolute,Exports of goods and services - Constant
MLCON000010422,2010,5728300000,Absolute,Exports of goods and services - Constant
MLCON000010424,2010,5586200000,Absolute,Exports of goods and services - Constant
MLCON000010426,2010,5424400000,Absolute,Exports of goods and services - Constant
MLCON000010428,2010,5391600000,Absolute,Exports of goods and services - Constant
MLCON000010539,2010,1.80E+13,Absolute,Exports of goods and services - Constant
MLCON000010540,2010,1.91E+13,Absolute,Exports of goods and services - Constant
MLCON000010541,2010,1.81E+13,Absolute,Exports of goods and services - Constant
MLCON000010542,2010,1.69E+13,Absolute,Exports of goods and services - Constant
MLCON000010543,2010,1.60E+13,Absolute,Exports of goods and services - Constant
MLCON000010544,2010,1.59E+13,Absolute,Exports of goods and services - Constant
MLCON000010545,2010,1.55E+13,Absolute,Exports of goods and services - Constant
MLCON000010546,2010,1.44E+13,Absolute,Exports of goods and services - Constant
MLCON000010547,2010,1.29E+13,Absolute,Exports of goods and services - Constant
MLCON000010548,2010,1.14E+13,Absolute,Exports of goods and services - Constant
MLCON000010549,2010,9.76E+12,Absolute,Exports of goods and services - Constant
MLCON000010550,2010,3873700000,Absolute,Exports of goods and services - Constant
MLCON000010551,2010,3686500000,Absolute,Exports of goods and services - Constant
MLCON000010552,2010,3520400000,Absolute,Exports of goods and services - Constant
MLCON000010554,2010,3419600000,Absolute,Exports of goods and services - Constant
MLCON000010556,2010,3307400000,Absolute,Exports of goods and services - Constant
MLCON000010558,2010,3249500000,Absolute,Exports of goods and services - Constant
MLCON000010560,2010,3138100000,Absolute,Exports of goods and services - Constant
MLCON000010562,2010,3226000000,Absolute,Exports of goods and services - Constant
MLCON000010563,2010,3125100000,Absolute,Exports of goods and services - Constant
MLCON000010564,2010,3041900000,Absolute,Exports of goods and services - Constant
MLCON000010565,2010,3229000000,Absolute,Exports of goods and services - Constant
MLCON000010566,2010,3011500000,Absolute,Exports of goods and services - Constant
MLCON000010631,2010,6.93E+11,Absolute,Exports of goods and services - Constant
MLCON000010633,2010,6.72E+11,Absolute,Exports of goods and services - Constant
MLCON000010635,2010,6.58E+11,Absolute,Exports of goods and services - Constant
MLCON000010637,2010,6.43E+11,Absolute,Exports of goods and services - Constant
MLCON000010639,2010,6.34E+11,Absolute,Exports of goods and services - Constant
MLCON000010641,2010,6.35E+11,Absolute,Exports of goods and services - Constant
MLCON000010643,2010,6.42E+11,Absolute,Exports of goods and services - Constant
MLCON000010645,2010,6.32E+11,Absolute,Exports of goods and services - Constant
MLCON000010647,2010,6.23E+11,Absolute,Exports of goods and services - Constant
MLCON000010649,2010,6.47E+11,Absolute,Exports of goods and services - Constant
MLCON000010651,2010,6.36E+11,Absolute,Exports of goods and services - Constant
MLCON000010653,2010,6.14E+11,Absolute,Exports of goods and services - Constant
MLCON000010655,2010,5.93E+11,Absolute,Exports of goods and services - Constant
MLCON000010657,2010,5.80E+11,Absolute,Exports of goods and services - Constant
MLCON000010659,2010,5.69E+11,Absolute,Exports of goods and services - Constant
MLCON000010661,2010,5.67E+11,Absolute,Exports of goods and services - Constant
MLCON000010663,2010,5.67E+11,Absolute,Exports of goods and services - Constant
MLCON000010665,2010,5.55E+11,Absolute,Exports of goods and services - Constant
MLCON000010667,2010,5.32E+11,Absolute,Exports of goods and services - Constant
MLCON000010669,2010,5.07E+11,Absolute,Exports of goods and services - Constant
MLCON000010671,2010,4.85E+11,Absolute,Exports of goods and services - Constant
MLCON000010673,2010,4.65E+11,Absolute,Exports of goods and services - Constant
MLCON000010675,2010,4.49E+11,Absolute,Exports of goods and services - Constant
MLCON000010719,2010,7.08E+13,Absolute,Exports of goods and services - Constant
MLCON000010720,2010,7.21E+13,Absolute,Exports of goods and services - Constant
MLCON000010721,2010,7.05E+13,Absolute,Exports of goods and services - Constant
MLCON000010722,2010,6.92E+13,Absolute,Exports of goods and services - Constant
MLCON000010723,2010,6.87E+13,Absolute,Exports of goods and services - Constant
MLCON000010724,2010,6.98E+13,Absolute,Exports of goods and services - Constant
MLCON000010725,2010,6.80E+13,Absolute,Exports of goods and services - Constant
MLCON000010726,2010,6.39E+13,Absolute,Exports of goods and services - Constant
MLCON000010727,2010,6.07E+13,Absolute,Exports of goods and services - Constant
MLCON000010728,2010,5.82E+13,Absolute,Exports of goods and services - Constant
MLCON000010729,2010,5.55E+13,Absolute,Exports of goods and services - Constant
MLCON000010730,2010,5.06E+13,Absolute,Exports of goods and services - Constant
MLCON000010731,2010,4.68E+13,Absolute,Exports of goods and services - Constant
MLCON000010732,2010,4.38E+13,Absolute,Exports of goods and services - Constant
MLCON000010733,2010,4.11E+13,Absolute,Exports of goods and services - Constant
MLCON000010734,2010,3.88E+13,Absolute,Exports of goods and services - Constant
MLCON000010735,2010,3.64E+13,Absolute,Exports of goods and services - Constant
MLCON000010736,2010,3.33E+13,Absolute,Exports of goods and services - Constant
MLCON000010737,2010,3.11E+13,Absolute,Exports of goods and services - Constant
MLCON000010738,2010,2.69E+13,Absolute,Exports of goods and services - Constant
MLCON000010739,2010,2.54E+13,Absolute,Exports of goods and services - Constant
MLCON000010740,2010,2.42E+13,Absolute,Exports of goods and services - Constant
MLCON000010741,2010,2.41E+13,Absolute,Exports of goods and services - Constant
MLCON000010742,2010,2.35E+13,Absolute,Exports of goods and services - Constant
MLCON000010743,2010,2.28E+13,Absolute,Exports of goods and services - Constant
MLCON000010744,2010,2.19E+13,Absolute,Exports of goods and services - Constant
MLCON000010745,2010,2.19E+13,Absolute,Exports of goods and services - Constant
MLCON000010746,2010,2.23E+13,Absolute,Exports of goods and services - Constant
MLCON000010747,2010,2.28E+13,Absolute,Exports of goods and services - Constant
MLCON000010748,2010,2.18E+13,Absolute,Exports of goods and services - Constant
MLCON000010749,2010,2.17E+13,Absolute,Exports of goods and services - Constant
MLCON000010750,2010,1.94E+13,Absolute,Exports of goods and services - Constant
MLCON000010751,2010,1.90E+13,Absolute,Exports of goods and services - Constant
MLCON000010752,2010,1.77E+13,Absolute,Exports of goods and services - Constant
MLCON000010753,2010,1.72E+13,Absolute,Exports of goods and services - Constant
MLCON000010754,2010,1.72E+13,Absolute,Exports of goods and services - Constant
MLCON000010755,2010,1.62E+13,Absolute,Exports of goods and services - Constant
MLCON000010756,2010,1.64E+13,Absolute,Exports of goods and services - Constant
MLCON000010757,2010,1.84E+13,Absolute,Exports of goods and services - Constant
MLCON000010758,2010,1.97E+13,Absolute,Exports of goods and services - Constant
MLCON000010911,2010,1.99E+12,Absolute,Exports of goods and services - Constant
MLCON000010913,2010,1.91E+12,Absolute,Exports of goods and services - Constant
MLCON000010915,2010,1.81E+12,Absolute,Exports of goods and services - Constant
MLCON000010917,2010,1.73E+12,Absolute,Exports of goods and services - Constant
MLCON000010919,2010,1.68E+12,Absolute,Exports of goods and services - Constant
MLCON000010921,2010,1.62E+12,Absolute,Exports of goods and services - Constant
MLCON000010923,2010,1.56E+12,Absolute,Exports of goods and services - Constant
MLCON000010925,2010,1.54E+12,Absolute,Exports of goods and services - Constant
MLCON000010927,2010,1.52E+12,Absolute,Exports of goods and services - Constant
MLCON000010929,2010,1.45E+12,Absolute,Exports of goods and services - Constant
MLCON000010931,2010,1.39E+12,Absolute,Exports of goods and services - Constant
MLCON000010933,2010,1.36E+12,Absolute,Exports of goods and services - Constant
MLCON000010935,2010,1.30E+12,Absolute,Exports of goods and services - Constant
MLCON000010937,2010,1.22E+12,Absolute,Exports of goods and services - Constant
MLCON000010939,2010,1.15E+12,Absolute,Exports of goods and services - Constant
MLCON000010941,2010,1.11E+12,Absolute,Exports of goods and services - Constant
MLCON000010943,2010,1.05E+12,Absolute,Exports of goods and services - Constant
MLCON000010945,2010,1.02E+12,Absolute,Exports of goods and services - Constant
MLCON000010947,2010,9.96E+11,Absolute,Exports of goods and services - Constant
MLCON000010949,2010,9.84E+11,Absolute,Exports of goods and services - Constant
MLCON000010951,2010,9.41E+11,Absolute,Exports of goods and services - Constant
MLCON000010953,2010,8.99E+11,Absolute,Exports of goods and services - Constant
MLCON000010955,2010,8.59E+11,Absolute,Exports of goods and services - Constant
MLCON000010957,2010,8.07E+11,Absolute,Exports of goods and services - Constant
MLCON000010959,2010,7.61E+11,Absolute,Exports of goods and services - Constant
MLCON000011011,2010,1.60E+15,Absolute,Exports of goods and services - Constant
MLCON000011012,2010,1.56E+15,Absolute,Exports of goods and services - Constant
MLCON000011013,2010,1.51E+15,Absolute,Exports of goods and services - Constant
MLCON000011014,2010,1.47E+15,Absolute,Exports of goods and services - Constant
MLCON000011015,2010,1.43E+15,Absolute,Exports of goods and services - Constant
MLCON000011016,2010,1.38E+15,Absolute,Exports of goods and services - Constant
MLCON000011017,2010,1.34E+15,Absolute,Exports of goods and services - Constant
MLCON000011018,2010,1.31E+15,Absolute,Exports of goods and services - Constant
MLCON000011019,2010,1.27E+15,Absolute,Exports of goods and services - Constant
MLCON000011020,2010,1.19E+15,Absolute,Exports of goods and services - Constant
MLCON000011021,2010,1.18E+15,Absolute,Exports of goods and services - Constant
MLCON000011022,2010,1.15E+15,Absolute,Exports of goods and services - Constant
MLCON000011023,2010,1.09E+15,Absolute,Exports of goods and services - Constant
MLCON000011024,2010,1.03E+15,Absolute,Exports of goods and services - Constant
MLCON000011025,2010,9.95E+14,Absolute,Exports of goods and services - Constant
MLCON000011026,2010,9.49E+14,Absolute,Exports of goods and services - Constant
MLCON000011027,2010,9.22E+14,Absolute,Exports of goods and services - Constant
MLCON000011028,2010,8.58E+14,Absolute,Exports of goods and services - Constant
MLCON000011029,2010,8.21E+14,Absolute,Exports of goods and services - Constant
MLCON000011030,2010,7.54E+14,Absolute,Exports of goods and services - Constant
MLCON000011031,2010,6.77E+14,Absolute,Exports of goods and services - Constant
MLCON000011032,2010,7.16E+14,Absolute,Exports of goods and services - Constant
MLCON000011033,2010,6.76E+14,Absolute,Exports of goods and services - Constant
MLCON000011034,2010,6.28E+14,Absolute,Exports of goods and services - Constant
MLCON000011045,2010,7.15E+11,Absolute,Exports of goods and services - Constant
MLCON000011046,2010,7.44E+11,Absolute,Exports of goods and services - Constant
MLCON000011048,2010,7.14E+11,Absolute,Exports of goods and services - Constant
MLCON000011050,2010,6.84E+11,Absolute,Exports of goods and services - Constant
MLCON000011052,2010,6.37E+11,Absolute,Exports of goods and services - Constant
MLCON000011054,2010,6.08E+11,Absolute,Exports of goods and services - Constant
MLCON000011056,2010,5.91E+11,Absolute,Exports of goods and services - Constant
MLCON000011058,2010,5.70E+11,Absolute,Exports of goods and services - Constant
MLCON000011060,2010,5.50E+11,Absolute,Exports of goods and services - Constant
MLCON000011062,2010,5.39E+11,Absolute,Exports of goods and services - Constant
MLCON000011064,2010,5.29E+11,Absolute,Exports of goods and services - Constant
MLCON000011066,2010,5.50E+11,Absolute,Exports of goods and services - Constant
MLCON000011068,2010,5.82E+11,Absolute,Exports of goods and services - Constant
MLCON000011070,2010,5.33E+11,Absolute,Exports of goods and services - Constant
MLCON000011072,2010,4.97E+11,Absolute,Exports of goods and services - Constant
MLCON000011074,2010,4.60E+11,Absolute,Exports of goods and services - Constant
MLCON000011076,2010,4.39E+11,Absolute,Exports of goods and services - Constant
MLCON000011078,2010,3.98E+11,Absolute,Exports of goods and services - Constant
MLCON000011080,2010,3.89E+11,Absolute,Exports of goods and services - Constant
MLCON000011082,2010,3.68E+11,Absolute,Exports of goods and services - Constant
MLCON000011084,2010,3.49E+11,Absolute,Exports of goods and services - Constant
MLCON000011086,2010,3.41E+11,Absolute,Exports of goods and services - Constant
MLCON000011088,2010,3.42E+11,Absolute,Exports of goods and services - Constant
MLCON000011090,2010,3.49E+11,Absolute,Exports of goods and services - Constant
MLCON000011092,2010,3.67E+11,Absolute,Exports of goods and services - Constant
MLCON000011093,2010,3.53E+11,Absolute,Exports of goods and services - Constant
MLCON000011116,2010,2.53E+12,Absolute,Exports of goods and services - Constant
MLCON000011117,2010,2.64E+12,Absolute,Exports of goods and services - Constant
MLCON000011118,2010,2.63E+12,Absolute,Exports of goods and services - Constant
MLCON000011119,2010,2.57E+12,Absolute,Exports of goods and services - Constant
MLCON000011120,2010,2.59E+12,Absolute,Exports of goods and services - Constant
MLCON000011121,2010,2.55E+12,Absolute,Exports of goods and services - Constant
MLCON000011122,2010,2.44E+12,Absolute,Exports of goods and services - Constant
MLCON000011123,2010,2.36E+12,Absolute,Exports of goods and services - Constant
MLCON000011124,2010,2.30E+12,Absolute,Exports of goods and services - Constant
MLCON000011125,2010,2.18E+12,Absolute,Exports of goods and services - Constant
MLCON000011126,2010,1.98E+12,Absolute,Exports of goods and services - Constant
MLCON000011127,2010,1.89E+12,Absolute,Exports of goods and services - Constant
MLCON000011128,2010,1.93E+12,Absolute,Exports of goods and services - Constant
MLCON000011129,2010,1.81E+12,Absolute,Exports of goods and services - Constant
MLCON000011130,2010,1.78E+12,Absolute,Exports of goods and services - Constant
MLCON000011131,2010,1.73E+12,Absolute,Exports of goods and services - Constant
MLCON000011132,2010,1.64E+12,Absolute,Exports of goods and services - Constant
MLCON000011155,2010,3.89E+12,Absolute,Exports of goods and services - Constant
MLCON000011157,2010,3.74E+12,Absolute,Exports of goods and services - Constant
MLCON000011159,2010,3.58E+12,Absolute,Exports of goods and services - Constant
MLCON000011161,2010,3.51E+12,Absolute,Exports of goods and services - Constant
MLCON000011163,2010,3.39E+12,Absolute,Exports of goods and services - Constant
MLCON000011165,2010,3.34E+12,Absolute,Exports of goods and services - Constant
MLCON000011167,2010,3.39E+12,Absolute,Exports of goods and services - Constant
MLCON000011169,2010,3.29E+12,Absolute,Exports of goods and services - Constant
MLCON000011171,2010,3.32E+12,Absolute,Exports of goods and services - Constant
MLCON000011173,2010,3.25E+12,Absolute,Exports of goods and services - Constant
MLCON000011175,2010,3.23E+12,Absolute,Exports of goods and services - Constant
MLCON000011177,2010,3.32E+12,Absolute,Exports of goods and services - Constant
MLCON000011179,2010,3.14E+12,Absolute,Exports of goods and services - Constant
MLCON000011181,2010,2.95E+12,Absolute,Exports of goods and services - Constant
MLCON000011183,2010,2.81E+12,Absolute,Exports of goods and services - Constant
MLCON000011185,2010,2.55E+12,Absolute,Exports of goods and services - Constant
MLCON000011186,2010,2.34E+12,Absolute,Exports of goods and services - Constant
MLCON000011187,2010,2.24E+12,Absolute,Exports of goods and services - Constant
MLCON000011188,2010,2.09E+12,Absolute,Exports of goods and services - Constant
MLCON000011189,2010,1.99E+12,Absolute,Exports of goods and services - Constant
MLCON000011190,2010,1.85E+12,Absolute,Exports of goods and services - Constant
MLCON000011191,2010,2.10E+12,Absolute,Exports of goods and services - Constant
MLCON000011192,2010,2.05E+12,Absolute,Exports of goods and services - Constant
MLCON000011193,2010,1.91E+12,Absolute,Exports of goods and services - Constant
MLCON000011194,2010,1.87E+12,Absolute,Exports of goods and services - Constant
MLCON000011197,2010,4.42E+11,Absolute,Exports of goods and services - Constant
MLCON000011199,2010,4.29E+11,Absolute,Exports of goods and services - Constant
MLCON000011201,2010,4.12E+11,Absolute,Exports of goods and services - Constant
MLCON000011203,2010,4.01E+11,Absolute,Exports of goods and services - Constant
MLCON000011205,2010,3.91E+11,Absolute,Exports of goods and services - Constant
MLCON000011207,2010,3.76E+11,Absolute,Exports of goods and services - Constant
MLCON000011209,2010,3.58E+11,Absolute,Exports of goods and services - Constant
MLCON000011211,2010,3.43E+11,Absolute,Exports of goods and services - Constant
MLCON000011213,2010,3.22E+11,Absolute,Exports of goods and services - Constant
MLCON000011215,2010,2.80E+11,Absolute,Exports of goods and services - Constant
MLCON000011217,2010,2.81E+11,Absolute,Exports of goods and services - Constant
MLCON000011219,2010,2.76E+11,Absolute,Exports of goods and services - Constant
MLCON000011221,2010,2.53E+11,Absolute,Exports of goods and services - Constant
MLCON000011223,2010,2.33E+11,Absolute,Exports of goods and services - Constant
MLCON000011225,2010,2.17E+11,Absolute,Exports of goods and services - Constant
MLCON000011227,2010,1.98E+11,Absolute,Exports of goods and services - Constant
MLCON000011229,2010,1.89E+11,Absolute,Exports of goods and services - Constant
MLCON000011231,2010,1.82E+11,Absolute,Exports of goods and services - Constant
MLCON000011233,2010,1.83E+11,Absolute,Exports of goods and services - Constant
MLCON000011235,2010,1.68E+11,Absolute,Exports of goods and services - Constant
MLCON000011237,2010,1.59E+11,Absolute,Exports of goods and services - Constant
MLCON000011239,2010,1.62E+11,Absolute,Exports of goods and services - Constant
MLCON000011241,2010,1.50E+11,Absolute,Exports of goods and services - Constant
MLCON000011243,2010,1.39E+11,Absolute,Exports of goods and services - Constant
MLCON000011245,2010,1.30E+11,Absolute,Exports of goods and services - Constant
MLCON000011247,2010,1.17E+11,Absolute,Exports of goods and services - Constant
MLCON000011249,2010,1.05E+11,Absolute,Exports of goods and services - Constant
MLCON000011251,2010,98308300000,Absolute,Exports of goods and services - Constant
MLCON000011253,2010,92146400000,Absolute,Exports of goods and services - Constant
MLCON000011255,2010,83735800000,Absolute,Exports of goods and services - Constant
MLCON000011257,2010,75996900000,Absolute,Exports of goods and services - Constant
MLCON000011259,2010,68394700000,Absolute,Exports of goods and services - Constant
MLCON000011261,2010,61752100000,Absolute,Exports of goods and services - Constant
MLCON000011263,2010,60943000000,Absolute,Exports of goods and services - Constant
MLCON000011265,2010,61364600000,Absolute,Exports of goods and services - Constant
MLCON000011267,2010,56401000000,Absolute,Exports of goods and services - Constant
MLCON000011269,2010,51963100000,Absolute,Exports of goods and services - Constant
MLCON000011271,2010,48485500000,Absolute,Exports of goods and services - Constant
MLCON000011273,2010,43805400000,Absolute,Exports of goods and services - Constant
MLCON000011275,2010,39813400000,Absolute,Exports of goods and services - Constant
MLCON000011277,2010,36386000000,Absolute,Exports of goods and services - Constant
MLCON000011279,2010,33472800000,Absolute,Exports of goods and services - Constant
MLCON000011281,2010,31141500000,Absolute,Exports of goods and services - Constant
MLCON000011283,2010,28985900000,Absolute,Exports of goods and services - Constant
MLCON000011285,2010,27708800000,Absolute,Exports of goods and services - Constant
MLCON000011287,2010,26025500000,Absolute,Exports of goods and services - Constant
MLCON000011289,2010,23419400000,Absolute,Exports of goods and services - Constant
MLCON000011291,2010,20629000000,Absolute,Exports of goods and services - Constant
MLCON000011293,2010,18405400000,Absolute,Exports of goods and services - Constant
MLCON000011295,2010,16161300000,Absolute,Exports of goods and services - Constant
MLCON000011297,2010,14210900000,Absolute,Exports of goods and services - Constant
MLCON000011299,2010,12507600000,Absolute,Exports of goods and services - Constant
MLCON000011301,2010,11139300000,Absolute,Exports of goods and services - Constant
MLCON000011303,2010,10047000000,Absolute,Exports of goods and services - Constant
MLCON000011305,2010,9337600000,Absolute,Exports of goods and services - Constant
MLCON000011307,2010,9694400000,Absolute,Exports of goods and services - Constant
MLCON000011309,2010,8814300000,Absolute,Exports of goods and services - Constant
MLCON000011311,2010,8228300000,Absolute,Exports of goods and services - Constant
MLCON000011313,2010,7609100000,Absolute,Exports of goods and services - Constant
MLCON000011321,2010,85009904000,Absolute,Exports of goods and services - Constant
MLCON000011323,2010,81654673000,Absolute,Exports of goods and services - Constant
MLCON000011325,2010,79131685000,Absolute,Exports of goods and services - Constant
MLCON000011327,2010,76733450000,Absolute,Exports of goods and services - Constant
MLCON000011329,2010,73658309000,Absolute,Exports of goods and services - Constant
MLCON000011331,2010,71686685000,Absolute,Exports of goods and services - Constant
MLCON000011333,2010,70633785000,Absolute,Exports of goods and services - Constant
MLCON000011335,2010,69482359000,Absolute,Exports of goods and services - Constant
MLCON000011337,2010,67577288000,Absolute,Exports of goods and services - Constant
MLCON000011339,2010,64333762000,Absolute,Exports of goods and services - Constant
MLCON000011341,2010,68022300000,Absolute,Exports of goods and services - Constant
MLCON000011343,2010,64396897000,Absolute,Exports of goods and services - Constant
MLCON000011345,2010,58120165000,Absolute,Exports of goods and services - Constant
MLCON000011347,2010,53590242000,Absolute,Exports of goods and services - Constant
MLCON000011349,2010,50201180000,Absolute,Exports of goods and services - Constant
MLCON000011351,2010,47693079000,Absolute,Exports of goods and services - Constant
MLCON000011353,2010,45241567000,Absolute,Exports of goods and services - Constant
MLCON000011355,2010,43283925000,Absolute,Exports of goods and services - Constant
MLCON000011357,2010,41894507000,Absolute,Exports of goods and services - Constant
MLCON000011359,2010,41393573000,Absolute,Exports of goods and services - Constant
MLCON000011361,2010,41478633000,Absolute,Exports of goods and services - Constant
MLCON000011363,2010,39878771000,Absolute,Exports of goods and services - Constant
MLCON000011365,2010,37597525000,Absolute,Exports of goods and services - Constant
MLCON000011367,2010,35217806000,Absolute,Exports of goods and services - Constant
MLCON000011392,2010,2.93E+12,Absolute,Exports of goods and services - Constant
MLCON000011393,2010,3.15E+12,Absolute,Exports of goods and services - Constant
MLCON000011394,2010,3.14E+12,Absolute,Exports of goods and services - Constant
MLCON000011395,2010,3.12E+12,Absolute,Exports of goods and services - Constant
MLCON000011396,2010,3.08E+12,Absolute,Exports of goods and services - Constant
MLCON000011397,2010,3.06E+12,Absolute,Exports of goods and services - Constant
MLCON000011398,2010,3.03E+12,Absolute,Exports of goods and services - Constant
MLCON000011399,2010,2.97E+12,Absolute,Exports of goods and services - Constant
MLCON000011400,2010,2.90E+12,Absolute,Exports of goods and services - Constant
MLCON000011401,2010,2.84E+12,Absolute,Exports of goods and services - Constant
MLCON000011402,2010,2.75E+12,Absolute,Exports of goods and services - Constant
MLCON000011403,2010,2.67E+12,Absolute,Exports of goods and services - Constant
MLCON000011404,2010,2.71E+12,Absolute,Exports of goods and services - Constant
MLCON000011405,2010,2.62E+12,Absolute,Exports of goods and services - Constant
MLCON000011406,2010,2.49E+12,Absolute,Exports of goods and services - Constant
MLCON000011407,2010,2.36E+12,Absolute,Exports of goods and services - Constant
MLCON000011408,2010,2.24E+12,Absolute,Exports of goods and services - Constant
