Metric_Code,Base Year,Value,Value type,Metric name
MLCON000012615,2015,5.62E+11,Absolute,Exports of goods and services - Constant
MLCON000012622,2015,5.54E+11,Absolute,Exports of goods and services - Constant
MLCON000012630,2015,5.37E+11,Absolute,Exports of goods and services - Constant
MLCON000012638,2015,5.19E+11,Absolute,Exports of goods and services - Constant
MLCON000012646,2015,5.03E+11,Absolute,Exports of goods and services - Constant
MLCON000012654,2015,4.52E+11,Absolute,Exports of goods and services - Constant
MLCON000012662,2015,4.49E+11,Absolute,Exports of goods and services - Constant
MLCON000012670,2015,4.49E+11,Absolute,Exports of goods and services - Constant
MLCON000012678,2015,4.18E+11,Absolute,Exports of goods and services - Constant
MLCON000012686,2015,3.86E+11,Absolute,Exports of goods and services - Constant
MLCON000012694,2015,3.85E+11,Absolute,Exports of goods and services - Constant
MLCON000012702,2015,3.76E+11,Absolute,Exports of goods and services - Constant
MLCON000012710,2015,3.67E+11,Absolute,Exports of goods and services - Constant
MLCON000012718,2015,3.70E+11,Absolute,Exports of goods and services - Constant
MLCON000012726,2015,3.80E+11,Absolute,Exports of goods and services - Constant
MLCON000012734,2015,3.27E+11,Absolute,Exports of goods and services - Constant
MLCON000012742,2015,3.88E+11,Absolute,Exports of goods and services - Constant
MLCON000012750,2015,4.48E+11,Absolute,Exports of goods and services - Constant
MLCON000012758,2015,3.92E+11,Absolute,Exports of goods and services - Constant
MLCON000012766,2015,3.91E+11,Absolute,Exports of goods and services - Constant
MLCON000012774,2015,3.45E+11,Absolute,Exports of goods and services - Constant
MLCON000012782,2015,2.83E+11,Absolute,Exports of goods and services - Constant
MLCON000012790,2015,2.82E+11,Absolute,Exports of goods and services - Constant
MLCON000012798,2015,2.57E+11,Absolute,Exports of goods and services - Constant
MLCON000012806,2015,2.37E+11,Absolute,Exports of goods and services - Constant
MLCON000012814,2015,2.17E+11,Absolute,Exports of goods and services - Constant
MLCON000012822,2015,2.27E+11,Absolute,Exports of goods and services - Constant
MLCON000012830,2015,2.05E+11,Absolute,Exports of goods and services - Constant
MLCON000012838,2015,1.75E+11,Absolute,Exports of goods and services - Constant
MLCON000012846,2015,1.58E+11,Absolute,Exports of goods and services - Constant
MLCON000012854,2015,1.65E+11,Absolute,Exports of goods and services - Constant
MLCON000012862,2015,1.59E+11,Absolute,Exports of goods and services - Constant
MLCON000012870,2015,1.67E+11,Absolute,Exports of goods and services - Constant
MLCON000012878,2015,1.70E+11,Absolute,Exports of goods and services - Constant
MLCON000012886,2015,1.57E+11,Absolute,Exports of goods and services - Constant
MLCON000012894,2015,1.32E+11,Absolute,Exports of goods and services - Constant
MLCON000012902,2015,1.13E+11,Absolute,Exports of goods and services - Constant
MLCON000012910,2015,1.03E+11,Absolute,Exports of goods and services - Constant
MLCON000012918,2015,87124000000,Absolute,Exports of goods and services - Constant
MLCON000012926,2015,69893000000,Absolute,Exports of goods and services - Constant
MLCON000012934,2015,69075000000,Absolute,Exports of goods and services - Constant
MLCON000012942,2015,69118000000,Absolute,Exports of goods and services - Constant
MLCON000012950,2015,61854000000,Absolute,Exports of goods and services - Constant
MLCON000012958,2015,56625000000,Absolute,Exports of goods and services - Constant
MLCON000012966,2015,45907000000,Absolute,Exports of goods and services - Constant
MLCON000012974,2015,40268000000,Absolute,Exports of goods and services - Constant
MLCON000012982,2015,38611000000,Absolute,Exports of goods and services - Constant
MLCON000012990,2015,42345000000,Absolute,Exports of goods and services - Constant
MLCON000012998,2015,50971000000,Absolute,Exports of goods and services - Constant
MLCON000013006,2015,58498000000,Absolute,Exports of goods and services - Constant
MLCON000013014,2015,52391000000,Absolute,Exports of goods and services - Constant
MLCON000013022,2015,47006000000,Absolute,Exports of goods and services - Constant
MLCON000013030,2015,34940000000,Absolute,Exports of goods and services - Constant
MLCON000013038,2015,25995000000,Absolute,Exports of goods and services - Constant
MLCON000013069,2015,1.53E+14,Absolute,Exports of goods and services - Constant
MLCON000013070,2015,1.95E+14,Absolute,Exports of goods and services - Constant
MLCON000013071,2015,1.88E+14,Absolute,Exports of goods and services - Constant
MLCON000013072,2015,1.85E+14,Absolute,Exports of goods and services - Constant
MLCON000013073,2015,1.91E+14,Absolute,Exports of goods and services - Constant
MLCON000013074,2015,1.91E+14,Absolute,Exports of goods and services - Constant
MLCON000013075,2015,1.94E+14,Absolute,Exports of goods and services - Constant
MLCON000013076,2015,1.73E+14,Absolute,Exports of goods and services - Constant
MLCON000013077,2015,1.60E+14,Absolute,Exports of goods and services - Constant
MLCON000013078,2015,1.56E+14,Absolute,Exports of goods and services - Constant
MLCON000013079,2015,1.32E+14,Absolute,Exports of goods and services - Constant
MLCON000013080,2015,1.20E+14,Absolute,Exports of goods and services - Constant
MLCON000013081,2015,1.28E+14,Absolute,Exports of goods and services - Constant
MLCON000013082,2015,1.17E+14,Absolute,Exports of goods and services - Constant
MLCON000013083,2015,1.01E+14,Absolute,Exports of goods and services - Constant
MLCON000013084,2015,8.67E+13,Absolute,Exports of goods and services - Constant
MLCON000013208,2015,1.25E+12,Absolute,Exports of goods and services - Constant
MLCON000013210,2015,1.45E+12,Absolute,Exports of goods and services - Constant
MLCON000013212,2015,1.43E+12,Absolute,Exports of goods and services - Constant
MLCON000013214,2015,1.32E+12,Absolute,Exports of goods and services - Constant
MLCON000013216,2015,1.24E+12,Absolute,Exports of goods and services - Constant
MLCON000013218,2015,1.29E+12,Absolute,Exports of goods and services - Constant
MLCON000013220,2015,1.14E+12,Absolute,Exports of goods and services - Constant
MLCON000013222,2015,1.07E+12,Absolute,Exports of goods and services - Constant
MLCON000013224,2015,1.12E+12,Absolute,Exports of goods and services - Constant
MLCON000013226,2015,1.16E+12,Absolute,Exports of goods and services - Constant
MLCON000013228,2015,1.14E+12,Absolute,Exports of goods and services - Constant
MLCON000013230,2015,1.10E+12,Absolute,Exports of goods and services - Constant
MLCON000013232,2015,1.33E+12,Absolute,Exports of goods and services - Constant
MLCON000013234,2015,1.32E+12,Absolute,Exports of goods and services - Constant
MLCON000013236,2015,1.16E+12,Absolute,Exports of goods and services - Constant
MLCON000013238,2015,1.05E+12,Absolute,Exports of goods and services - Constant
MLCON000013240,2015,1.01E+12,Absolute,Exports of goods and services - Constant
MLCON000013242,2015,9.40E+11,Absolute,Exports of goods and services - Constant
MLCON000013244,2015,9.34E+11,Absolute,Exports of goods and services - Constant
MLCON000013246,2015,9.21E+11,Absolute,Exports of goods and services - Constant
MLCON000013248,2015,8.63E+11,Absolute,Exports of goods and services - Constant
MLCON000013250,2015,7.78E+11,Absolute,Exports of goods and services - Constant
MLCON000013252,2015,7.99E+11,Absolute,Exports of goods and services - Constant
MLCON000013254,2015,8.25E+11,Absolute,Exports of goods and services - Constant
MLCON000013256,2015,8.98E+11,Absolute,Exports of goods and services - Constant
MLCON000013258,2015,7.89E+11,Absolute,Exports of goods and services - Constant
MLCON000013398,2015,51816000000,Absolute,Exports of goods and services - Constant
MLCON000013400,2015,53305000000,Absolute,Exports of goods and services - Constant
MLCON000013402,2015,55621000000,Absolute,Exports of goods and services - Constant
MLCON000013404,2015,52657000000,Absolute,Exports of goods and services - Constant
MLCON000013406,2015,50040000000,Absolute,Exports of goods and services - Constant
MLCON000013408,2015,45898000000,Absolute,Exports of goods and services - Constant
MLCON000013410,2015,45583000000,Absolute,Exports of goods and services - Constant
MLCON000013412,2015,45998000000,Absolute,Exports of goods and services - Constant
MLCON000013414,2015,48055000000,Absolute,Exports of goods and services - Constant
MLCON000013416,2015,50515000000,Absolute,Exports of goods and services - Constant
MLCON000013418,2015,45375000000,Absolute,Exports of goods and services - Constant
MLCON000013420,2015,41821000000,Absolute,Exports of goods and services - Constant
MLCON000013422,2015,52244000000,Absolute,Exports of goods and services - Constant
MLCON000013424,2015,53004000000,Absolute,Exports of goods and services - Constant
MLCON000013426,2015,47972000000,Absolute,Exports of goods and services - Constant
MLCON000013428,2015,48076000000,Absolute,Exports of goods and services - Constant
MLCON000013430,2015,44511000000,Absolute,Exports of goods and services - Constant
MLCON000013432,2015,42173000000,Absolute,Exports of goods and services - Constant
MLCON000013434,2015,41112000000,Absolute,Exports of goods and services - Constant
MLCON000013436,2015,41966000000,Absolute,Exports of goods and services - Constant
MLCON000013438,2015,42043000000,Absolute,Exports of goods and services - Constant
MLCON000013440,2015,37952000000,Absolute,Exports of goods and services - Constant
MLCON000013442,2015,37750000000,Absolute,Exports of goods and services - Constant
MLCON000013444,2015,33431000000,Absolute,Exports of goods and services - Constant
MLCON000013446,2015,29244000000,Absolute,Exports of goods and services - Constant
MLCON000013448,2015,28389000000,Absolute,Exports of goods and services - Constant
MLCON000013513,2015,9559796956,Absolute,Exports of goods and services - Constant
MLCON000013514,2015,9896280539,Absolute,Exports of goods and services - Constant
MLCON000013515,2015,10517400000,Absolute,Exports of goods and services - Constant
MLCON000013516,2015,9871720000,Absolute,Exports of goods and services - Constant
MLCON000013517,2015,10108800000,Absolute,Exports of goods and services - Constant
MLCON000013518,2015,8923096112,Absolute,Exports of goods and services - Constant
MLCON000013519,2015,8298434565,Absolute,Exports of goods and services - Constant
MLCON000013520,2015,6334416660,Absolute,Exports of goods and services - Constant
MLCON000013521,2015,7410259163,Absolute,Exports of goods and services - Constant
MLCON000013522,2015,6409409517,Absolute,Exports of goods and services - Constant
MLCON000013523,2015,5607915763,Absolute,Exports of goods and services - Constant
MLCON000013524,2015,6.29E+11,Absolute,Exports of goods and services - Constant
MLCON000013525,2015,6.75E+11,Absolute,Exports of goods and services - Constant
MLCON000013527,2015,6.81E+11,Absolute,Exports of goods and services - Constant
MLCON000013529,2015,6.62E+11,Absolute,Exports of goods and services - Constant
MLCON000013531,2015,6.20E+11,Absolute,Exports of goods and services - Constant
MLCON000013533,2015,5.97E+11,Absolute,Exports of goods and services - Constant
MLCON000013535,2015,6.08E+11,Absolute,Exports of goods and services - Constant
MLCON000013537,2015,5.87E+11,Absolute,Exports of goods and services - Constant
MLCON000013539,2015,5.71E+11,Absolute,Exports of goods and services - Constant
MLCON000013541,2015,6.26E+11,Absolute,Exports of goods and services - Constant
MLCON000013543,2015,5.72E+11,Absolute,Exports of goods and services - Constant
MLCON000013545,2015,5.10E+11,Absolute,Exports of goods and services - Constant
MLCON000013547,2015,6.13E+11,Absolute,Exports of goods and services - Constant
MLCON000013549,2015,6.10E+11,Absolute,Exports of goods and services - Constant
MLCON000013551,2015,5.72E+11,Absolute,Exports of goods and services - Constant
MLCON000013553,2015,5.23E+11,Absolute,Exports of goods and services - Constant
MLCON000013555,2015,5.34E+11,Absolute,Exports of goods and services - Constant
MLCON000013557,2015,5.49E+11,Absolute,Exports of goods and services - Constant
MLCON000013559,2015,5.52E+11,Absolute,Exports of goods and services - Constant
MLCON000013561,2015,5.98E+11,Absolute,Exports of goods and services - Constant
MLCON000013563,2015,6.12E+11,Absolute,Exports of goods and services - Constant
MLCON000013565,2015,5.93E+11,Absolute,Exports of goods and services - Constant
MLCON000013567,2015,5.68E+11,Absolute,Exports of goods and services - Constant
MLCON000013569,2015,5.43E+11,Absolute,Exports of goods and services - Constant
MLCON000013571,2015,5.33E+11,Absolute,Exports of goods and services - Constant
MLCON000013573,2015,5.56E+11,Absolute,Exports of goods and services - Constant
MLCON000013581,2015,23753396000,Absolute,Exports of goods and services - Constant
MLCON000013583,2015,22637601000,Absolute,Exports of goods and services - Constant
MLCON000013585,2015,23257306000,Absolute,Exports of goods and services - Constant
MLCON000013587,2015,22216672000,Absolute,Exports of goods and services - Constant
MLCON000013589,2015,22644625000,Absolute,Exports of goods and services - Constant
MLCON000013591,2015,21303390000,Absolute,Exports of goods and services - Constant
MLCON000013593,2015,20426487000,Absolute,Exports of goods and services - Constant
MLCON000013595,2015,19551349000,Absolute,Exports of goods and services - Constant
MLCON000013597,2015,20217273000,Absolute,Exports of goods and services - Constant
MLCON000013599,2015,25563160000,Absolute,Exports of goods and services - Constant
MLCON000013601,2015,37501531000,Absolute,Exports of goods and services - Constant
MLCON000013603,2015,42028378000,Absolute,Exports of goods and services - Constant
MLCON000013605,2015,57480982000,Absolute,Exports of goods and services - Constant
MLCON000013607,2015,63315029000,Absolute,Exports of goods and services - Constant
MLCON000013609,2015,58338193000,Absolute,Exports of goods and services - Constant
MLCON000013611,2015,47092098000,Absolute,Exports of goods and services - Constant
MLCON000013613,2015,52698342000,Absolute,Exports of goods and services - Constant
MLCON000013615,2015,53045084000,Absolute,Exports of goods and services - Constant
MLCON000013617,2015,44724387000,Absolute,Exports of goods and services - Constant
MLCON000013619,2015,43747318000,Absolute,Exports of goods and services - Constant
MLCON000013621,2015,41877362000,Absolute,Exports of goods and services - Constant
MLCON000013623,2015,37269467000,Absolute,Exports of goods and services - Constant
MLCON000013625,2015,37443048000,Absolute,Exports of goods and services - Constant
MLCON000013627,2015,31966009000,Absolute,Exports of goods and services - Constant
MLCON000013629,2015,31078010000,Absolute,Exports of goods and services - Constant
MLCON000013631,2015,28808105000,Absolute,Exports of goods and services - Constant
MLCON000013660,2015,1.05E+13,Absolute,Exports of goods and services - Constant
MLCON000013662,2015,1.11E+13,Absolute,Exports of goods and services - Constant
MLCON000013664,2015,1.00E+13,Absolute,Exports of goods and services - Constant
MLCON000013666,2015,8.61E+12,Absolute,Exports of goods and services - Constant
MLCON000013668,2015,7.77E+12,Absolute,Exports of goods and services - Constant
MLCON000013670,2015,8.11E+12,Absolute,Exports of goods and services - Constant
MLCON000013672,2015,8.12E+12,Absolute,Exports of goods and services - Constant
MLCON000013674,2015,7.19E+12,Absolute,Exports of goods and services - Constant
MLCON000013676,2015,6.78E+12,Absolute,Exports of goods and services - Constant
MLCON000013678,2015,7.21E+12,Absolute,Exports of goods and services - Constant
MLCON000013680,2015,7.41E+12,Absolute,Exports of goods and services - Constant
MLCON000013682,2015,7.23E+12,Absolute,Exports of goods and services - Constant
MLCON000013684,2015,9.67E+12,Absolute,Exports of goods and services - Constant
MLCON000013686,2015,9.46E+12,Absolute,Exports of goods and services - Constant
MLCON000013688,2015,9.73E+12,Absolute,Exports of goods and services - Constant
MLCON000013690,2015,9.51E+12,Absolute,Exports of goods and services - Constant
MLCON000013692,2015,9.67E+12,Absolute,Exports of goods and services - Constant
MLCON000013694,2015,8.36E+12,Absolute,Exports of goods and services - Constant
MLCON000013696,2015,8.23E+12,Absolute,Exports of goods and services - Constant
MLCON000013698,2015,7.83E+12,Absolute,Exports of goods and services - Constant
MLCON000013700,2015,8.12E+12,Absolute,Exports of goods and services - Constant
MLCON000013702,2015,7.69E+12,Absolute,Exports of goods and services - Constant
MLCON000013704,2015,7.62E+12,Absolute,Exports of goods and services - Constant
MLCON000013706,2015,6.38E+12,Absolute,Exports of goods and services - Constant
MLCON000013708,2015,5.75E+12,Absolute,Exports of goods and services - Constant
MLCON000013710,2015,5.47E+12,Absolute,Exports of goods and services - Constant
MLCON000013830,2015,69289470000,Absolute,Exports of goods and services - Constant
MLCON000013835,2015,88356130000,Absolute,Exports of goods and services - Constant
MLCON000013840,2015,55512380000,Absolute,Exports of goods and services - Constant
MLCON000013846,2015,44778740000,Absolute,Exports of goods and services - Constant
MLCON000013853,2015,35291170000,Absolute,Exports of goods and services - Constant
MLCON000013860,2015,37433960000,Absolute,Exports of goods and services - Constant
MLCON000013867,2015,32050290000,Absolute,Exports of goods and services - Constant
MLCON000013874,2015,30676810000,Absolute,Exports of goods and services - Constant
MLCON000013881,2015,35318740000,Absolute,Exports of goods and services - Constant
MLCON000013888,2015,43855320000,Absolute,Exports of goods and services - Constant
MLCON000013895,2015,50751750000,Absolute,Exports of goods and services - Constant
MLCON000013902,2015,51317080000,Absolute,Exports of goods and services - Constant
MLCON000013909,2015,47204760000,Absolute,Exports of goods and services - Constant
MLCON000013916,2015,40095750000,Absolute,Exports of goods and services - Constant
MLCON000013923,2015,37350010000,Absolute,Exports of goods and services - Constant
MLCON000013930,2015,34114520000,Absolute,Exports of goods and services - Constant
MLCON000013937,2015,32161460000,Absolute,Exports of goods and services - Constant
MLCON000013944,2015,31002120000,Absolute,Exports of goods and services - Constant
MLCON000013951,2015,29052610000,Absolute,Exports of goods and services - Constant
MLCON000013958,2015,26612870000,Absolute,Exports of goods and services - Constant
MLCON000013965,2015,23044740000,Absolute,Exports of goods and services - Constant
MLCON000013972,2015,19453230000,Absolute,Exports of goods and services - Constant
MLCON000013979,2015,16761490000,Absolute,Exports of goods and services - Constant
MLCON000013983,2015,2.84E+11,Absolute,Exports of goods and services - Constant
MLCON000013984,2015,2.89E+11,Absolute,Exports of goods and services - Constant
MLCON000013985,2015,2.79E+11,Absolute,Exports of goods and services - Constant
MLCON000013986,2015,2.72E+11,Absolute,Exports of goods and services - Constant
MLCON000013988,2015,2.57E+11,Absolute,Exports of goods and services - Constant
MLCON000013990,2015,2.32E+11,Absolute,Exports of goods and services - Constant
MLCON000013992,2015,2.30E+11,Absolute,Exports of goods and services - Constant
MLCON000013994,2015,2.17E+11,Absolute,Exports of goods and services - Constant
MLCON000013996,2015,2.16E+11,Absolute,Exports of goods and services - Constant
MLCON000013998,2015,2.07E+11,Absolute,Exports of goods and services - Constant
MLCON000014000,2015,1.81E+11,Absolute,Exports of goods and services - Constant
MLCON000014002,2015,1.64E+11,Absolute,Exports of goods and services - Constant
MLCON000014004,2015,1.73E+11,Absolute,Exports of goods and services - Constant
MLCON000014006,2015,1.69E+11,Absolute,Exports of goods and services - Constant
MLCON000014008,2015,1.58E+11,Absolute,Exports of goods and services - Constant
MLCON000014010,2015,1.47E+11,Absolute,Exports of goods and services - Constant
MLCON000014012,2015,1.39E+11,Absolute,Exports of goods and services - Constant
MLCON000014014,2015,1.36E+11,Absolute,Exports of goods and services - Constant
MLCON000014016,2015,1.43E+11,Absolute,Exports of goods and services - Constant
MLCON000014018,2015,1.58E+11,Absolute,Exports of goods and services - Constant
MLCON000014020,2015,1.62E+11,Absolute,Exports of goods and services - Constant
MLCON000014022,2015,1.59E+11,Absolute,Exports of goods and services - Constant
MLCON000014024,2015,1.50E+11,Absolute,Exports of goods and services - Constant
MLCON000014026,2015,1.54E+11,Absolute,Exports of goods and services - Constant
MLCON000014028,2015,1.54E+11,Absolute,Exports of goods and services - Constant
MLCON000014030,2015,1.41E+11,Absolute,Exports of goods and services - Constant
MLCON000014056,2015,2.81E+11,Absolute,Exports of goods and services - Constant
MLCON000014057,2015,3.15E+11,Absolute,Exports of goods and services - Constant
MLCON000014059,2015,3.22E+11,Absolute,Exports of goods and services - Constant
MLCON000014061,2015,3.11E+11,Absolute,Exports of goods and services - Constant
MLCON000014063,2015,2.98E+11,Absolute,Exports of goods and services - Constant
MLCON000014065,2015,2.83E+11,Absolute,Exports of goods and services - Constant
MLCON000014067,2015,2.79E+11,Absolute,Exports of goods and services - Constant
MLCON000014069,2015,2.77E+11,Absolute,Exports of goods and services - Constant
MLCON000014071,2015,2.92E+11,Absolute,Exports of goods and services - Constant
MLCON000014073,2015,3.46E+11,Absolute,Exports of goods and services - Constant
MLCON000014075,2015,3.48E+11,Absolute,Exports of goods and services - Constant
MLCON000014077,2015,3.30E+11,Absolute,Exports of goods and services - Constant
MLCON000014079,2015,3.87E+11,Absolute,Exports of goods and services - Constant
MLCON000014081,2015,4.01E+11,Absolute,Exports of goods and services - Constant
MLCON000014083,2015,3.92E+11,Absolute,Exports of goods and services - Constant
MLCON000014085,2015,3.74E+11,Absolute,Exports of goods and services - Constant
MLCON000014087,2015,3.75E+11,Absolute,Exports of goods and services - Constant
MLCON000014089,2015,3.69E+11,Absolute,Exports of goods and services - Constant
MLCON000014091,2015,3.70E+11,Absolute,Exports of goods and services - Constant
MLCON000014093,2015,3.55E+11,Absolute,Exports of goods and services - Constant
MLCON000014095,2015,3.46E+11,Absolute,Exports of goods and services - Constant
MLCON000014097,2015,3.27E+11,Absolute,Exports of goods and services - Constant
MLCON000014099,2015,3.12E+11,Absolute,Exports of goods and services - Constant
MLCON000014101,2015,3.01E+11,Absolute,Exports of goods and services - Constant
MLCON000014103,2015,2.93E+11,Absolute,Exports of goods and services - Constant
MLCON000014105,2015,2.93E+11,Absolute,Exports of goods and services - Constant
MLCON000014106,2015,1.42E+14,Absolute,Exports of goods and services - Constant
MLCON000014108,2015,1.40E+14,Absolute,Exports of goods and services - Constant
MLCON000014110,2015,1.39E+14,Absolute,Exports of goods and services - Constant
MLCON000014112,2015,1.36E+14,Absolute,Exports of goods and services - Constant
MLCON000014114,2015,1.35E+14,Absolute,Exports of goods and services - Constant
MLCON000014116,2015,1.31E+14,Absolute,Exports of goods and services - Constant
MLCON000014118,2015,1.28E+14,Absolute,Exports of goods and services - Constant
MLCON000014120,2015,1.25E+14,Absolute,Exports of goods and services - Constant
MLCON000014122,2015,1.21E+14,Absolute,Exports of goods and services - Constant
MLCON000014124,2015,1.17E+14,Absolute,Exports of goods and services - Constant
MLCON000014126,2015,1.14E+14,Absolute,Exports of goods and services - Constant
MLCON000014128,2015,1.36E+14,Absolute,Exports of goods and services - Constant
MLCON000014130,2015,1.40E+14,Absolute,Exports of goods and services - Constant
MLCON000014132,2015,1.41E+14,Absolute,Exports of goods and services - Constant
MLCON000014134,2015,1.41E+14,Absolute,Exports of goods and services - Constant
MLCON000014136,2015,1.38E+14,Absolute,Exports of goods and services - Constant
MLCON000014138,2015,1.36E+14,Absolute,Exports of goods and services - Constant
MLCON000014140,2015,1.35E+14,Absolute,Exports of goods and services - Constant
MLCON000014142,2015,1.44E+14,Absolute,Exports of goods and services - Constant
MLCON000014144,2015,1.46E+14,Absolute,Exports of goods and services - Constant
MLCON000014146,2015,1.41E+14,Absolute,Exports of goods and services - Constant
MLCON000014148,2015,1.48E+14,Absolute,Exports of goods and services - Constant
MLCON000014150,2015,1.56E+14,Absolute,Exports of goods and services - Constant
MLCON000014152,2015,1.58E+14,Absolute,Exports of goods and services - Constant
MLCON000014154,2015,1.48E+14,Absolute,Exports of goods and services - Constant
MLCON000014169,2015,8123426000,Absolute,Exports of goods and services - Constant
MLCON000014170,2015,7620660000,Absolute,Exports of goods and services - Constant
MLCON000014172,2015,7370038000,Absolute,Exports of goods and services - Constant
MLCON000014174,2015,6366482000,Absolute,Exports of goods and services - Constant
MLCON000014176,2015,5795428000,Absolute,Exports of goods and services - Constant
MLCON000014178,2015,5855393000,Absolute,Exports of goods and services - Constant
MLCON000014180,2015,5533391000,Absolute,Exports of goods and services - Constant
MLCON000014182,2015,5952539000,Absolute,Exports of goods and services - Constant
MLCON000014184,2015,6373065000,Absolute,Exports of goods and services - Constant
MLCON000014186,2015,6526978000,Absolute,Exports of goods and services - Constant
MLCON000014188,2015,4411052000,Absolute,Exports of goods and services - Constant
MLCON000014190,2015,5397750000,Absolute,Exports of goods and services - Constant
MLCON000014192,2015,9018910000,Absolute,Exports of goods and services - Constant
MLCON000014194,2015,10526283000,Absolute,Exports of goods and services - Constant
MLCON000014196,2015,8874188000,Absolute,Exports of goods and services - Constant
MLCON000014198,2015,7114978000,Absolute,Exports of goods and services - Constant
MLCON000014200,2015,6392521000,Absolute,Exports of goods and services - Constant
MLCON000014202,2015,5169085000,Absolute,Exports of goods and services - Constant
MLCON000014204,2015,4166071000,Absolute,Exports of goods and services - Constant
MLCON000014206,2015,3900834000,Absolute,Exports of goods and services - Constant
MLCON000014208,2015,3160061000,Absolute,Exports of goods and services - Constant
MLCON000014210,2015,3006222000,Absolute,Exports of goods and services - Constant
MLCON000014212,2015,2975546000,Absolute,Exports of goods and services - Constant
MLCON000014214,2015,2057742000,Absolute,Exports of goods and services - Constant
MLCON000014216,2015,1907150000,Absolute,Exports of goods and services - Constant
MLCON000014218,2015,1502720000,Absolute,Exports of goods and services - Constant
MLCON000014235,2015,8147554716,Absolute,Exports of goods and services - Constant
MLCON000014236,2015,8245186634,Absolute,Exports of goods and services - Constant
MLCON000014238,2015,7876498768,Absolute,Exports of goods and services - Constant
MLCON000014240,2015,7708455209,Absolute,Exports of goods and services - Constant
MLCON000014242,2015,7943340781,Absolute,Exports of goods and services - Constant
MLCON000014244,2015,6508391321,Absolute,Exports of goods and services - Constant
MLCON000014246,2015,6093736660,Absolute,Exports of goods and services - Constant
MLCON000014248,2015,6228364543,Absolute,Exports of goods and services - Constant
MLCON000014250,2015,6964045193,Absolute,Exports of goods and services - Constant
MLCON000014252,2015,5858748032,Absolute,Exports of goods and services - Constant
MLCON000014254,2015,4215981085,Absolute,Exports of goods and services - Constant
MLCON000014256,2015,9230861950,Absolute,Exports of goods and services - Constant
MLCON000014258,2015,8920330901,Absolute,Exports of goods and services - Constant
MLCON000014260,2015,6860038009,Absolute,Exports of goods and services - Constant
MLCON000014262,2015,6104834089,Absolute,Exports of goods and services - Constant
MLCON000014318,2015,2.75E+11,Absolute,Exports of goods and services - Constant
MLCON000014319,2015,3.14E+11,Absolute,Exports of goods and services - Constant
MLCON000014320,2015,3.27E+11,Absolute,Exports of goods and services - Constant
MLCON000014322,2015,3.32E+11,Absolute,Exports of goods and services - Constant
MLCON000014324,2015,3.12E+11,Absolute,Exports of goods and services - Constant
MLCON000014326,2015,2.99E+11,Absolute,Exports of goods and services - Constant
MLCON000014338,2015,2768503538,Absolute,Exports of goods and services - Constant
MLCON000014340,2015,2891072266,Absolute,Exports of goods and services - Constant
MLCON000014342,2015,2665407398,Absolute,Exports of goods and services - Constant
MLCON000014344,2015,2582726926,Absolute,Exports of goods and services - Constant
MLCON000014346,2015,2595149700,Absolute,Exports of goods and services - Constant
MLCON000014348,2015,2413215990,Absolute,Exports of goods and services - Constant
MLCON000014350,2015,1401687294,Absolute,Exports of goods and services - Constant
MLCON000014352,2015,1338879678,Absolute,Exports of goods and services - Constant
MLCON000014354,2015,1331273378,Absolute,Exports of goods and services - Constant
MLCON000014356,2015,1318089075,Absolute,Exports of goods and services - Constant
MLCON000014358,2015,1640521350,Absolute,Exports of goods and services - Constant
MLCON000014360,2015,1352152082,Absolute,Exports of goods and services - Constant
MLCON000014362,2015,1494204086,Absolute,Exports of goods and services - Constant
MLCON000014364,2015,1499958819,Absolute,Exports of goods and services - Constant
MLCON000014366,2015,1434386863,Absolute,Exports of goods and services - Constant
MLCON000014368,2015,1618326726,Absolute,Exports of goods and services - Constant
MLCON000014370,2015,1339546863,Absolute,Exports of goods and services - Constant
MLCON000014372,2015,1251047648,Absolute,Exports of goods and services - Constant
MLCON000014374,2015,910036269,Absolute,Exports of goods and services - Constant
MLCON000014376,2015,1057813618,Absolute,Exports of goods and services - Constant
MLCON000014378,2015,1377296609,Absolute,Exports of goods and services - Constant
MLCON000014545,2015,18887874451,Absolute,Exports of goods and services - Constant
MLCON000014546,2015,22826949707,Absolute,Exports of goods and services - Constant
MLCON000014547,2015,23416145752,Absolute,Exports of goods and services - Constant
MLCON000014548,2015,28949446045,Absolute,Exports of goods and services - Constant
MLCON000014549,2015,32244355377,Absolute,Exports of goods and services - Constant
MLCON000014550,2015,44618101196,Absolute,Exports of goods and services - Constant
MLCON000014551,2015,47695773960,Absolute,Exports of goods and services - Constant
MLCON000014552,2015,36743866699,Absolute,Exports of goods and services - Constant
MLCON000014563,2015,1.59E+11,Absolute,Exports of goods and services - Constant
MLCON000014564,2015,1.69E+11,Absolute,Exports of goods and services - Constant
MLCON000014565,2015,1.57E+11,Absolute,Exports of goods and services - Constant
MLCON000014567,2015,1.51E+11,Absolute,Exports of goods and services - Constant
MLCON000014569,2015,1.45E+11,Absolute,Exports of goods and services - Constant
MLCON000014571,2015,1.55E+11,Absolute,Exports of goods and services - Constant
MLCON000014573,2015,1.20E+11,Absolute,Exports of goods and services - Constant
MLCON000014575,2015,1.22E+11,Absolute,Exports of goods and services - Constant
MLCON000014577,2015,1.22E+11,Absolute,Exports of goods and services - Constant
MLCON000014579,2015,1.30E+11,Absolute,Exports of goods and services - Constant
