,Country_or_area,Year(s),Value,Metric type,Value type,Age group,Gender,Metric ID,Start age,End age,Code,is_currency
89,Luxembourg,2011,0.2,Mental hospitals,per 100k pop,All,All,MENHOSP88,0,130,442,No
90,Madagascar,2011,0.0,Mental hospitals,per 100k pop,All,All,MENHOSP89,0,130,450,No
91,Malawi,2011,0.02,Mental hospitals,per 100k pop,All,All,MENHOSP90,0,130,454,No
92,Malaysia,2011,0.01,Mental hospitals,per 100k pop,All,All,MENHOSP91,0,130,458,No
93,Maldives,2011,0.0,Mental hospitals,per 100k pop,All,All,MENHOSP92,0,130,462,No
94,Mali,2011,0.0,Mental hospitals,per 100k pop,All,All,MENHOSP93,0,130,466,No
95,Malta,2011,0.49,Mental hospitals,per 100k pop,All,All,MENHOSP94,0,130,470,No
96,Marshall Islands,2011,0.0,Mental hospitals,per 100k pop,All,All,MENHOSP95,0,130,584,No
97,Mauritania,2011,0.03,Mental hospitals,per 100k pop,All,All,MENHOSP96,0,130,478,No
98,Mauritius,2011,0.08,Mental hospitals,per 100k pop,All,All,MENHOSP97,0,130,480,No
99,Mexico,2011,0.04,Mental hospitals,per 100k pop,All,All,MENHOSP98,0,130,484,No
100,Micronesia (Federated States of),2011,0.0,Mental hospitals,per 100k pop,All,All,MENHOSP99,0,130,583,No
101,Monaco,2011,0.0,Mental hospitals,per 100k pop,All,All,MENHOSP100,0,130,492,No
102,Mongolia,2011,0.04,Mental hospitals,per 100k pop,All,All,MENHOSP101,0,130,496,No
103,Montenegro,2011,0.48,Mental hospitals,per 100k pop,All,All,MENHOSP102,0,130,499,No
104,Morocco,2011,0.03,Mental hospitals,per 100k pop,All,All,MENHOSP103,0,130,504,No
105,Mozambique,2011,0.01,Mental hospitals,per 100k pop,All,All,MENHOSP104,0,130,508,No
106,Myanmar,2011,0.0,Mental hospitals,per 100k pop,All,All,MENHOSP105,0,130,104,No
107,Namibia,2011,0.0,Mental hospitals,per 100k pop,All,All,MENHOSP106,0,130,516,No
108,Nauru,2011,0.0,Mental hospitals,per 100k pop,All,All,MENHOSP107,0,130,520,No
109,Nepal,2011,0.0,Mental hospitals,per 100k pop,All,All,MENHOSP108,0,130,524,No
110,Netherlands,2011,0.56,Mental hospitals,per 100k pop,All,All,MENHOSP109,0,130,528,No
111,New Zealand,2011,0.0,Mental hospitals,per 100k pop,All,All,MENHOSP110,0,130,554,No
112,New Zealand,2011,0.0,Mental hospitals,per 100k pop,All,All,MENHOSP110,0,130,554,No
113,Nicaragua,2011,0.02,Mental hospitals,per 100k pop,All,All,MENHOSP111,0,130,558,No
114,Niger,2011,0.0,Mental hospitals,per 100k pop,All,All,MENHOSP112,0,130,562,No
115,Nigeria,2011,0.01,Mental hospitals,per 100k pop,All,All,MENHOSP113,0,130,566,No
116,Niue,2011,0.0,Mental hospitals,per 100k pop,All,All,MENHOSP114,0,130,570,No
117,Norway,2011,0.39,Mental hospitals,per 100k pop,All,All,MENHOSP115,0,130,578,No
118,Oman,2011,0.03,Mental hospitals,per 100k pop,All,All,MENHOSP116,0,130,512,No
119,Pakistan,2011,0.0,Mental hospitals,per 100k pop,All,All,MENHOSP117,0,130,586,No
120,Palau,2011,0.0,Mental hospitals,per 100k pop,All,All,MENHOSP118,0,130,585,No
121,Panama,2011,0.0,Mental hospitals,per 100k pop,All,All,MENHOSP119,0,130,591,No
122,Panama,2011,0.0,Mental hospitals,per 100k pop,All,All,MENHOSP119,0,130,590,No
123,Papua New Guinea,2011,0.01,Mental hospitals,per 100k pop,All,All,MENHOSP120,0,130,598,No
124,Paraguay,2011,0.02,Mental hospitals,per 100k pop,All,All,MENHOSP121,0,130,600,No
125,Peru,2011,0.01,Mental hospitals,per 100k pop,All,All,MENHOSP122,0,130,604,No
126,Philippines,2011,0.0,Mental hospitals,per 100k pop,All,All,MENHOSP123,0,130,608,No
127,Poland,2011,0.14,Mental hospitals,per 100k pop,All,All,MENHOSP124,0,130,616,No
128,Portugal,2011,0.06,Mental hospitals,per 100k pop,All,All,MENHOSP125,0,130,620,No
129,Qatar,2011,0.07,Mental hospitals,per 100k pop,All,All,MENHOSP126,0,130,634,No
130,Republic of Korea,2011,2.54,Mental hospitals,per 100k pop,All,All,MENHOSP127,0,130,410,No
131,Republic of Moldova,2011,0.08,Mental hospitals,per 100k pop,All,All,MENHOSP128,0,130,498,No
132,Romania,2011,0.18,Mental hospitals,per 100k pop,All,All,MENHOSP129,0,130,642,No
133,Russian Federation,2011,0.26,Mental hospitals,per 100k pop,All,All,MENHOSP130,0,130,643,No
134,Rwanda,2011,0.01,Mental hospitals,per 100k pop,All,All,MENHOSP131,0,130,646,No
135,Saint Kitts and Nevis,2011,0.0,Mental hospitals,per 100k pop,All,All,MENHOSP132,0,130,659,No
136,Saint Lucia,2011,0.57,Mental hospitals,per 100k pop,All,All,MENHOSP133,0,130,662,No
137,Saint Vincent and the Grenadines,2011,0.92,Mental hospitals,per 100k pop,All,All,MENHOSP134,0,130,670,No
138,Sao Tome and Principe,2011,0.6,Mental hospitals,per 100k pop,All,All,MENHOSP135,0,130,678,No
