,Country_or_area,Year(s),Value,Metric type,Value type,Age group,Gender,Metric ID,Start age,End age,Code,is_currency
0,Afghanistan,2008,69,Mortality Rate Chronic Respiratory Conditions,per 100k pop,30-70,All,MRCRC1,30,70,4,No
1,Albania,2008,10,Mortality Rate Chronic Respiratory Conditions,per 100k pop,30-70,All,MRCRC2,30,70,8,No
2,Algeria,2008,48,Mortality Rate Chronic Respiratory Conditions,per 100k pop,30-70,All,MRCRC3,30,70,12,No
3,Andorra,2008,16,Mortality Rate Chronic Respiratory Conditions,per 100k pop,30-70,All,MRCRC4,30,70,20,No
4,Angola,2008,110,Mortality Rate Chronic Respiratory Conditions,per 100k pop,30-70,All,MRCRC5,30,70,24,No
5,Antigua and Barbuda,2008,19,Mortality Rate Chronic Respiratory Conditions,per 100k pop,30-70,All,MRCRC6,30,70,28,No
6,Argentina,2008,39,Mortality Rate Chronic Respiratory Conditions,per 100k pop,30-70,All,MRCRC7,30,70,32,No
7,Armenia,2008,34,Mortality Rate Chronic Respiratory Conditions,per 100k pop,30-70,All,MRCRC8,30,70,51,No
8,Australia,2008,11,Mortality Rate Chronic Respiratory Conditions,per 100k pop,30-70,All,MRCRC9,30,70,36,No
9,Austria,2008,10,Mortality Rate Chronic Respiratory Conditions,per 100k pop,30-70,All,MRCRC10,30,70,40,No
10,Azerbaijan,2008,29,Mortality Rate Chronic Respiratory Conditions,per 100k pop,30-70,All,MRCRC11,30,70,31,No
11,Bahamas,2008,15,Mortality Rate Chronic Respiratory Conditions,per 100k pop,30-70,All,MRCRC12,30,70,44,No
12,Bahrain,2008,20,Mortality Rate Chronic Respiratory Conditions,per 100k pop,30-70,All,MRCRC13,30,70,48,No
13,Bangladesh,2008,97,Mortality Rate Chronic Respiratory Conditions,per 100k pop,30-70,All,MRCRC14,30,70,50,No
14,Barbados,2008,19,Mortality Rate Chronic Respiratory Conditions,per 100k pop,30-70,All,MRCRC15,30,70,52,No
15,Belarus,2008,26,Mortality Rate Chronic Respiratory Conditions,per 100k pop,30-70,All,MRCRC16,30,70,112,No
16,Belgium,2008,19,Mortality Rate Chronic Respiratory Conditions,per 100k pop,30-70,All,MRCRC17,30,70,56,No
17,Belize,2008,29,Mortality Rate Chronic Respiratory Conditions,per 100k pop,30-70,All,MRCRC18,30,70,84,No
18,Benin,2008,102,Mortality Rate Chronic Respiratory Conditions,per 100k pop,30-70,All,MRCRC19,30,70,204,No
19,Bhutan,2008,87,Mortality Rate Chronic Respiratory Conditions,per 100k pop,30-70,All,MRCRC20,30,70,64,No
20,Bolivia (Plurinational State of),2008,37,Mortality Rate Chronic Respiratory Conditions,per 100k pop,30-70,All,MRCRC21,30,70,68,No
21,Bosnia and Herzegovina,2008,13,Mortality Rate Chronic Respiratory Conditions,per 100k pop,30-70,All,MRCRC22,30,70,70,No
22,Botswana,2008,70,Mortality Rate Chronic Respiratory Conditions,per 100k pop,30-70,All,MRCRC23,30,70,72,No
23,Brazil,2008,32,Mortality Rate Chronic Respiratory Conditions,per 100k pop,30-70,All,MRCRC24,30,70,76,No
24,Brunei Darussalam,2008,26,Mortality Rate Chronic Respiratory Conditions,per 100k pop,30-70,All,MRCRC25,30,70,96,No
25,Bulgaria,2008,16,Mortality Rate Chronic Respiratory Conditions,per 100k pop,30-70,All,MRCRC26,30,70,100,No
26,Burkina Faso,2008,94,Mortality Rate Chronic Respiratory Conditions,per 100k pop,30-70,All,MRCRC27,30,70,854,No
27,Burundi,2008,91,Mortality Rate Chronic Respiratory Conditions,per 100k pop,30-70,All,MRCRC28,30,70,108,No
28,Cabo Verde,2008,55,Mortality Rate Chronic Respiratory Conditions,per 100k pop,30-70,All,MRCRC29,30,70,132,No
29,Cambodia,2008,63,Mortality Rate Chronic Respiratory Conditions,per 100k pop,30-70,All,MRCRC30,30,70,116,No
30,Cameroon,2008,115,Mortality Rate Chronic Respiratory Conditions,per 100k pop,30-70,All,MRCRC31,30,70,120,No
31,Canada,2008,11,Mortality Rate Chronic Respiratory Conditions,per 100k pop,30-70,All,MRCRC32,30,70,124,No
32,Central African Republic,2008,116,Mortality Rate Chronic Respiratory Conditions,per 100k pop,30-70,All,MRCRC33,30,70,140,No
33,Chad,2008,111,Mortality Rate Chronic Respiratory Conditions,per 100k pop,30-70,All,MRCRC34,30,70,148,No
34,Chile,2008,17,Mortality Rate Chronic Respiratory Conditions,per 100k pop,30-70,All,MRCRC35,30,70,152,No
35,China,2008,49,Mortality Rate Chronic Respiratory Conditions,per 100k pop,30-70,All,MRCRC36,30,70,156,No
36,Colombia,2008,21,Mortality Rate Chronic Respiratory Conditions,per 100k pop,30-70,All,MRCRC37,30,70,170,No
37,Comoros,2008,92,Mortality Rate Chronic Respiratory Conditions,per 100k pop,30-70,All,MRCRC38,30,70,174,No
38,Congo,2008,95,Mortality Rate Chronic Respiratory Conditions,per 100k pop,30-70,All,MRCRC39,30,70,178,No
39,Cook Islands,2008,38,Mortality Rate Chronic Respiratory Conditions,per 100k pop,30-70,All,MRCRC40,30,70,184,No
40,Costa Rica,2008,12,Mortality Rate Chronic Respiratory Conditions,per 100k pop,30-70,All,MRCRC41,30,70,188,No
41,Côte dIvoire,2008,166,Mortality Rate Chronic Respiratory Conditions,per 100k pop,30-70,All,MRCRC42,30,70,384,No
42,Croatia,2008,8,Mortality Rate Chronic Respiratory Conditions,per 100k pop,30-70,All,MRCRC43,30,70,191,No
43,Cuba,2008,19,Mortality Rate Chronic Respiratory Conditions,per 100k pop,30-70,All,MRCRC44,30,70,192,No
44,Cyprus,2008,7,Mortality Rate Chronic Respiratory Conditions,per 100k pop,30-70,All,MRCRC45,30,70,196,No
45,Czech Republic,2008,13,Mortality Rate Chronic Respiratory Conditions,per 100k pop,30-70,All,MRCRC46,30,70,203,No
46,Democratic Peoples Republic of Korea,2008,49,Mortality Rate Chronic Respiratory Conditions,per 100k pop,30-70,All,MRCRC47,30,70,408,No
