,Country_or_area,Year(s),Value,Metric type,Value type,Age group,Gender,Metric ID,Start age,End age,Code,is_currency
24,Bulgaria,2010,8,Preterm birth rate,per 100 pop,All,All,PREBR25,0,130,100,No
25,Burkina Faso,2010,11,Preterm birth rate,per 100 pop,All,All,PREBR26,0,130,854,No
26,Burundi,2010,11,Preterm birth rate,per 100 pop,All,All,PREBR27,0,130,108,No
27,Cabo Verde,2010,11,Preterm birth rate,per 100 pop,All,All,PREBR28,0,130,132,No
28,Cambodia,2010,11,Preterm birth rate,per 100 pop,All,All,PREBR29,0,130,116,No
29,Cameroon,2010,13,Preterm birth rate,per 100 pop,All,All,PREBR30,0,130,120,No
30,Canada,2010,8,Preterm birth rate,per 100 pop,All,All,PREBR31,0,130,124,No
31,Central African Republic,2010,13,Preterm birth rate,per 100 pop,All,All,PREBR32,0,130,140,No
32,Chad,2010,13,Preterm birth rate,per 100 pop,All,All,PREBR33,0,130,148,No
33,Chile,2010,7,Preterm birth rate,per 100 pop,All,All,PREBR34,0,130,152,No
34,China,2010,7,Preterm birth rate,per 100 pop,All,All,PREBR35,0,130,156,No
35,Colombia,2010,9,Preterm birth rate,per 100 pop,All,All,PREBR36,0,130,170,No
36,Comoros,2010,17,Preterm birth rate,per 100 pop,All,All,PREBR37,0,130,174,No
37,Congo,2010,17,Preterm birth rate,per 100 pop,All,All,PREBR38,0,130,178,No
38,Costa Rica,2010,14,Preterm birth rate,per 100 pop,All,All,PREBR39,0,130,188,No
39,Côte dIvoire,2010,14,Preterm birth rate,per 100 pop,All,All,PREBR40,0,130,384,No
40,Croatia,2010,6,Preterm birth rate,per 100 pop,All,All,PREBR41,0,130,191,No
41,Cuba,2010,6,Preterm birth rate,per 100 pop,All,All,PREBR42,0,130,192,No
42,Cyprus,2010,15,Preterm birth rate,per 100 pop,All,All,PREBR43,0,130,196,No
43,Czech Republic,2010,7,Preterm birth rate,per 100 pop,All,All,PREBR44,0,130,203,No
44,Democratic Peoples Republic of Korea,2010,11,Preterm birth rate,per 100 pop,All,All,PREBR45,0,130,408,No
45,Democratic Republic of the Congo,2010,12,Preterm birth rate,per 100 pop,All,All,PREBR46,0,130,180,No
46,Denmark,2010,7,Preterm birth rate,per 100 pop,All,All,PREBR47,0,130,208,No
47,Djibouti,2010,12,Preterm birth rate,per 100 pop,All,All,PREBR48,0,130,262,No
48,Dominica,2010,12,Preterm birth rate,per 100 pop,All,All,PREBR49,0,130,212,No
49,Dominican Republic,2010,11,Preterm birth rate,per 100 pop,All,All,PREBR50,0,130,214,No
50,Ecuador,2010,5,Preterm birth rate,per 100 pop,All,All,PREBR51,0,130,218,No
51,Egypt,2010,7,Preterm birth rate,per 100 pop,All,All,PREBR52,0,130,818,No
52,El Salvador,2010,13,Preterm birth rate,per 100 pop,All,All,PREBR53,0,130,222,No
53,Equatorial Guinea,2010,17,Preterm birth rate,per 100 pop,All,All,PREBR54,0,130,226,No
54,Eritrea,2010,12,Preterm birth rate,per 100 pop,All,All,PREBR55,0,130,232,No
55,Estonia,2010,6,Preterm birth rate,per 100 pop,All,All,PREBR56,0,130,233,No
56,Ethiopia,2010,10,Preterm birth rate,per 100 pop,All,All,PREBR57,0,130,231,No
57,Ethiopia,2010,10,Preterm birth rate,per 100 pop,All,All,PREBR57,0,130,230,No
58,Fiji,2010,10,Preterm birth rate,per 100 pop,All,All,PREBR58,0,130,242,No
59,Finland,2010,6,Preterm birth rate,per 100 pop,All,All,PREBR59,0,130,246,No
60,France,2010,7,Preterm birth rate,per 100 pop,All,All,PREBR60,0,130,250,No
61,Gabon,2010,16,Preterm birth rate,per 100 pop,All,All,PREBR61,0,130,266,No
62,Gambia,2010,14,Preterm birth rate,per 100 pop,All,All,PREBR62,0,130,270,No
63,Georgia,2010,9,Preterm birth rate,per 100 pop,All,All,PREBR63,0,130,268,No
64,Germany,2010,9,Preterm birth rate,per 100 pop,All,All,PREBR64,0,130,276,No
65,Ghana,2010,15,Preterm birth rate,per 100 pop,All,All,PREBR65,0,130,288,No
66,Greece,2010,7,Preterm birth rate,per 100 pop,All,All,PREBR66,0,130,300,No
67,Grenada,2010,10,Preterm birth rate,per 100 pop,All,All,PREBR67,0,130,308,No
68,Guatemala,2010,8,Preterm birth rate,per 100 pop,All,All,PREBR68,0,130,320,No
69,Guinea,2010,14,Preterm birth rate,per 100 pop,All,All,PREBR69,0,130,324,No
70,Guinea-Bissau,2010,11,Preterm birth rate,per 100 pop,All,All,PREBR70,0,130,624,No
71,Guyana,2010,13,Preterm birth rate,per 100 pop,All,All,PREBR71,0,130,328,No
72,Haiti,2010,14,Preterm birth rate,per 100 pop,All,All,PREBR72,0,130,332,No
73,Honduras,2010,12,Preterm birth rate,per 100 pop,All,All,PREBR73,0,130,340,No
74,Hungary,2010,9,Preterm birth rate,per 100 pop,All,All,PREBR74,0,130,348,No
75,Iceland,2010,7,Preterm birth rate,per 100 pop,All,All,PREBR75,0,130,352,No
76,India,2010,13,Preterm birth rate,per 100 pop,All,All,PREBR76,0,130,356,No
77,Indonesia,2010,16,Preterm birth rate,per 100 pop,All,All,PREBR77,0,130,360,No
78,Iran (Islamic Republic of),2010,13,Preterm birth rate,per 100 pop,All,All,PREBR78,0,130,364,No
79,Iraq,2010,7,Preterm birth rate,per 100 pop,All,All,PREBR79,0,130,368,No
80,Ireland,2010,6,Preterm birth rate,per 100 pop,All,All,PREBR80,0,130,372,No
81,Israel,2010,8,Preterm birth rate,per 100 pop,All,All,PREBR81,0,130,376,No
82,Italy,2010,7,Preterm birth rate,per 100 pop,All,All,PREBR82,0,130,380,No
83,Jamaica,2010,10,Preterm birth rate,per 100 pop,All,All,PREBR83,0,130,388,No
84,Japan,2010,6,Preterm birth rate,per 100 pop,All,All,PREBR84,0,130,392,No
85,Japan,2010,6,Preterm birth rate,per 100 pop,All,All,PREBR84,0,130,392,No
86,Jordan,2010,14,Preterm birth rate,per 100 pop,All,All,PREBR85,0,130,400,No
87,Kazakhstan,2010,9,Preterm birth rate,per 100 pop,All,All,PREBR86,0,130,398,No
88,Kenya,2010,12,Preterm birth rate,per 100 pop,All,All,PREBR87,0,130,404,No
89,Kiribati,2010,10,Preterm birth rate,per 100 pop,All,All,PREBR88,0,130,296,No
90,Kuwait,2010,11,Preterm birth rate,per 100 pop,All,All,PREBR89,0,130,414,No
91,Kyrgyzstan,2010,10,Preterm birth rate,per 100 pop,All,All,PREBR90,0,130,417,No
92,Lao Peoples Democratic Republic,2010,11,Preterm birth rate,per 100 pop,All,All,PREBR91,0,130,418,No
93,Latvia,2010,5,Preterm birth rate,per 100 pop,All,All,PREBR92,0,130,428,No
94,Lebanon,2010,8,Preterm birth rate,per 100 pop,All,All,PREBR93,0,130,422,No
95,Lesotho,2010,12,Preterm birth rate,per 100 pop,All,All,PREBR94,0,130,426,No
96,Liberia,2010,14,Preterm birth rate,per 100 pop,All,All,PREBR95,0,130,430,No
97,Libya,2010,8,Preterm birth rate,per 100 pop,All,All,PREBR96,0,130,434,No
98,Lithuania,2010,6,Preterm birth rate,per 100 pop,All,All,PREBR97,0,130,440,No
99,Luxembourg,2010,8,Preterm birth rate,per 100 pop,All,All,PREBR98,0,130,442,No
100,Madagascar,2010,14,Preterm birth rate,per 100 pop,All,All,PREBR99,0,130,450,No
101,Malawi,2010,18,Preterm birth rate,per 100 pop,All,All,PREBR100,0,130,454,No
102,Malaysia,2010,12,Preterm birth rate,per 100 pop,All,All,PREBR101,0,130,458,No
103,Maldives,2010,8,Preterm birth rate,per 100 pop,All,All,PREBR102,0,130,462,No
104,Mali,2010,12,Preterm birth rate,per 100 pop,All,All,PREBR103,0,130,466,No
105,Malta,2010,6,Preterm birth rate,per 100 pop,All,All,PREBR104,0,130,470,No
106,Marshall Islands,2010,12,Preterm birth rate,per 100 pop,All,All,PREBR105,0,130,584,No
107,Mauritania,2010,15,Preterm birth rate,per 100 pop,All,All,PREBR106,0,130,478,No
108,Mauritius,2010,13,Preterm birth rate,per 100 pop,All,All,PREBR107,0,130,480,No
109,Mexico,2010,7,Preterm birth rate,per 100 pop,All,All,PREBR108,0,130,484,No
110,Micronesia (Federated States of),2010,11,Preterm birth rate,per 100 pop,All,All,PREBR109,0,130,583,No
