Uniq ID,Year,From Currency,To Currency,Average
CURR_00001,2021,USD,ADF,5.549281
CURR_00002,2020,USD,ADF,5.751614
CURR_00003,2019,USD,ADF,5.860376
CURR_00004,2018,USD,ADF,5.559774
CURR_00005,2017,USD,ADF,5.818572
CURR_00006,2016,USD,ADF,5.92913
CURR_00007,2015,USD,ADF,5.916052
CURR_00008,2014,USD,ADF,4.945526
CURR_00009,2013,USD,ADF,4.940893
CURR_00010,2012,USD,ADF,5.108906
CURR_00011,2011,USD,ADF,4.717768
CURR_00012,2010,USD,ADF,4.958266
CURR_00013,2009,USD,ADF,4.716122
CURR_00014,2008,USD,ADF,4.483461
CURR_00015,2007,USD,ADF,4.79343
CURR_00016,2006,USD,ADF,5.228982
CURR_00017,2005,USD,ADF,5.281089
CURR_00018,2004,USD,ADF,5.279327
CURR_00019,2003,USD,ADF,5.810243
CURR_00020,2002,USD,ADF,6.95934
CURR_00021,2001,USD,ADF,7.219093
CURR_00022,2000,USD,ADF,6.571673
CURR_00023,2021,USD,ADP,140.759638
CURR_00024,2020,USD,ADP,145.891875
CURR_00025,2019,USD,ADP,148.650689
CURR_00026,2018,USD,ADP,141.025801
CURR_00027,2017,USD,ADP,147.590308
CURR_00028,2016,USD,ADP,150.39464
CURR_00029,2015,USD,ADP,150.062914
CURR_00030,2014,USD,ADP,125.445152
CURR_00031,2013,USD,ADP,125.327638
CURR_00032,2012,USD,ADP,129.589364
CURR_00033,2011,USD,ADP,119.668
CURR_00034,2010,USD,ADP,125.768319
CURR_00035,2009,USD,ADP,119.654132
CURR_00036,2008,USD,ADP,113.7247
CURR_00037,2007,USD,ADP,121.587174
CURR_00038,2006,USD,ADP,132.63512
CURR_00039,2005,USD,ADP,133.956844
CURR_00040,2004,USD,ADP,133.912148
CURR_00041,2003,USD,ADP,147.379022
CURR_00042,2002,USD,ADP,176.526312
CURR_00043,2001,USD,ADP,185.700904
CURR_00044,2000,USD,ADP,187.282884
CURR_00045,2021,USD,AED,3.6725
CURR_00046,2020,USD,AED,3.6725
CURR_00047,2019,USD,AED,3.672536
CURR_00048,2018,USD,AED,3.672506
CURR_00049,2017,USD,AED,3.672487
CURR_00050,2016,USD,AED,3.6725
CURR_00051,2015,USD,AED,3.6725
CURR_00052,2014,USD,AED,3.6725
CURR_00053,2013,USD,AED,3.6725
CURR_00054,2012,USD,AED,3.6725
CURR_00055,2011,USD,AED,3.672504
CURR_00056,2010,USD,AED,3.6725
CURR_00057,2009,USD,AED,3.6725
CURR_00058,2008,USD,AED,3.6725
CURR_00059,2007,USD,AED,3.6725
CURR_00060,2006,USD,AED,3.6725
CURR_00061,2005,USD,AED,3.6725
CURR_00062,2004,USD,AED,3.6725
CURR_00063,2003,USD,AED,3.6725
CURR_00064,2002,USD,AED,3.6725
CURR_00065,2001,USD,AED,3.6725
CURR_00066,2000,USD,AED,3.739528
CURR_00067,1999,USD,AED,4.025545
CURR_00068,1998,USD,AED,3.622519
CURR_00069,1997,USD,AED,4.059334
CURR_00070,1996,USD,AED,3.80078
CURR_00071,1995,USD,AED,3.453908
CURR_00072,1994,USD,AED,3.450535
CURR_00073,1993,USD,AED,3.797149
CURR_00074,1992,USD,AED,3.803902
CURR_00075,1991,USD,AED,4.05157
CURR_00076,1990,USD,AED,3.457248
CURR_00077,1989,USD,AED,3.889386
CURR_00078,1988,USD,AED,4.046254
CURR_00079,1987,USD,AED,3.405268
CURR_00080,1986,USD,AED,3.316936
CURR_00081,1985,USD,AED,3.432523
CURR_00082,1984,USD,AED,3.870916
CURR_00083,1983,USD,AED,3.998851
CURR_00084,1982,USD,AED,4.067089
CURR_00085,1981,USD,AED,4.326919
CURR_00086,1980,USD,AED,3.837067
CURR_00087,1979,USD,AED,3.815676
CURR_00088,1978,USD,AED,3.871211
CURR_00089,1977,USD,AED,3.903248
CURR_00090,1976,USD,AED,3.953072
CURR_00091,1975,USD,AED,3.961285
CURR_00092,1974,USD,AED,3.959045
CURR_00093,1973,USD,AED,3.996271
CURR_00094,1972,USD,AED,4.385978
CURR_00095,1971,USD,AED,4.747963
CURR_00096,1970,USD,AED,4.7619
CURR_00097,1969,USD,AED,4.7619
CURR_00098,1968,USD,AED,4.7619
CURR_00099,1967,USD,AED,4.7619
CURR_00100,1966,USD,AED,4.7619
CURR_00101,2021,USD,AFA,83483.484021
CURR_00102,2020,USD,AFA,76650.467395
CURR_00103,2019,USD,AFA,77578.507532
CURR_00104,2018,USD,AFA,71797.130873
CURR_00105,2017,USD,AFA,67938.354811
CURR_00106,2016,USD,AFA,67769.910067
CURR_00107,2015,USD,AFA,61235.931022
CURR_00108,2014,USD,AFA,56664.930925
CURR_00109,2013,USD,AFA,54176.218868
CURR_00110,2012,USD,AFA,49165.700199
CURR_00111,2011,USD,AFA,44456.627115
CURR_00112,2010,USD,AFA,45211.041442
CURR_00113,2009,USD,AFA,48404.808709
CURR_00114,2008,USD,AFA,45520.041125
CURR_00115,2007,USD,AFA,43036.649727
CURR_00116,2006,USD,AFA,43019.426103
CURR_00117,2005,USD,AFA,42999.876284
CURR_00118,2004,USD,AFA,43228.945036
CURR_00119,2003,USD,AFA,43242.104597
CURR_00120,2002,USD,AFA,47493.801067
CURR_00121,2001,USD,AFA,47536.582234
CURR_00122,2000,USD,AFA,48285.293234
CURR_00123,1999,USD,AFA,51101.163212
CURR_00124,1998,USD,AFA,46853.55354
CURR_00125,1997,USD,AFA,52522.964372
CURR_00126,1996,USD,AFA,49179.257327
CURR_00127,1995,USD,AFA,34404.672943
CURR_00128,1994,USD,AFA,41636.004258
CURR_00129,1993,USD,AFA,46358.975949
CURR_00130,1992,USD,AFA,46441.423013
CURR_00131,1991,USD,AFA,49465.184955
CURR_00132,1990,USD,AFA,42209.168258
CURR_00133,1989,USD,AFA,47485.096717
CURR_00134,1988,USD,AFA,49400.275975
CURR_00135,1987,USD,AFA,41574.553959
CURR_00136,1986,USD,AFA,40496.117345
CURR_00137,1985,USD,AFA,41907.303414
CURR_00138,1984,USD,AFA,47259.593659
CURR_00139,1983,USD,AFA,48821.532762
CURR_00140,1982,USD,AFA,49654.6528
CURR_00141,1981,USD,AFA,51865.530742
CURR_00142,1980,USD,AFA,40591.528171
CURR_00143,1979,USD,AFA,38622.2969
CURR_00144,1978,USD,AFA,39858.6533
CURR_00145,1977,USD,AFA,39858.6533
CURR_00146,1976,USD,AFA,39858.6533
CURR_00147,1975,USD,AFA,39858.6533
CURR_00148,1974,USD,AFA,39858.6533
CURR_00149,1973,USD,AFA,39858.6533
CURR_00150,1972,USD,AFA,39858.6533
CURR_00151,1971,USD,AFA,39858.6533
CURR_00152,1970,USD,AFA,39858.6533
CURR_00153,1969,USD,AFA,39858.6533
CURR_00154,1968,USD,AFA,39858.6533
CURR_00155,1967,USD,AFA,39858.6533
CURR_00156,1966,USD,AFA,39858.6533
CURR_00157,1965,USD,AFA,39858.6533
CURR_00158,1964,USD,AFA,39858.6533
CURR_00159,1963,USD,AFA,36168.0372
CURR_00160,1962,USD,AFA,17714.957
CURR_00161,1961,USD,AFA,17714.957
CURR_00162,1960,USD,AFA,17714.957
CURR_00163,2021,USD,AFN,83.483484
CURR_00164,2020,USD,AFN,76.650467
CURR_00165,2019,USD,AFN,77.578508
CURR_00166,2018,USD,AFN,72.253656
CURR_00167,2017,USD,AFN,67.946651
CURR_00168,2016,USD,AFN,67.780133
CURR_00169,2015,USD,AFN,61.220701
CURR_00170,2014,USD,AFN,56.664336
CURR_00171,2013,USD,AFN,54.176666
CURR_00172,2012,USD,AFN,49.1657
CURR_00173,2011,USD,AFN,44.456627
CURR_00174,2010,USD,AFN,45.211041
CURR_00175,2009,USD,AFN,48.404809
CURR_00176,2008,USD,AFN,46.850536
CURR_00177,2021,USD,ALL,103.56753
CURR_00178,2020,USD,ALL,108.569186
CURR_00179,2019,USD,ALL,109.919116
CURR_00180,2018,USD,ALL,108.080629
CURR_00181,2017,USD,ALL,119.00508
CURR_00182,2016,USD,ALL,124.065664
CURR_00183,2015,USD,ALL,125.94446
CURR_00184,2014,USD,ALL,105.513237
CURR_00185,2013,USD,ALL,105.671873
CURR_00186,2012,USD,ALL,108.21773
CURR_00187,2011,USD,ALL,100.904392
CURR_00188,2010,USD,ALL,104.132004
CURR_00189,2009,USD,ALL,94.842414
CURR_00190,2008,USD,ALL,83.840407
CURR_00191,2007,USD,ALL,90.298813
CURR_00192,2006,USD,ALL,98.108794
CURR_00193,2005,USD,ALL,99.869502
CURR_00194,2004,USD,ALL,104.939982
CURR_00195,2003,USD,ALL,121.814087
CURR_00196,2002,USD,ALL,139.249374
CURR_00197,2001,USD,ALL,145.293145
CURR_00198,2000,USD,ALL,148.233516
CURR_00199,1999,USD,ALL,150.927064
CURR_00200,1998,USD,ALL,148.583304
CURR_00201,1997,USD,ALL,164.682069
CURR_00202,1996,USD,ALL,108.193244
CURR_00203,1995,USD,ALL,87.215647
CURR_00204,1994,USD,ALL,88.940656
CURR_00205,1993,USD,ALL,105.56973
CURR_00206,1992,USD,ALL,77.74891
CURR_00207,2021,USD,AMD,503.8758
CURR_00208,2020,USD,AMD,489.090792
CURR_00209,2019,USD,AMD,480.360216
CURR_00210,2018,USD,AMD,482.997133
CURR_00211,2017,USD,AMD,482.680817
CURR_00212,2016,USD,AMD,480.403564
CURR_00213,2015,USD,AMD,477.853289
CURR_00214,2014,USD,AMD,415.380102
CURR_00215,2013,USD,AMD,409.830512
CURR_00216,2012,USD,AMD,401.842795
CURR_00217,2011,USD,AMD,372.358079
CURR_00218,2010,USD,AMD,373.09846
CURR_00219,2009,USD,AMD,362.504399
CURR_00220,2008,USD,AMD,305.222081
CURR_00221,2007,USD,AMD,361.114817
CURR_00222,2006,USD,AMD,439.854592
CURR_00223,2005,USD,AMD,453.937763
CURR_00224,2004,USD,AMD,535.528507
CURR_00225,2003,USD,AMD,560.719027
CURR_00226,2002,USD,AMD,565.926285
CURR_00227,2001,USD,AMD,574.948755
CURR_00228,2000,USD,AMD,588.565338
CURR_00229,1999,USD,AMD,586.498436
CURR_00230,1998,USD,AMD,498.04341
CURR_00231,1997,USD,AMD,542.752173
CURR_00232,1996,USD,AMD,428.679021
CURR_00233,1995,USD,AMD,381.904127
CURR_00234,1994,USD,AMD,271.315683
CURR_00235,1993,USD,AMD,9.41788
CURR_00236,2021,USD,ANG,1.79
CURR_00237,2020,USD,ANG,1.79
CURR_00238,2019,USD,ANG,1.790018
CURR_00239,2018,USD,ANG,1.790003
CURR_00240,2017,USD,ANG,1.789987
CURR_00241,2016,USD,ANG,1.79
CURR_00242,2015,USD,ANG,1.79
CURR_00243,2014,USD,ANG,1.79
CURR_00244,2013,USD,ANG,1.79
CURR_00245,2012,USD,ANG,1.79
CURR_00246,2011,USD,ANG,1.790002
CURR_00247,2010,USD,ANG,1.79
CURR_00248,2009,USD,ANG,1.79
CURR_00249,2008,USD,ANG,1.79
CURR_00250,2007,USD,ANG,1.79
CURR_00251,2006,USD,ANG,1.79
CURR_00252,2005,USD,ANG,1.79
CURR_00253,2004,USD,ANG,1.79
CURR_00254,2003,USD,ANG,1.79
CURR_00255,2002,USD,ANG,1.79
CURR_00256,2001,USD,ANG,1.79
CURR_00257,2000,USD,ANG,1.79
CURR_00258,1999,USD,ANG,1.789951
CURR_00259,1998,USD,ANG,1.786272
CURR_00260,1997,USD,ANG,1.777675
CURR_00261,1996,USD,ANG,1.759916
CURR_00262,1995,USD,ANG,1.764111
CURR_00263,1994,USD,ANG,1.77856
CURR_00264,1993,USD,ANG,1.780554
CURR_00265,1992,USD,ANG,1.781912
CURR_00266,2021,USD,AOA,626.129099
CURR_00267,2020,USD,AOA,578.946374
CURR_00268,2019,USD,AOA,364.105772
CURR_00269,2018,USD,AOA,252.49594
CURR_00270,2017,USD,AOA,165.888205
CURR_00271,2016,USD,AOA,162.84588
CURR_00272,2015,USD,AOA,119.216047
CURR_00273,2014,USD,AOA,98.322268
CURR_00274,2013,USD,AOA,96.517007
CURR_00275,2012,USD,AOA,95.213949
CURR_00276,2011,USD,AOA,93.566355
CURR_00277,2010,USD,AOA,91.791256
CURR_00278,2009,USD,AOA,78.888519
CURR_00279,2008,USD,AOA,74.571064
CURR_00280,2007,USD,AOA,74.634676
CURR_00281,2006,USD,AOA,75.578259
CURR_00282,2005,USD,AOA,95.580668
CURR_00283,2004,USD,AOA,84.919631
CURR_00284,2003,USD,AOA,69.301984
CURR_00285,2002,USD,AOA,40.701196
CURR_00286,2001,USD,AOA,22.938295
CURR_00287,2000,USD,AOA,10.953167
CURR_00288,1999,USD,AOA,3.058983
CURR_00289,1998,USD,AOA,0.387477
CURR_00290,1997,USD,AOA,0.25326
CURR_00291,1996,USD,AOA,0.132555
CURR_00292,1995,USD,AOA,0.002588
CURR_00293,1994,USD,AOA,5.6e-05
CURR_00294,1993,USD,AOA,3e-06
CURR_00295,1992,USD,AOA,0.0
CURR_00296,1991,USD,AOA,0.0
CURR_00297,2021,USD,AON,626.129099
CURR_00298,2020,USD,AON,578.946374
CURR_00299,2019,USD,AON,364.105772
CURR_00300,2018,USD,AON,252.490945
CURR_00301,2017,USD,AON,165.894168
CURR_00302,2016,USD,AON,162.820689
CURR_00303,2015,USD,AON,119.214709
CURR_00304,2014,USD,AON,98.324616
CURR_00305,2013,USD,AON,96.521121
CURR_00306,2012,USD,AON,95.213648
CURR_00307,2011,USD,AON,93.567007
CURR_00308,2010,USD,AON,91.786736
CURR_00309,2009,USD,AON,78.873075
CURR_00310,2008,USD,AON,74.874674
CURR_00311,2007,USD,AON,76.535069
CURR_00312,2006,USD,AON,80.830845
CURR_00313,2005,USD,AON,87.247321
CURR_00314,2004,USD,AON,83.052932
CURR_00315,2003,USD,AON,68.203843
CURR_00316,2002,USD,AON,31.574519
CURR_00317,2001,USD,AON,11.598976
CURR_00318,2000,USD,AON,6.051429
CURR_00319,2021,USD,ARS,95.235544
CURR_00320,2020,USD,ARS,70.723096
CURR_00321,2019,USD,ARS,48.22464
CURR_00322,2018,USD,ARS,28.109931
CURR_00323,2017,USD,ARS,16.550881
CURR_00324,2016,USD,ARS,14.765348
CURR_00325,2015,USD,ARS,9.247159
CURR_00326,2014,USD,ARS,8.102889
CURR_00327,2013,USD,ARS,5.471578
CURR_00328,2012,USD,ARS,4.544477
CURR_00329,2011,USD,ARS,4.127573
CURR_00330,2010,USD,ARS,3.911666
CURR_00331,2009,USD,ARS,3.730046
CURR_00332,2008,USD,ARS,3.160485
CURR_00333,2007,USD,ARS,3.115469
CURR_00334,2006,USD,ARS,3.07387
CURR_00335,2005,USD,ARS,2.920355
CURR_00336,2004,USD,ARS,2.941283
CURR_00337,2003,USD,ARS,2.959085
CURR_00338,2002,USD,ARS,3.120529
CURR_00339,2001,USD,ARS,0.999905
CURR_00340,2000,USD,ARS,1.019166
CURR_00341,1999,USD,ARS,1.095584
CURR_00342,1998,USD,ARS,0.985897
CURR_00343,1997,USD,ARS,1.105194
CURR_00344,1996,USD,ARS,1.035003
CURR_00345,1995,USD,ARS,0.940628
CURR_00346,1994,USD,ARS,0.939012
CURR_00347,1993,USD,ARS,1.033273
CURR_00348,1992,USD,ARS,1.026506
CURR_00349,1991,USD,ARS,1.052409
CURR_00350,1990,USD,ARS,0.459198
CURR_00351,1989,USD,ARS,0.044852
CURR_00352,1988,USD,ARS,0.000965
CURR_00353,1987,USD,ARS,0.000199
CURR_00354,1986,USD,ARS,8.5e-05
CURR_00355,1985,USD,ARS,5.6e-05
CURR_00356,1984,USD,ARS,7e-06
CURR_00357,1983,USD,ARS,1e-06
CURR_00358,1982,USD,ARS,0.0
CURR_00359,1981,USD,ARS,0.0
CURR_00360,2021,USD,ATS,11.640973
CURR_00361,2020,USD,ATS,12.065414
CURR_00362,2019,USD,ATS,12.293571
CURR_00363,2018,USD,ATS,11.662984
CURR_00364,2017,USD,ATS,12.205876
CURR_00365,2016,USD,ATS,12.437797
CURR_00366,2015,USD,ATS,12.410363
CURR_00367,2014,USD,ATS,10.374448
CURR_00368,2013,USD,ATS,10.36473
CURR_00369,2012,USD,ATS,10.717179
CURR_00370,2011,USD,ATS,9.896671
CURR_00371,2010,USD,ATS,10.401174
CURR_00372,2009,USD,ATS,9.893218
CURR_00373,2008,USD,ATS,9.405154
CURR_00374,2007,USD,ATS,10.055389
CURR_00375,2006,USD,ATS,10.969066
CURR_00376,2005,USD,ATS,11.078374
CURR_00377,2004,USD,ATS,11.074678
CURR_00378,2003,USD,ATS,12.188403
CURR_00379,2002,USD,ATS,14.598915
CURR_00380,2001,USD,ATS,15.378332
CURR_00381,2000,USD,ATS,14.94229
CURR_00382,1999,USD,ATS,12.927453
CURR_00383,1998,USD,ATS,12.406038
CURR_00384,1997,USD,ATS,12.17015
CURR_00385,1996,USD,ATS,10.448627
CURR_00386,1995,USD,ATS,9.974968
CURR_00387,1994,USD,ATS,11.385646
CURR_00388,1993,USD,ATS,11.62538
CURR_00389,1992,USD,ATS,10.983337
CURR_00390,1991,USD,ATS,11.697325
CURR_00391,1990,USD,ATS,11.3986
CURR_00392,1989,USD,ATS,13.821192
CURR_00393,1988,USD,ATS,13.067355
CURR_00394,1987,USD,ATS,13.363503
CURR_00395,1986,USD,ATS,16.173663
CURR_00396,1985,USD,ATS,22.001729
CURR_00397,1984,USD,ATS,20.429998
CURR_00398,1983,USD,ATS,17.972475
CURR_00399,1982,USD,ATS,17.063339
CURR_00400,1981,USD,ATS,15.929589
CURR_00401,1980,USD,ATS,12.938786
CURR_00402,1979,USD,ATS,13.375062
CURR_00403,1978,USD,ATS,14.512975
CURR_00404,1977,USD,ATS,16.522696
CURR_00405,1976,USD,ATS,17.934411
CURR_00406,1975,USD,ATS,17.424958
CURR_00407,1974,USD,ATS,18.678552
CURR_00408,1973,USD,ATS,19.568754
CURR_00409,1972,USD,ATS,23.107934
CURR_00410,1971,USD,ATS,24.966719
CURR_00411,1970,USD,ATS,25.848398
CURR_00412,1969,USD,ATS,25.861935
CURR_00413,1968,USD,ATS,25.844665
CURR_00414,1967,USD,ATS,25.834706
CURR_00415,1966,USD,ATS,25.834201
CURR_00416,1965,USD,ATS,25.823722
CURR_00417,1964,USD,ATS,25.826737
CURR_00418,1963,USD,ATS,25.824349
CURR_00419,1962,USD,ATS,25.814261
CURR_00420,1961,USD,ATS,25.928999
CURR_00421,1960,USD,ATS,25.957648
CURR_00422,1959,USD,ATS,25.873253
CURR_00423,1958,USD,ATS,25.955265
CURR_00424,1957,USD,ATS,26.021167
CURR_00425,2021,USD,AUD,1.332437
CURR_00426,2020,USD,AUD,1.451936
CURR_00427,2019,USD,AUD,1.439273
CURR_00428,2018,USD,AUD,1.339015
CURR_00429,2017,USD,AUD,1.305026
CURR_00430,2016,USD,AUD,1.344874
CURR_00431,2015,USD,AUD,1.332359
CURR_00432,2014,USD,AUD,1.109236
CURR_00433,2013,USD,AUD,1.036882
CURR_00434,2012,USD,AUD,0.965948
CURR_00435,2011,USD,AUD,0.969576
CURR_00436,2010,USD,AUD,1.089419
CURR_00437,2009,USD,AUD,1.279083
CURR_00438,2008,USD,AUD,1.196204
CURR_00439,2007,USD,AUD,1.194885
CURR_00440,2006,USD,AUD,1.328186
CURR_00441,2005,USD,AUD,1.312638
CURR_00442,2004,USD,AUD,1.360434
CURR_00443,2003,USD,AUD,1.54095
CURR_00444,2002,USD,AUD,1.840417
CURR_00445,2001,USD,AUD,1.93458
CURR_00446,2000,USD,AUD,1.726292
CURR_00447,1999,USD,AUD,1.550194
CURR_00448,1998,USD,AUD,1.592027
CURR_00449,1997,USD,AUD,1.348288
CURR_00450,1996,USD,AUD,1.27814
CURR_00451,1995,USD,AUD,1.349601
CURR_00452,1994,USD,AUD,1.367306
CURR_00453,1993,USD,AUD,1.472006
CURR_00454,1992,USD,AUD,1.362283
CURR_00455,1991,USD,AUD,1.284466
CURR_00456,1990,USD,AUD,1.281368
CURR_00457,1989,USD,AUD,1.265469
CURR_00458,1988,USD,AUD,1.279904
CURR_00459,1987,USD,AUD,1.427558
CURR_00460,1986,USD,AUD,1.496312
CURR_00461,1985,USD,AUD,1.431218
CURR_00462,1984,USD,AUD,1.139877
CURR_00463,1983,USD,AUD,1.110926
CURR_00464,1982,USD,AUD,0.986967
CURR_00465,1981,USD,AUD,0.870165
CURR_00466,1980,USD,AUD,0.877888
CURR_00467,1979,USD,AUD,0.894886
CURR_00468,1978,USD,AUD,0.874149
CURR_00469,1977,USD,AUD,0.902249
CURR_00470,1976,USD,AUD,0.820246
CURR_00471,1975,USD,AUD,0.765582
CURR_00472,1974,USD,AUD,0.69771
CURR_00473,1973,USD,AUD,0.706482
CURR_00474,1972,USD,AUD,0.838817
CURR_00475,1971,USD,AUD,0.880245
CURR_00476,1970,USD,AUD,0.892857
CURR_00477,1969,USD,AUD,0.892857
CURR_00478,1968,USD,AUD,0.892857
CURR_00479,1967,USD,AUD,0.892857
CURR_00480,1966,USD,AUD,0.892857
CURR_00481,1965,USD,AUD,0.892857
CURR_00482,1964,USD,AUD,0.892857
CURR_00483,1963,USD,AUD,0.892857
CURR_00484,1962,USD,AUD,0.892857
CURR_00485,1961,USD,AUD,0.892857
CURR_00486,1960,USD,AUD,0.892857
CURR_00487,2021,USD,AWF,1.79
CURR_00488,2020,USD,AWF,1.79
CURR_00489,2019,USD,AWF,1.790018
CURR_00490,2018,USD,AWF,1.790003
CURR_00491,2017,USD,AWF,1.789992
CURR_00492,2016,USD,AWF,1.79
CURR_00493,2015,USD,AWF,1.79
CURR_00494,2014,USD,AWF,1.79
CURR_00495,2013,USD,AWF,1.79
CURR_00496,2012,USD,AWF,1.79
CURR_00497,2011,USD,AWF,1.790002
CURR_00498,2010,USD,AWF,1.79
CURR_00499,2009,USD,AWF,1.79
CURR_00500,2008,USD,AWF,1.79
CURR_00501,2007,USD,AWF,1.79
CURR_00502,2006,USD,AWF,1.79
CURR_00503,2021,USD,AWG,1.79
CURR_00504,2020,USD,AWG,1.79
CURR_00505,2019,USD,AWG,1.790018
CURR_00506,2018,USD,AWG,1.790003
CURR_00507,2017,USD,AWG,1.789992
CURR_00508,2016,USD,AWG,1.79
CURR_00509,2015,USD,AWG,1.79
CURR_00510,2014,USD,AWG,1.79
CURR_00511,2013,USD,AWG,1.79
CURR_00512,2012,USD,AWG,1.79
CURR_00513,2011,USD,AWG,1.790002
CURR_00514,2010,USD,AWG,1.79
CURR_00515,2009,USD,AWG,1.79
CURR_00516,2008,USD,AWG,1.79
CURR_00517,2007,USD,AWG,1.79
CURR_00518,2006,USD,AWG,1.79
CURR_00519,2005,USD,AWG,1.79
CURR_00520,2004,USD,AWG,1.79
CURR_00521,2003,USD,AWG,1.79
CURR_00522,2002,USD,AWG,1.79
CURR_00523,2001,USD,AWG,1.79
CURR_00524,2000,USD,AWG,1.79
CURR_00525,1999,USD,AWG,1.789951
CURR_00526,1998,USD,AWG,1.786245
CURR_00527,1997,USD,AWG,1.777687
CURR_00528,1996,USD,AWG,1.759916
CURR_00529,1995,USD,AWG,1.764144
CURR_00530,1994,USD,AWG,1.778591
CURR_00531,1993,USD,AWG,1.780554
CURR_00532,1992,USD,AWG,1.781883
CURR_00533,1991,USD,AWG,1.975568
CURR_00534,1990,USD,AWG,1.685773
CURR_00535,1989,USD,AWG,1.896486
CURR_00536,1988,USD,AWG,1.972976
CURR_00537,1987,USD,AWG,1.660428
CURR_00538,1986,USD,AWG,1.617357
CURR_00539,2021,USD,AZM,8501.625295
CURR_00540,2020,USD,AZM,8503.986311
CURR_00541,2019,USD,AZM,8520.203196
CURR_00542,2018,USD,AZM,8505.845999
CURR_00543,2017,USD,AZM,8603.076286
CURR_00544,2016,USD,AZM,8037.830193
CURR_00545,2015,USD,AZM,5123.976033
CURR_00546,2014,USD,AZM,3921.510046
CURR_00547,2013,USD,AZM,3923.088452
CURR_00548,2012,USD,AZM,3926.131464
CURR_00549,2011,USD,AZM,3945.743439
CURR_00550,2010,USD,AZM,4030.305445
CURR_00551,2009,USD,AZM,4017.826701
CURR_00552,2008,USD,AZM,4107.514443
CURR_00553,2007,USD,AZM,4290.932786
CURR_00554,2006,USD,AZM,4602.535949
CURR_00555,2005,USD,AZM,4741.610749
CURR_00556,2004,USD,AZM,4925.49624
CURR_00557,2003,USD,AZM,4858.802822
CURR_00558,2002,USD,AZM,4831.518277
CURR_00559,2001,USD,AZM,633.402642
CURR_00560,2000,USD,AZM,0.976165
CURR_00561,1999,USD,AZM,0.903249
CURR_00562,1998,USD,AZM,0.763269
CURR_00563,1997,USD,AZM,0.881363
CURR_00564,1996,USD,AZM,0.890665
CURR_00565,1995,USD,AZM,0.830508
CURR_00566,1994,USD,AZM,0.295185
CURR_00567,1993,USD,AZM,0.020682
CURR_00568,1992,USD,AZM,0.011232
CURR_00569,2021,USD,AZN,1.700325
CURR_00570,2020,USD,AZN,1.700797
CURR_00571,2019,USD,AZN,1.704041
CURR_00572,2018,USD,AZN,1.701234
CURR_00573,2017,USD,AZN,1.720481
CURR_00574,2016,USD,AZN,1.607109
CURR_00575,2015,USD,AZN,1.024817
CURR_00576,2014,USD,AZN,0.784306
CURR_00577,2013,USD,AZN,0.78461
CURR_00578,2012,USD,AZN,0.785238
CURR_00579,2011,USD,AZN,0.789121
CURR_00580,2010,USD,AZN,0.806026
CURR_00581,2009,USD,AZN,0.803674
CURR_00582,2008,USD,AZN,0.813678
CURR_00583,2021,USD,BAM,1.654598
CURR_00584,2020,USD,BAM,1.714926
CURR_00585,2019,USD,BAM,1.747355
CURR_00586,2018,USD,BAM,1.657727
CURR_00587,2017,USD,BAM,1.734891
CURR_00588,2016,USD,BAM,1.767855
CURR_00589,2015,USD,BAM,1.763956
CURR_00590,2014,USD,BAM,1.47458
CURR_00591,2013,USD,BAM,1.473198
CURR_00592,2012,USD,BAM,1.523294
CURR_00593,2011,USD,BAM,1.40667
CURR_00594,2010,USD,BAM,1.478378
CURR_00595,2009,USD,BAM,1.40618
CURR_00596,2008,USD,BAM,1.35066
CURR_00597,2021,USD,BBD,2.0
CURR_00598,2020,USD,BBD,2.0
CURR_00599,2019,USD,BBD,2.00002
CURR_00600,2018,USD,BBD,2.000003
CURR_00601,2017,USD,BBD,1.999991
CURR_00602,2016,USD,BBD,2.0
CURR_00603,2015,USD,BBD,2.0
CURR_00604,2014,USD,BBD,2.0
CURR_00605,2013,USD,BBD,2.0
CURR_00606,2012,USD,BBD,2.0
CURR_00607,2011,USD,BBD,2.000002
CURR_00608,2010,USD,BBD,2.0
CURR_00609,2009,USD,BBD,2.0
CURR_00610,2008,USD,BBD,2.0
CURR_00611,2007,USD,BBD,2.0
CURR_00612,2006,USD,BBD,2.0
CURR_00613,2005,USD,BBD,2.0
CURR_00614,2004,USD,BBD,2.0
CURR_00615,2003,USD,BBD,2.0
CURR_00616,2002,USD,BBD,2.0
CURR_00617,2001,USD,BBD,2.0
CURR_00618,2000,USD,BBD,2.036503
CURR_00619,1999,USD,BBD,2.192264
CURR_00620,1998,USD,BBD,1.972781
CURR_00621,1997,USD,BBD,2.211493
CURR_00622,1996,USD,BBD,2.070706
CURR_00623,1995,USD,BBD,1.881726
CURR_00624,1994,USD,BBD,1.879888
CURR_00625,1993,USD,BBD,2.068727
CURR_00626,1992,USD,BBD,2.072406
CURR_00627,1991,USD,BBD,2.207339
CURR_00628,1990,USD,BBD,1.883546
CURR_00629,1989,USD,BBD,2.118979
CURR_00630,1988,USD,BBD,2.204442
CURR_00631,1987,USD,BBD,1.855227
CURR_00632,1986,USD,BBD,1.807102
CURR_00633,1985,USD,BBD,1.870075
CURR_00634,1984,USD,BBD,2.108916
CURR_00635,1983,USD,BBD,2.178617
CURR_00636,1982,USD,BBD,2.215794
CURR_00637,1981,USD,BBD,2.357352
CURR_00638,1980,USD,BBD,2.06997
